OBJECTID,PRECINCTID,NAME,COUNTY,LASTUPDATE,LASTEDITOR,PRECINCTID_1,NAME_1,TOWNSHIP,WINPARTY,TOTBALLOTS,CANDIDATE1,PARTY1,NUMVOTES1,PERCVOTE1,CANDIDATE2,PARTY2,NUMVOTES2,PERCVOTE2,CANDIDATE3,PARTY3,NUMVOTES3,PERCVOTE3
148,854,NEWGATE SOUTH,Fairfax,2014-10-17T08:37:06.648Z,stulad,854,NEWGATE SOUTH,Fairfax County,"Ken T. Cuccinelli, II (R)",1673,Terry R. McAuliffe (D),Terry R. McAuliffe (D),591,0.353258,Robert C. Sarvis (L),Robert C. Sarvis (L),92,0.054991,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",797,0.47639
149,849,NEWGATE NORTH,Fairfax,2014-10-17T08:37:06.648Z,stulad,849,NEWGATE NORTH,Fairfax County,Terry R. McAuliffe (D),889,Terry R. McAuliffe (D),Terry R. McAuliffe (D),379,0.426322,Robert C. Sarvis (L),Robert C. Sarvis (L),43,0.048369,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",359,0.403825
150,618,NEWINGTON,Fairfax,2014-10-17T08:37:06.648Z,stulad,618,NEWINGTON,Fairfax County,Terry R. McAuliffe (D),2110,Terry R. McAuliffe (D),Terry R. McAuliffe (D),1104,0.523223,Robert C. Sarvis (L),Robert C. Sarvis (L),97,0.045972,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",756,0.358294
151,629,SOUTH COUNTY,Fairfax,2014-10-17T08:37:06.648Z,stulad,629,SOUTH COUNTY,Fairfax County,Terry R. McAuliffe (D),1364,Terry R. McAuliffe (D),Terry R. McAuliffe (D),607,0.445015,Robert C. Sarvis (L),Robert C. Sarvis (L),65,0.047654,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",555,0.406891
152,617,LORTON,Fairfax,2014-10-17T08:37:06.648Z,stulad,617,LORTON,Fairfax County,Terry R. McAuliffe (D),778,Terry R. McAuliffe (D),Terry R. McAuliffe (D),559,0.718509,Robert C. Sarvis (L),Robert C. Sarvis (L),19,0.024422,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",165,0.212082
153,628,LAUREL HILL,Fairfax,2014-10-17T08:37:06.648Z,stulad,628,LAUREL HILL,Fairfax County,Terry R. McAuliffe (D),1329,Terry R. McAuliffe (D),Terry R. McAuliffe (D),841,0.632807,Robert C. Sarvis (L),Robert C. Sarvis (L),45,0.03386,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",360,0.27088
154,410,ROSE HILL,Fairfax,2014-10-17T08:37:06.648Z,stulad,410,ROSE HILL,Fairfax County,Terry R. McAuliffe (D),1907,Terry R. McAuliffe (D),Terry R. McAuliffe (D),1002,0.525433,Robert C. Sarvis (L),Robert C. Sarvis (L),97,0.050865,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",663,0.347666
155,420,VILLAGES,Fairfax,2014-10-17T08:37:06.648Z,stulad,420,VILLAGES,Fairfax County,Terry R. McAuliffe (D),1746,Terry R. McAuliffe (D),Terry R. McAuliffe (D),1041,0.59622,Robert C. Sarvis (L),Robert C. Sarvis (L),72,0.041237,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",484,0.277205
156,423,CLERMONT,Fairfax,2014-10-17T08:37:06.648Z,stulad,423,CLERMONT,Fairfax County,Terry R. McAuliffe (D),1278,Terry R. McAuliffe (D),Terry R. McAuliffe (D),685,0.535994,Robert C. Sarvis (L),Robert C. Sarvis (L),67,0.052426,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",427,0.334116
157,411,VIRGINIA HILLS,Fairfax,2014-10-17T08:37:06.648Z,stulad,411,VIRGINIA HILLS,Fairfax County,Terry R. McAuliffe (D),1058,Terry R. McAuliffe (D),Terry R. McAuliffe (D),596,0.563327,Robert C. Sarvis (L),Robert C. Sarvis (L),47,0.044423,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",317,0.299622
158,405,GROVETON,Fairfax,2014-10-17T08:37:06.648Z,stulad,405,GROVETON,Fairfax County,Terry R. McAuliffe (D),704,Terry R. McAuliffe (D),Terry R. McAuliffe (D),474,0.673295,Robert C. Sarvis (L),Robert C. Sarvis (L),32,0.045455,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",151,0.214489
159,429,HYBLA VALLEY,Fairfax,2014-10-17T08:37:06.648Z,stulad,429,HYBLA VALLEY,Fairfax County,Terry R. McAuliffe (D),1048,Terry R. McAuliffe (D),Terry R. McAuliffe (D),800,0.763359,Robert C. Sarvis (L),Robert C. Sarvis (L),19,0.01813,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",165,0.157443
160,428,PINEWOOD,Fairfax,2014-10-17T08:37:06.648Z,stulad,428,PINEWOOD,Fairfax County,Terry R. McAuliffe (D),1049,Terry R. McAuliffe (D),Terry R. McAuliffe (D),763,0.727359,Robert C. Sarvis (L),Robert C. Sarvis (L),29,0.027645,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",187,0.178265
161,413,FAIRFIELD,Fairfax,2014-10-17T08:37:06.648Z,stulad,413,FAIRFIELD,Fairfax County,Terry R. McAuliffe (D),652,Terry R. McAuliffe (D),Terry R. McAuliffe (D),510,0.782209,Robert C. Sarvis (L),Robert C. Sarvis (L),15,0.023006,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",97,0.148773
162,525,WALNUT HILL,Fairfax,2014-10-17T08:37:06.648Z,stulad,525,WALNUT HILL,Fairfax County,Terry R. McAuliffe (D),1428,Terry R. McAuliffe (D),Terry R. McAuliffe (D),842,0.589636,Robert C. Sarvis (L),Robert C. Sarvis (L),73,0.05112,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",407,0.285014
163,508,MASONVILLE,Fairfax,2014-10-17T08:37:06.648Z,stulad,508,MASONVILLE,Fairfax County,Terry R. McAuliffe (D),1377,Terry R. McAuliffe (D),Terry R. McAuliffe (D),770,0.559187,Robert C. Sarvis (L),Robert C. Sarvis (L),62,0.045025,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",399,0.28976
164,512,SLEEPY HOLLOW,Fairfax,2014-10-17T08:37:06.648Z,stulad,512,SLEEPY HOLLOW,Fairfax County,Terry R. McAuliffe (D),778,Terry R. McAuliffe (D),Terry R. McAuliffe (D),427,0.548843,Robert C. Sarvis (L),Robert C. Sarvis (L),52,0.066838,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",214,0.275064
165,502,BARCROFT,Fairfax,2014-10-17T08:37:06.648Z,stulad,502,BARCROFT,Fairfax County,Terry R. McAuliffe (D),848,Terry R. McAuliffe (D),Terry R. McAuliffe (D),451,0.53184,Robert C. Sarvis (L),Robert C. Sarvis (L),48,0.056604,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",196,0.231132
166,506,HOLMES,Fairfax,2014-10-17T08:37:06.648Z,stulad,506,HOLMES,Fairfax County,Terry R. McAuliffe (D),956,Terry R. McAuliffe (D),Terry R. McAuliffe (D),651,0.680962,Robert C. Sarvis (L),Robert C. Sarvis (L),37,0.038703,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",187,0.195607
167,505,GLEN FOREST,Fairfax,2014-10-17T08:37:06.648Z,stulad,505,GLEN FOREST,Fairfax County,Terry R. McAuliffe (D),994,Terry R. McAuliffe (D),Terry R. McAuliffe (D),626,0.629779,Robert C. Sarvis (L),Robert C. Sarvis (L),36,0.036217,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",247,0.248491
168,520,SKYLINE,Fairfax,2014-10-17T08:37:06.648Z,stulad,520,SKYLINE,Fairfax County,Terry R. McAuliffe (D),1346,Terry R. McAuliffe (D),Terry R. McAuliffe (D),818,0.607727,Robert C. Sarvis (L),Robert C. Sarvis (L),43,0.031947,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",222,0.164933
169,501,BAILEYS,Fairfax,2014-10-17T08:37:06.648Z,stulad,501,BAILEYS,Fairfax County,Terry R. McAuliffe (D),1349,Terry R. McAuliffe (D),Terry R. McAuliffe (D),848,0.628614,Robert C. Sarvis (L),Robert C. Sarvis (L),41,0.030393,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",266,0.197183
170,516,WEYANOKE,Fairfax,2014-10-17T08:37:06.648Z,stulad,516,WEYANOKE,Fairfax County,Terry R. McAuliffe (D),1141,Terry R. McAuliffe (D),Terry R. McAuliffe (D),696,0.609991,Robert C. Sarvis (L),Robert C. Sarvis (L),51,0.044698,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",299,0.262051
171,527,EDSALL,Fairfax,2014-10-17T08:37:06.648Z,stulad,527,EDSALL,Fairfax County,Terry R. McAuliffe (D),923,Terry R. McAuliffe (D),Terry R. McAuliffe (D),519,0.562297,Robert C. Sarvis (L),Robert C. Sarvis (L),51,0.055255,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",289,0.313109
172,511,RAVENWOOD,Fairfax,2014-10-17T08:37:06.648Z,stulad,511,RAVENWOOD,Fairfax County,Terry R. McAuliffe (D),1371,Terry R. McAuliffe (D),Terry R. McAuliffe (D),767,0.559446,Robert C. Sarvis (L),Robert C. Sarvis (L),75,0.054705,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",340,0.247994
173,802,CEDAR LAKE,Fairfax,2014-10-17T08:37:06.648Z,stulad,802,CEDAR LAKE,Fairfax County,Terry R. McAuliffe (D),482,Terry R. McAuliffe (D),Terry R. McAuliffe (D),263,0.545643,Robert C. Sarvis (L),Robert C. Sarvis (L),26,0.053942,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",140,0.290456
174,848,FAIR OAKS,Fairfax,2014-10-17T08:37:06.648Z,stulad,848,FAIR OAKS,Fairfax County,Terry R. McAuliffe (D),1123,Terry R. McAuliffe (D),Terry R. McAuliffe (D),607,0.540516,Robert C. Sarvis (L),Robert C. Sarvis (L),49,0.043633,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",362,0.322351
175,851,WILLOW SPRINGS,Fairfax,2014-10-17T08:37:06.648Z,stulad,851,WILLOW SPRINGS,Fairfax County,"Ken T. Cuccinelli, II (R)",1289,Terry R. McAuliffe (D),Terry R. McAuliffe (D),526,0.408068,Robert C. Sarvis (L),Robert C. Sarvis (L),50,0.03879,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",556,0.431342
176,804,COLCHESTER,Fairfax,2014-10-17T08:37:06.648Z,stulad,804,COLCHESTER,Fairfax County,"Ken T. Cuccinelli, II (R)",937,Terry R. McAuliffe (D),Terry R. McAuliffe (D),361,0.385272,Robert C. Sarvis (L),Robert C. Sarvis (L),35,0.037353,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",443,0.472785
177,841,POPES HEAD,Fairfax,2014-10-17T08:37:06.648Z,stulad,841,POPES HEAD,Fairfax County,"Ken T. Cuccinelli, II (R)",931,Terry R. McAuliffe (D),Terry R. McAuliffe (D),309,0.331901,Robert C. Sarvis (L),Robert C. Sarvis (L),49,0.052632,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",440,0.47261
178,805,FAIRFAX STATION,Fairfax,2014-10-17T08:37:06.648Z,stulad,805,FAIRFAX STATION,Fairfax County,"Ken T. Cuccinelli, II (R)",942,Terry R. McAuliffe (D),Terry R. McAuliffe (D),361,0.383227,Robert C. Sarvis (L),Robert C. Sarvis (L),49,0.052017,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",401,0.42569
179,815,WOODYARD,Fairfax,2014-10-17T08:37:06.648Z,stulad,815,WOODYARD,Fairfax County,"Ken T. Cuccinelli, II (R)",1465,Terry R. McAuliffe (D),Terry R. McAuliffe (D),559,0.38157,Robert C. Sarvis (L),Robert C. Sarvis (L),71,0.048464,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",647,0.441638
180,406,HAYFIELD,Fairfax,2014-10-17T08:37:06.648Z,stulad,406,HAYFIELD,Fairfax County,Terry R. McAuliffe (D),1292,Terry R. McAuliffe (D),Terry R. McAuliffe (D),572,0.442724,Robert C. Sarvis (L),Robert C. Sarvis (L),74,0.057276,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",544,0.421053
181,404,FRANCONIA,Fairfax,2014-10-17T08:37:06.648Z,stulad,404,FRANCONIA,Fairfax County,Terry R. McAuliffe (D),1382,Terry R. McAuliffe (D),Terry R. McAuliffe (D),776,0.561505,Robert C. Sarvis (L),Robert C. Sarvis (L),66,0.047757,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",405,0.293054
182,422,VAN DORN,Fairfax,2014-10-17T08:37:06.648Z,stulad,422,VAN DORN,Fairfax County,Terry R. McAuliffe (D),1442,Terry R. McAuliffe (D),Terry R. McAuliffe (D),827,0.573509,Robert C. Sarvis (L),Robert C. Sarvis (L),59,0.040915,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",398,0.276006
183,844,CENTERPOINTE,Fairfax,2014-10-17T08:37:06.648Z,stulad,844,CENTERPOINTE,Fairfax County,Terry R. McAuliffe (D),923,Terry R. McAuliffe (D),Terry R. McAuliffe (D),520,0.56338,Robert C. Sarvis (L),Robert C. Sarvis (L),35,0.03792,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",293,0.317443
184,850,SOUTH RUN,Fairfax,2014-10-17T08:37:06.648Z,stulad,850,SOUTH RUN,Fairfax County,"Ken T. Cuccinelli, II (R)",1656,Terry R. McAuliffe (D),Terry R. McAuliffe (D),704,0.425121,Robert C. Sarvis (L),Robert C. Sarvis (L),72,0.043478,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",724,0.437198
185,839,SILVERBROOK,Fairfax,2014-10-17T08:37:06.648Z,stulad,839,SILVERBROOK,Fairfax County,Terry R. McAuliffe (D),1868,Terry R. McAuliffe (D),Terry R. McAuliffe (D),790,0.422912,Robert C. Sarvis (L),Robert C. Sarvis (L),90,0.04818,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",782,0.41863
186,806,SYDENSTRICKER,Fairfax,2014-10-17T08:37:06.648Z,stulad,806,SYDENSTRICKER,Fairfax County,Terry R. McAuliffe (D),1620,Terry R. McAuliffe (D),Terry R. McAuliffe (D),749,0.462346,Robert C. Sarvis (L),Robert C. Sarvis (L),73,0.045062,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",656,0.404938
187,807,HUNT VALLEY,Fairfax,2014-10-17T08:37:06.648Z,stulad,807,HUNT VALLEY,Fairfax County,Terry R. McAuliffe (D),1191,Terry R. McAuliffe (D),Terry R. McAuliffe (D),526,0.441646,Robert C. Sarvis (L),Robert C. Sarvis (L),48,0.040302,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",467,0.392107
188,811,POHICK,Fairfax,2014-10-17T08:37:06.648Z,stulad,811,POHICK,Fairfax County,Terry R. McAuliffe (D),911,Terry R. McAuliffe (D),Terry R. McAuliffe (D),500,0.548847,Robert C. Sarvis (L),Robert C. Sarvis (L),49,0.053787,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",295,0.32382
189,803,CLIFTON,Fairfax,2014-10-17T08:37:06.648Z,stulad,803,CLIFTON,Fairfax County,"Ken T. Cuccinelli, II (R)",2303,Terry R. McAuliffe (D),Terry R. McAuliffe (D),761,0.330439,Robert C. Sarvis (L),Robert C. Sarvis (L),102,0.04429,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",1069,0.464177
190,108,KINGS PARK,Fairfax,2014-10-17T08:37:06.648Z,stulad,108,KINGS PARK,Fairfax County,Terry R. McAuliffe (D),1296,Terry R. McAuliffe (D),Terry R. McAuliffe (D),639,0.493056,Robert C. Sarvis (L),Robert C. Sarvis (L),54,0.041667,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",495,0.381944
191,133,DANBURY,Fairfax,2014-10-17T08:37:06.648Z,stulad,133,DANBURY,Fairfax County,Terry R. McAuliffe (D),348,Terry R. McAuliffe (D),Terry R. McAuliffe (D),192,0.551724,Robert C. Sarvis (L),Robert C. Sarvis (L),16,0.045977,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",109,0.313218
192,118,LAKE BRADDOCK,Fairfax,2014-10-17T08:37:06.648Z,stulad,118,LAKE BRADDOCK,Fairfax County,Terry R. McAuliffe (D),1763,Terry R. McAuliffe (D),Terry R. McAuliffe (D),951,0.539421,Robert C. Sarvis (L),Robert C. Sarvis (L),86,0.04878,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",552,0.313103
193,731,TYSONS,Fairfax,2014-10-17T08:37:06.648Z,stulad,731,TYSONS,Fairfax County,Terry R. McAuliffe (D),995,Terry R. McAuliffe (D),Terry R. McAuliffe (D),526,0.528643,Robert C. Sarvis (L),Robert C. Sarvis (L),38,0.038191,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",309,0.310553
194,627,WOODLAWN,Fairfax,2014-10-17T08:37:06.648Z,stulad,627,WOODLAWN,Fairfax County,Terry R. McAuliffe (D),1211,Terry R. McAuliffe (D),Terry R. McAuliffe (D),821,0.677952,Robert C. Sarvis (L),Robert C. Sarvis (L),32,0.026424,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",294,0.242775
195,113,CANTERBURY,Fairfax,2014-10-17T08:37:06.648Z,stulad,113,CANTERBURY,Fairfax County,Terry R. McAuliffe (D),2366,Terry R. McAuliffe (D),Terry R. McAuliffe (D),1173,0.495773,Robert C. Sarvis (L),Robert C. Sarvis (L),115,0.048605,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",814,0.344041
196,117,WOODSON,Fairfax,2014-10-17T08:37:06.648Z,stulad,117,WOODSON,Fairfax County,Terry R. McAuliffe (D),1462,Terry R. McAuliffe (D),Terry R. McAuliffe (D),701,0.47948,Robert C. Sarvis (L),Robert C. Sarvis (L),58,0.039672,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",546,0.373461
197,202,FLINT HILL,Fairfax,2014-10-17T08:37:06.648Z,stulad,202,FLINT HILL,Fairfax County,Terry R. McAuliffe (D),1750,Terry R. McAuliffe (D),Terry R. McAuliffe (D),829,0.473714,Robert C. Sarvis (L),Robert C. Sarvis (L),76,0.043429,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",650,0.371429
198,204,MADISON,Fairfax,2014-10-17T08:37:06.648Z,stulad,204,MADISON,Fairfax County,Terry R. McAuliffe (D),398,Terry R. McAuliffe (D),Terry R. McAuliffe (D),232,0.582915,Robert C. Sarvis (L),Robert C. Sarvis (L),16,0.040201,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",112,0.281407
199,933,COMPTON,Fairfax,2014-10-17T08:37:06.648Z,stulad,933,COMPTON,Fairfax County,Terry R. McAuliffe (D),293,Terry R. McAuliffe (D),Terry R. McAuliffe (D),139,0.474403,Robert C. Sarvis (L),Robert C. Sarvis (L),16,0.054608,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",119,0.406143
200,917,STONE NORTH,Fairfax,2014-10-17T08:37:06.648Z,stulad,917,STONE NORTH,Fairfax County,Terry R. McAuliffe (D),865,Terry R. McAuliffe (D),Terry R. McAuliffe (D),407,0.47052,Robert C. Sarvis (L),Robert C. Sarvis (L),55,0.063584,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",319,0.368786
201,932,STONE SOUTH,Fairfax,2014-10-17T08:37:06.648Z,stulad,932,STONE SOUTH,Fairfax County,Terry R. McAuliffe (D),558,Terry R. McAuliffe (D),Terry R. McAuliffe (D),296,0.530466,Robert C. Sarvis (L),Robert C. Sarvis (L),28,0.050179,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",197,0.353047
202,910,LONDON TOWNE #1,Fairfax,2014-10-17T08:37:06.648Z,stulad,910,LONDON TOWNE #1,Fairfax County,Terry R. McAuliffe (D),1314,Terry R. McAuliffe (D),Terry R. McAuliffe (D),732,0.557078,Robert C. Sarvis (L),Robert C. Sarvis (L),64,0.048706,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",413,0.314307
203,924,LONDON TOWNE #2,Fairfax,2014-10-17T08:37:06.648Z,stulad,924,LONDON TOWNE #2,Fairfax County,Terry R. McAuliffe (D),217,Terry R. McAuliffe (D),Terry R. McAuliffe (D),150,0.691244,Robert C. Sarvis (L),Robert C. Sarvis (L),6,0.02765,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",47,0.21659
204,929,DIFFICULT RUN,Fairfax,2014-10-17T08:37:06.648Z,stulad,929,DIFFICULT RUN,Fairfax County,"Ken T. Cuccinelli, II (R)",402,Terry R. McAuliffe (D),Terry R. McAuliffe (D),156,0.38806,Robert C. Sarvis (L),Robert C. Sarvis (L),17,0.042289,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",170,0.422886
205,914,VALE,Fairfax,2014-10-17T08:37:06.648Z,stulad,914,VALE,Fairfax County,Terry R. McAuliffe (D),1296,Terry R. McAuliffe (D),Terry R. McAuliffe (D),563,0.434414,Robert C. Sarvis (L),Robert C. Sarvis (L),88,0.067901,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",476,0.367284
206,916,WAPLES MILL,Fairfax,2014-10-17T08:37:06.648Z,stulad,916,WAPLES MILL,Fairfax County,Terry R. McAuliffe (D),2475,Terry R. McAuliffe (D),Terry R. McAuliffe (D),1130,0.456566,Robert C. Sarvis (L),Robert C. Sarvis (L),114,0.046061,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",972,0.392727
207,908,KINROSS EAST,Fairfax,2014-10-17T08:37:06.648Z,stulad,908,KINROSS EAST,Fairfax County,Terry R. McAuliffe (D),1249,Terry R. McAuliffe (D),Terry R. McAuliffe (D),583,0.466773,Robert C. Sarvis (L),Robert C. Sarvis (L),57,0.045637,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",483,0.386709
208,909,KINROSS WEST,Fairfax,2014-10-17T08:37:06.648Z,stulad,909,KINROSS WEST,Fairfax County,Terry R. McAuliffe (D),1178,Terry R. McAuliffe (D),Terry R. McAuliffe (D),564,0.478778,Robert C. Sarvis (L),Robert C. Sarvis (L),67,0.056876,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",444,0.37691
209,905,FRANKLIN,Fairfax,2014-10-17T08:37:06.648Z,stulad,905,FRANKLIN,Fairfax County,Terry R. McAuliffe (D),522,Terry R. McAuliffe (D),Terry R. McAuliffe (D),244,0.467433,Robert C. Sarvis (L),Robert C. Sarvis (L),31,0.059387,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",196,0.375479
210,927,LEES CORNER #1,Fairfax,2014-10-17T08:37:06.648Z,stulad,927,LEES CORNER #1,Fairfax County,Terry R. McAuliffe (D),795,Terry R. McAuliffe (D),Terry R. McAuliffe (D),409,0.514465,Robert C. Sarvis (L),Robert C. Sarvis (L),47,0.059119,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",274,0.344654
211,930,LEES CORNER #2,Fairfax,2014-10-17T08:37:06.648Z,stulad,930,LEES CORNER #2,Fairfax County,Terry R. McAuliffe (D),1107,Terry R. McAuliffe (D),Terry R. McAuliffe (D),511,0.461608,Robert C. Sarvis (L),Robert C. Sarvis (L),69,0.062331,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",419,0.3785
212,920,CHANTILLY,Fairfax,2014-10-17T08:37:06.648Z,stulad,920,CHANTILLY,Fairfax County,Terry R. McAuliffe (D),1179,Terry R. McAuliffe (D),Terry R. McAuliffe (D),603,0.51145,Robert C. Sarvis (L),Robert C. Sarvis (L),48,0.040712,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",428,0.36302
213,931,CARSON,Fairfax,2014-10-17T08:37:06.648Z,stulad,931,CARSON,Fairfax County,Terry R. McAuliffe (D),908,Terry R. McAuliffe (D),Terry R. McAuliffe (D),472,0.519824,Robert C. Sarvis (L),Robert C. Sarvis (L),45,0.049559,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",307,0.338106
214,613,WESTGATE,Fairfax,2014-10-17T08:37:06.648Z,stulad,613,WESTGATE,Fairfax County,"Ken T. Cuccinelli, II (R)",1965,Terry R. McAuliffe (D),Terry R. McAuliffe (D),710,0.361323,Robert C. Sarvis (L),Robert C. Sarvis (L),108,0.054962,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",877,0.44631
215,616,GUNSTON,Fairfax,2014-10-17T08:37:06.648Z,stulad,616,GUNSTON,Fairfax County,"Ken T. Cuccinelli, II (R)",1130,Terry R. McAuliffe (D),Terry R. McAuliffe (D),507,0.448673,Robert C. Sarvis (L),Robert C. Sarvis (L),47,0.041593,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",514,0.454867
216,605,FORT HUNT,Fairfax,2014-10-17T08:37:06.648Z,stulad,605,FORT HUNT,Fairfax County,Terry R. McAuliffe (D),1411,Terry R. McAuliffe (D),Terry R. McAuliffe (D),659,0.467045,Robert C. Sarvis (L),Robert C. Sarvis (L),59,0.041814,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",531,0.376329
217,611,STRATFORD,Fairfax,2014-10-17T08:37:06.648Z,stulad,611,STRATFORD,Fairfax County,Terry R. McAuliffe (D),1813,Terry R. McAuliffe (D),Terry R. McAuliffe (D),882,0.486486,Robert C. Sarvis (L),Robert C. Sarvis (L),104,0.057363,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",596,0.328737
218,614,RIVERSIDE,Fairfax,2014-10-17T08:37:06.648Z,stulad,614,RIVERSIDE,Fairfax County,Terry R. McAuliffe (D),1209,Terry R. McAuliffe (D),Terry R. McAuliffe (D),532,0.440033,Robert C. Sarvis (L),Robert C. Sarvis (L),65,0.053763,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",486,0.401985
219,602,BELLEVIEW,Fairfax,2014-10-17T08:37:06.648Z,stulad,602,BELLEVIEW,Fairfax County,Terry R. McAuliffe (D),1181,Terry R. McAuliffe (D),Terry R. McAuliffe (D),674,0.570703,Robert C. Sarvis (L),Robert C. Sarvis (L),67,0.056732,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",342,0.289585
220,601,BELLE HAVEN,Fairfax,2014-10-17T08:37:06.648Z,stulad,601,BELLE HAVEN,Fairfax County,Terry R. McAuliffe (D),1130,Terry R. McAuliffe (D),Terry R. McAuliffe (D),540,0.477876,Robert C. Sarvis (L),Robert C. Sarvis (L),53,0.046903,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",408,0.361062
221,621,GROSVENOR,Fairfax,2014-10-17T08:37:06.648Z,stulad,621,GROSVENOR,Fairfax County,Terry R. McAuliffe (D),794,Terry R. McAuliffe (D),Terry R. McAuliffe (D),506,0.63728,Robert C. Sarvis (L),Robert C. Sarvis (L),42,0.052897,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",199,0.25063
