OBJECTID,CE_PLAT_NUM,CE_CHAIN_ID,CE_RIGHT_FROM,CE_LEFT_FROM,CE_RIGHT_TO,CE_LEFT_TO,CE_RF_SUB,CE_LF_SUB,CE_RT_SUB,CE_LT_SUB,CE_C_STAT,CE_LOUD_ID,CE_UPD_DATE,ST_CHAIN_ID,ST_FROM,ST_TO,ST_STR_NAME,ST_DIR_SUF,ST_STR_TYPE,ST_DIR_PREF,ST_PO,ST_SUBDV,ST_CDATE,ST_SUBDV_SEC,ST_JURIS,ST_STR_DIR,ST_RTNO
184455,2002-0307,2993,39951,39950,39975,39974,0,0,0,0, ,14622,2014-02-11T00:00:00.000Z,2993,JAMES MONROE HWY,LIGHTRIDGE FARM RD,BRADDOCK, ,RD, ,ALDIE, ,1993-10-13T00:00:00.000Z, ,COUNTY,WE,705
185571, ,2511,0,45020,0,45098,0,0,0,0, ,11140,2006-05-10T00:00:00.000Z,2511,HARRY BYRD HWY,RESEARCH PL,GEORGE WASHINGTON, ,BLVD, ,ASHBURN,UNIVERSITY CENTER,1994-07-26T00:00:00.000Z,1,COUNTY,WE,1050
184456,2007-0282,1122,44587,0,44675,0,0,0,0,0,3,19733,2009-12-02T00:00:00.000Z,1122,RICHFIELD WY,ENDS,RUSSELL BRANCH, ,PKWY, ,ASHBURN,LOUDOUN SQUARE,1997-01-06T00:00:00.000Z, ,COUNTY,WE,1061
185572,2005-0262,6840,25191,25190,25199,25198,0,0,0,0, ,17326,2006-05-10T00:00:00.000Z,6840,PELICAN DR,END,ULYSSES, ,ST, ,CHANTILLY,SOUTH RIDING,2006-03-30T00:00:00.000Z,86-87,COUNTY,NS,PAE-U
185573,2005-0259,5875,42401,42400,42403,42402,0,0,0,0, ,16969,,5875,FAIRBANKS PL,END,UNICORN, ,DR, ,CHANTILLY,SOUTH RIDING,2013-02-26T00:00:00.000Z,77,COUNTY,WE,3150
184457,1999-0187,4565,21311,21310,21343,21342,0,0,0,0, ,7157,,4565,VESTALS GAP DR,END,MEADOW FIELD, ,CT, ,ASHBURN,BROADLANDS,2008-12-12T00:00:00.000Z,40-1B,COUNTY,NS,2351
183751,2001-0010,4908,43399,43398,43425,43424,0,0,0,0, ,9421,,4908,MILL DAM PL,RIDGEBACK CT,RIVERPOINT, ,DR, ,LEESBURG,LANSDOWNE,2006-10-27T00:00:00.000Z, ,COUNTY,WE,2410
184458, ,2985,41915,41914,42099,42098,0,0,0,0,1,514,,2985,JAMES MONROE HWY,END,SADDLEBROOK, ,PL, ,LEESBURG,SADDLEBROOK,2009-09-03T00:00:00.000Z,1,COUNTY,WE,1183
185574,2005-0284,5875,42421,42420,42441,42440,0,0,0,0, ,16972,2006-05-10T00:00:00.000Z,5875,FAIRBANKS PL,END,UNICORN, ,DR, ,CHANTILLY,SOUTH RIDING,2013-02-26T00:00:00.000Z,77,COUNTY,WE,3150
184459,1997-0044,4000,42233,42232,42493,42492,0,0,0,0,1,6097,2011-10-12T00:00:00.000Z,4000,TWIN MAPLE LA,END,GREEN MEADOW, ,LA, ,LEESBURG,BIG SPRING FARM,1999-07-07T00:00:00.000Z, ,COUNTY,WE,PAE-R
185575,2005-0285,5875,42405,42404,42411,42410,0,0,0,0, ,16970,2006-05-10T00:00:00.000Z,5875,FAIRBANKS PL,END,UNICORN, ,DR, ,CHANTILLY,SOUTH RIDING,2013-02-26T00:00:00.000Z,77,COUNTY,WE,3150
185576,2005-0285,5875,42413,42412,42419,42418,0,0,0,0, ,16971,2006-05-10T00:00:00.000Z,5875,FAIRBANKS PL,END,UNICORN, ,DR, ,CHANTILLY,SOUTH RIDING,2013-02-26T00:00:00.000Z,77,COUNTY,WE,3150
185577,2005-0259,6840,25161,25160,25169,25168,0,0,0,0, ,17327,,6840,PELICAN DR,END,ULYSSES, ,ST, ,CHANTILLY,SOUTH RIDING,2006-03-30T00:00:00.000Z,86-87,COUNTY,NS,PAE-U
184460, ,2985,42101,42100,42149,42148,0,0,0,0,1,6919,,2985,JAMES MONROE HWY,END,SADDLEBROOK, ,PL, ,LEESBURG,SADDLEBROOK,2009-09-03T00:00:00.000Z,1,COUNTY,WE,1183
185578,2001-0490,5196,0,0,0,0,0,0,0,0, ,13494,,5196,VILLAGE GREEN DR,SYLVAN BLUFF DR,FLEUR, ,DR, ,LEESBURG,ELYSIAN HEIGHTS,2013-08-01T00:00:00.000Z,1,COUNTY,WE,3355
184461, ,3099,41987,41986,42025,42024,0,0,0,0,1,7487,,3099,JAMES MONROE HWY,END,RASPBERRY, ,DR, ,LEESBURG,PLAINS OF RASPBERRY,2002-03-18T00:00:00.000Z, ,COUNTY,WE,1170
185579, ,3880,25993,25992,26009,26008,0,0,0,0,1,5795,2007-05-08T00:00:00.000Z,3880,RACHEL HILL DR,END,GLASGOW, ,DR, ,CHANTILLY,SOUTH RIDING,2003-11-21T00:00:00.000Z,11-16,COUNTY,NS,2232
183752,2000-0309,4810,19173,19172,19205,19204,0,0,0,0, ,9763,,4810,RIVERSIDE PKWY,COTON COMMONS DR,COTON MANOR, ,DR, ,LEESBURG,COTON COMMONS,2010-01-22T00:00:00.000Z,1A,COUNTY,NS,2762
184462, ,3477,41853,41852,41925,41924,0,0,0,0,3,7488,,3477,RASPBERRY DR,RASPBERRY DR,CRANBERRY, ,LA, ,LEESBURG,PLAINS OF RASPBERRY,1999-07-08T00:00:00.000Z, ,COUNTY,WE,PAE-R
185580,2001-0490,5190,13579,13578,13583,13582,0,0,0,0, ,13497,,5190,EAGLES REST DR,ALEX ST,VILLAGE GREEN, ,DR, ,LEESBURG,ELYSIAN HEIGHTS,2013-08-01T00:00:00.000Z,1,COUNTY,NS,3351
184463, ,6010,0,0,0,0,0,0,0,0,1,16054,2010-06-14T00:00:00.000Z,6010,EB RUDDER RD,WB DULLES ACCESS RD, ,TO,RAMP,EN, , ,2010-06-16T00:00:00.000Z, , , , 
185581,2001-0490,5190,13585,13584,13599,13598,0,0,0,0, ,13498,,5190,EAGLES REST DR,ALEX ST,VILLAGE GREEN, ,DR, ,LEESBURG,ELYSIAN HEIGHTS,2013-08-01T00:00:00.000Z,1,COUNTY,NS,3351
183753,2004-0035,6122,25331,25330,25347,25346,0,0,0,0, ,16811,,6122,PROUD TE,END,CURIOSITY, ,SQ, ,ALDIE,KIRKPATRICK FARMS,2005-12-19T00:00:00.000Z,D-1,COUNTY,NS,PAE-U
185582,2005-0259,6872,25165,25164,25213,25212,0,0,0,0, ,17571,,6872,ULYSSES ST,UNICORN DR,EISENHOWER, ,DR, ,CHANTILLY,SOUTH RIDING,2006-05-10T00:00:00.000Z,87,COUNTY,NS,PAE-U
183754, ,4036,0,0,0,0,0,0,0,0,1,6314,2011-05-19T00:00:00.000Z,4036,CANDLEWICK SQ,RIVERSIDE PKWY,WHITEHORN, ,TE, ,LEESBURG,POTOMAC STATION,1998-06-17T00:00:00.000Z,4,COUNTY,NS,PAE-U
184464,2005-0089,5894,0,0,0,0,401,400,407,406, ,15530,2006-02-13T00:00:00.000Z,5894,DEVONSHIRE CIR,END,AUTUMN CHASE, ,CT, ,PURCELLVILLE,HIRST FARM,2003-11-18T00:00:00.000Z,2B,PURCELLVILLE,WE,PAE-U
185583, ,1069,15931,15930,15971,15970,0,0,0,0,1,435,,1069,GAVER MILL RD,HILLSBORO RD,ASHBURY CHURCH, ,RD, ,PURCELLVILLE, ,1998-08-03T00:00:00.000Z, ,COUNTY,NS,718
183755,2001-0542,5318,43717,43716,43741,43740,0,0,0,0, ,10301,,5318,CHARTIER DR,END,COLLETT MILL, ,CT, ,LEESBURG,LANSDOWNE,2007-11-01T00:00:00.000Z,8,COUNTY,WE,2416
184465,2002-0353,5894,0,0,0,0,409,408,445,428, ,15921,2006-02-13T00:00:00.000Z,5894,DEVONSHIRE CIR,END,AUTUMN CHASE, ,CT, ,PURCELLVILLE,HIRST FARM,2003-11-18T00:00:00.000Z,2B,PURCELLVILLE,WE,PAE-U
185584, ,1356,0,0,0,0,101,102,111,112,1,1178,,1356,WEST MARKET ST,SOUTH ST SW,WIRT,SW,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,NS,PAE-U
185585,2005-0251,6871,43261,43260,43337,43336,0,0,0,0, ,17562,,6871,MOOREVIEW PKWY,END,STONEGARDEN, ,TE, ,ASHBURN,AMBERLEIGH,2006-05-09T00:00:00.000Z, ,COUNTY,WE,PAE-U
185586,2005-0280,6911,0,0,0,0,0,0,0,0, ,17812,,6911,NEWTON PASS SQ,POPES CREEK SQ,PEERS, ,SQ, ,LEESBURG,LANSDOWNE TOWN CENTER,2006-08-11T00:00:00.000Z,E4,COUNTY,WE,PAE-U
183756,2001-0001,5338,19131,19130,19157,19156,0,0,0,0, ,10401,,5338,RIVERSIDE PKWY,COTON COMMONS DR,COTON RESERVE, ,DR, ,LEESBURG,COTON COMMONS,2010-01-22T00:00:00.000Z,1B,COUNTY,NS,2764
185587,2001-0490,5195,13601,13600,13603,13602,0,0,0,0, ,13505,,5195,VILLAGE GREEN DR,SAINT CLAIR LA,SYLVAN BLUFF, ,DR, ,LEESBURG,ELYSIAN HEIGHTS,2013-08-01T00:00:00.000Z,1,COUNTY,NS,3352
185588,2001-0047,4708,0,0,0,0,0,0,0,0, ,10997,2006-05-01T00:00:00.000Z,4708,RUSSELL BRANCH PKWY,STUBBLE RD,TOURNAMENT, ,PKWY, ,ASHBURN,BELMONT,2002-04-17T00:00:00.000Z, ,COUNTY,WE,PAE-U
183757, ,885,0,45460,0,45510,0,0,0,0,1,16386,2005-10-04T00:00:00.000Z,885,JOHN MOSBY HWY,FAIRFAX COUNTY,OLD OX, ,RD, ,COUNTY, ,1992-09-22T00:00:00.000Z, ,COUNTY,WE,606
185589,2005-0433,6850,43401,43400,43425,43424,0,0,0,0, ,17434,,6850,MEADOW VALLEY TE,END,MADISON RENEE, ,TE, ,ASHBURN,RIDGES AT BELMONT CC,2006-04-11T00:00:00.000Z,P,COUNTY,WE,PAE-U
185590, ,4162,25823,25822,25833,25832,0,0,0,0,1,6243,2007-05-08T00:00:00.000Z,4162,EDGEWATER ST,OCALA CIR,FLINTONBRIDGE, ,DR, ,CHANTILLY,SOUTH RIDING,2003-12-17T00:00:00.000Z, ,COUNTY,NS,2238
184466,2002-0166,5593,24681,24680,24719,24718,0,0,0,0, ,11689,2006-02-13T00:00:00.000Z,5593,MILLSTREAM DR,TALL CEDARS PKWY,KINGS CANYON, ,SQ, ,ALDIE,STONE RIDGE,2004-03-19T00:00:00.000Z,2/3,COUNTY,NS,PAE-U
183758, ,4111,0,0,0,0,0,0,0,0,1,6023,,4111,TIMBER TRAIL SQ,BLUEMONT JUNCTION SQ,TRAILSIDE, ,SQ, ,STERLING,TRAILSIDE,2001-07-17T00:00:00.000Z,1B,COUNTY,NS,PAE-U
183759, ,885,0,45512,0,45564,0,0,0,0,1,16388,2008-01-30T00:00:00.000Z,885,JOHN MOSBY HWY,FAIRFAX COUNTY,OLD OX, ,RD, ,COUNTY, ,1992-09-22T00:00:00.000Z, ,COUNTY,WE,606
184467, ,3539,43207,0,43275,0,0,0,0,0, ,13797,2006-02-13T00:00:00.000Z,3539,NORTHSTAR BLVD,JOHN MOSBY HWY,TALL CEDARS, ,PKWY, ,CHANTILLY,SOUTH RIDING,2014-01-28T00:00:00.000Z, ,COUNTY,WE,2200
185591, ,4165,43553,43552,43571,43570,0,0,0,0,1,6245,2007-05-08T00:00:00.000Z,4165,EDGEWATER ST,FLINTONBRIDGE DR,FIELDSMAN, ,LA, ,CHANTILLY,SOUTH RIDING,2001-05-23T00:00:00.000Z,23,COUNTY,WE,PAE-U
183760, ,6615,0,0,0,0,0,0,0,0, ,16394,,6615,WB OLD OX RD,NB SULLY RD, ,TO,RAMP,EN, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
184468, ,3539,0,43206,0,43274,0,0,0,0, ,13799,2006-02-13T00:00:00.000Z,3539,NORTHSTAR BLVD,JOHN MOSBY HWY,TALL CEDARS, ,PKWY, ,CHANTILLY,SOUTH RIDING,2014-01-28T00:00:00.000Z, ,COUNTY,WE,2200
185592,2003-0060,1587,0,20324,0,20372,0,0,0,0,1,17423,2012-04-18T00:00:00.000Z,1587,HAY RD,WAXPOOL RD,CLAIBORNE, ,PKWY, ,ASHBURN, ,1998-08-04T00:00:00.000Z, ,COUNTY,NS,901
183761, ,4106,45439,45438,45447,45446,0,0,0,0,3,6021,,4106,TRAILSIDE SQ,ENDS,TIMBER TRAIL, ,SQ, ,STERLING,TRAILSIDE,2001-07-17T00:00:00.000Z,1B,COUNTY,WE,PAE-U
185593,2003-0060,1587,20325,0,20373,0,0,0,0,0,1,17424,2012-04-18T00:00:00.000Z,1587,HAY RD,WAXPOOL RD,CLAIBORNE, ,PKWY, ,ASHBURN, ,1998-08-04T00:00:00.000Z, ,COUNTY,NS,901
184469, ,3689,43161,43160,43169,43168,0,0,0,0,1,7170,,3689,WELBY TE,END,IVYWOOD, ,TE, ,ASHBURN,BROADLANDS,2003-02-13T00:00:00.000Z,8,COUNTY,WE,PAE-U
183762, ,6616,0,0,0,0,0,0,0,0, ,16395,,6616,WB OLD OX RD,NB SULLY RD, ,FR,RAMP,EN, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
185594, ,396,19481,19480,19719,19718,0,0,0,0,1,1746,,396,MASONS LA SE,OLD OX RD,EVERGREEN MILLS, ,RD, ,COUNTY, ,2001-09-20T00:00:00.000Z, ,COUNTY,NS,621
184470, ,3129,21549,21548,21565,21564,0,0,0,0,1,7171,,3129,DEMOTT DR,DEMOTT DR,WELBY, ,TE, ,ASHBURN,BROADLANDS,2003-02-13T00:00:00.000Z,8,COUNTY,WE,PAE-U
183763,2001-0353,5252,19149,19148,19157,19156,0,0,0,0, ,10478,,5252,LEES MILL SQ,COMMONWEALTH TE,ROCKY CREST, ,TE, ,LEESBURG,LANSDOWNE,2004-03-24T00:00:00.000Z,12/13,COUNTY,NS,PAE-U
185595,2003-0081,5786,0,17544,0,17564,0,0,0,0,1,14535,2014-03-27T00:00:00.000Z,5786,E LOUDOUN ST,TEMP END,MARBURY, ,ST, ,ROUND HILL,ROUND HILL LAKEPOINT,2003-08-06T00:00:00.000Z, ,COUNTY,NS,1396
184471,2004-0284,1103,24757,24756,24829,24828,0,0,0,0, ,15551,2006-02-13T00:00:00.000Z,1103,JOHN MOSBY HWY,END,PINEBROOK, ,RD, ,CHANTILLY, ,1993-04-08T00:00:00.000Z, ,COUNTY,NS,827
183764, ,4106,45451,45450,45459,45458,0,0,0,0,3,6020,,4106,TRAILSIDE SQ,ENDS,TIMBER TRAIL, ,SQ, ,STERLING,TRAILSIDE,2001-07-17T00:00:00.000Z,1B,COUNTY,WE,PAE-U
185596, ,6533,0,0,0,0,0,0,0,0, ,16122,,6533,FRANCISCO TE,END,HOKIE, ,AL, ,CHANTILLY,SOUTH RIDING,2005-06-30T00:00:00.000Z,81-2,COUNTY,NS,PAE-U
183765, ,446,0,0,0,0,1102,1101,1118,1117,1,1494,,446,CLAGETT ST SW,END,FRANKLIN,SW,CT, ,LEESBURG,LEESBURG COUNTRY CLUB,1993-03-09T00:00:00.000Z, ,LEESBURG,WE,PAE-U
185597,2003-0081,6163,17505,17504,17535,17534,0,0,0,0,1,14538,2014-03-27T00:00:00.000Z,6163,WELLAND DR,WELLAND DR,LETHRIDGE, ,CIR, ,ROUND HILL,ROUND HILL LAKEPOINT,2010-03-05T00:00:00.000Z, ,COUNTY,NS,2861
184472,2000-0489,1122,0,44070,0,44128,0,0,0,0, ,13103,2006-12-06T00:00:00.000Z,1122,RICHFIELD WY,ENDS,RUSSELL BRANCH, ,PKWY, ,ASHBURN,LOUDOUN SQUARE,1997-01-06T00:00:00.000Z, ,COUNTY,WE,1061
183766, ,250,0,0,0,0,418,417,422,421,1,1495,,250,JANNEY ST SW,ENDS,CLAGETT,SW,ST, ,LEESBURG,LEESBURG COUNTRY CLUB,1993-03-09T00:00:00.000Z, ,LEESBURG,WE,PAE-U
183767, ,6617,0,0,0,0,0,0,0,0, ,16396,,6617,NB SULLY RD,WB OLD OX RD, ,TO,RAMP,EX, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
185598,2003-0081,6163,17573,17572,17579,17578,0,0,0,0, ,14540,,6163,WELLAND DR,WELLAND DR,LETHRIDGE, ,CIR, ,ROUND HILL,ROUND HILL LAKEPOINT,2010-03-05T00:00:00.000Z, ,COUNTY,NS,2861
183768, ,4244,42923,42922,42935,42934,0,0,0,0,1,6325,,4244,LONGHOUSE PL,END,PALLISER, ,CT, ,LEESBURG,POTOMAC STATION,2001-05-10T00:00:00.000Z,6EFG,COUNTY,WE,PAE-U
185599,2003-0081,6163,17537,17536,17547,17546,0,0,0,0, ,14541,,6163,WELLAND DR,WELLAND DR,LETHRIDGE, ,CIR, ,ROUND HILL,ROUND HILL LAKEPOINT,2010-03-05T00:00:00.000Z, ,COUNTY,NS,2861
184473, ,588,16883,16882,16943,16942,0,0,0,0,1,7174,,588,FREDERICK COUNTY MD.,PRINCE WILLIAM COUNTY,JAMES MONROE, ,HWY, ,COUNTY, ,1993-10-13T00:00:00.000Z, ,COUNTY,NS,15
183769,1998-0322,4722,0,0,0,0,101,100,149,148,1,7593,2007-11-09T00:00:00.000Z,4722, ,SYCOLIN RD SE,HOPE,SE,PKWY, ,LEESBURG,STRATFORD,2000-03-27T00:00:00.000Z,A-B,LEESBURG,WE,PAE-U
185600,2003-0081,6163,17549,17548,17571,17570,0,0,0,0, ,14542,,6163,WELLAND DR,WELLAND DR,LETHRIDGE, ,CIR, ,ROUND HILL,ROUND HILL LAKEPOINT,2010-03-05T00:00:00.000Z, ,COUNTY,NS,2861
184474, ,588,16737,16736,16881,16880,0,0,0,0,1,7175,,588,FREDERICK COUNTY MD.,PRINCE WILLIAM COUNTY,JAMES MONROE, ,HWY, ,COUNTY, ,1993-10-13T00:00:00.000Z, ,COUNTY,NS,15
185601,2003-0081,6168,0,0,0,0,0,0,0,0, ,14543,,6168,LETHRIDGE CIR,ENDS,COTTAGE PARK, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
184475, ,860,0,0,0,0,403,402,407,406,1,7176,,860,NORTH KING ST,MAYFAIR DR NE,NORTH,NE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
183770, ,6618,0,0,0,0,0,0,0,0, ,16397,,6618,NB SULLY RD,WB OLD OX RD, ,FR,RAMP,EX, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
185602,2003-0081,6168,0,0,0,0,0,0,0,0, ,14544,,6168,LETHRIDGE CIR,ENDS,COTTAGE PARK, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183771, ,735,0,0,0,0,900,901,918,919,1,5121,2006-01-19T00:00:00.000Z,735,SOUTH STERLING BLVD,CIRCLE DR,MAPLE, ,AV,E,STERLING,STERLING PARK,1999-10-26T00:00:00.000Z,3/4,COUNTY,WE,1417
185603,2003-0081,6168,0,0,0,0,0,0,0,0, ,14545,,6168,LETHRIDGE CIR,ENDS,COTTAGE PARK, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
184476, ,860,0,0,0,0,601,602,607,616,1,7177,,860,NORTH KING ST,MAYFAIR DR NE,NORTH,NE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
185604,2003-0081,6168,0,0,0,0,0,0,0,0, ,14546,,6168,LETHRIDGE CIR,ENDS,COTTAGE PARK, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183772,2001-0452,5315,19223,19222,19235,19234,0,0,0,0, ,10480,,5315,CREEK FIELD CIR,END,GOOSEVIEW, ,CT, ,LEESBURG,LANSDOWNE,2007-11-01T00:00:00.000Z,5,COUNTY,NS,2418
185605,2003-0081,6168,0,0,0,0,0,0,0,0, ,14547,,6168,LETHRIDGE CIR,ENDS,COTTAGE PARK, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183773, ,6611,0,0,0,0,0,0,0,0, ,16390,,6611,SB SULLY RD,WB OLD OX RD, ,TO,RAMP,EX, , ,2005-10-06T00:00:00.000Z, ,COUNTY, , 
185606,2003-0081,6169,0,0,0,0,0,0,0,0, ,14548,,6169,LETHRIDGE CIR,ENDS,RESERVE, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183774, ,3844,18835,18834,18843,18842,0,0,0,0,1,6330,2011-08-16T00:00:00.000Z,3844,RIVER CREEK PKWY,RIVER CREEK PKWY,POTOMAC STATION, ,DR, ,LEESBURG,POTOMAC STATION,2013-09-20T00:00:00.000Z, ,COUNTY,NS,3064
185607,2003-0081,6169,0,0,0,0,0,0,0,0, ,14549,,6169,LETHRIDGE CIR,ENDS,RESERVE, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
184477, ,762,0,0,0,0,102,101,136,135,1,7178,,762,EDWARDS FERRY RD NE,END,MAYFAIR,NE,DR, ,LEESBURG,MAYFAIR,1993-03-09T00:00:00.000Z, ,LEESBURG,NS,PAE-U
183775, ,2,0,0,0,0,153,152,449,424,1,9814,2007-01-26T00:00:00.000Z,2,EAST MAIN ST,EAST G ST,12TH, ,ST,S,PURCELLVILLE, ,1999-10-26T00:00:00.000Z, ,PURCELLVILLE,NS,T1608
184478, ,860,0,0,0,0,0,708,0,710,1,7179,,860,NORTH KING ST,MAYFAIR DR NE,NORTH,NE,ST, ,LEESBURG, ,1911-01-01T00:00:00.000Z, ,LEESBURG,WE,PAE-U
185608,2003-0081,6169,0,0,0,0,0,0,0,0, ,14550,,6169,LETHRIDGE CIR,ENDS,RESERVE, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
185609,2003-0081,6169,0,0,0,0,0,0,0,0, ,14551,,6169,LETHRIDGE CIR,ENDS,RESERVE, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183776,2005-0103,5624,22809,22808,22817,22816,0,0,0,0, ,16878,,5624,ZION CHAPEL DR,ZION CHAPEL DR,WATSON HEIGHTS, ,CIR, ,ASHBURN,LOUDOUN VALLEY ESTATES II,2013-04-04T00:00:00.000Z,1 ,COUNTY,NS,3089
184479, ,625,0,0,0,0,410,411,428,429,1,7180,2009-01-22T00:00:00.000Z,625,EAST MARKET ST,LEESBURG TOWN LIMITS,KING, ,ST,N,LEESBURG, ,1999-10-26T00:00:00.000Z, ,LEESBURG,NS,15
184480, ,625,0,0,0,0,500,501,548,549,1,7181,2009-01-22T00:00:00.000Z,625,EAST MARKET ST,LEESBURG TOWN LIMITS,KING, ,ST,N,LEESBURG, ,1999-10-26T00:00:00.000Z, ,LEESBURG,NS,15
185610,2003-0081,6169,0,0,0,0,0,0,0,0, ,14552,,6169,LETHRIDGE CIR,ENDS,RESERVE, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183777, ,745,0,0,0,0,12,13,20,39,4,2182,2006-01-19T00:00:00.000Z,745,SPOTSWOOD RD,END,MARIAN, ,CT, ,STERLING,COUNTRYSIDE,1911-01-01T00:00:00.000Z,T7A,COUNTY,WE,PAE-U
184481,2005-0424,5120,0,0,0,0,0,0,0,0,1,18555,2007-07-12T00:00:00.000Z,5120,MINERAL SPRINGS CIR,GUM SPRING RD,DESTINY, ,DR, ,ALDIE,KIRKPATRICK FARMS,2008-12-12T00:00:00.000Z,1,COUNTY,WE,1252
185611,2003-0081,6170,0,0,0,0,0,0,0,0, ,14556,,6170,MARBURY ST,END,WEYBURN, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,IVA,COUNTY,NS,PAE-U
184482,2005-0426,7107,41865,0,41869,0,0,0,0,0,2,18569,,7107,DESTINY DR,DIAMONDLEAF TE,MORELAND MINE, ,TE, ,ALDIE,STONE RIDGE,2007-07-11T00:00:00.000Z, ,COUNTY,WE,PAE-U
185612,2003-0081,6169,0,0,0,0,0,0,0,0, ,14558,,6169,LETHRIDGE CIR,ENDS,RESERVE, ,AL, ,ROUND HILL,ROUND HILL LAKE POINT,2004-06-17T00:00:00.000Z,4A,COUNTY,NS,PAE-U
183778,1996-0387,3932,44321,44320,44343,44342,0,0,0,0, ,6335,,3932,COLONIAL VILLAGE WY,ENDS,LORD FAIRFAX, ,PL, ,ASHBURN,CAMERON CHASE,2013-12-09T00:00:00.000Z,1/2,COUNTY,WE,2918
184483, ,2173,0,0,0,0,140,141,168,169,1,7184,2010-02-22T00:00:00.000Z,2173,MEADE DR SW,JAMES MONROE HWY,GREENWAY,SW,DR, ,LEESBURG,GREENWAY FARM,1993-10-20T00:00:00.000Z,1,LEESBURG,WE,PAE-U
185613, ,310,43251,43250,43399,43398,0,0,0,0,1,16561,2005-10-24T00:00:00.000Z,310,BELMONT RIDGE RD,VINEGAR HILL DR,CROSON, ,LA, ,ASHBURN, ,2010-04-28T00:00:00.000Z, ,COUNTY,WE,645
183779,2005-0103,6771,22837,22836,22849,22848,0,0,0,0, ,16885,,6771,HOYSVILLE MANOR DR,ZION CHAPEL DR,QUEENSBRIDGE, ,DR, ,ASHBURN,LOUDOUN VALLEY ESTATES II,2013-04-04T00:00:00.000Z,1 ,COUNTY,NS,3092
184484, ,588,20333,20332,20477,20476,0,0,0,0,1,7186,,588,FREDERICK COUNTY MD.,PRINCE WILLIAM COUNTY,JAMES MONROE, ,HWY, ,COUNTY, ,1993-10-13T00:00:00.000Z, ,COUNTY,NS,15
185614,2002-0423,5928,17515,17514,17545,17544,0,0,0,0, ,14559,,5928,TEDLER CIR,MARBURY ST,TEDLER, ,CIR, ,ROUND HILL,ROUND HILL LAKE POINT,2010-03-05T00:00:00.000Z, ,COUNTY,NS,2859
183780, ,2832,21475,21474,21497,21496,0,0,0,0, ,6337,,2832,SHELLHORN RD,END,PLYMOUTH, ,PL, ,ASHBURN,ASHBRIER,2004-09-13T00:00:00.000Z,2/3,COUNTY,NS,2371
185615, ,6533,0,0,0,0,0,0,0,0, ,16123,,6533,FRANCISCO TE,END,HOKIE, ,AL, ,CHANTILLY,SOUTH RIDING,2005-06-30T00:00:00.000Z,81-2,COUNTY,NS,PAE-U
184485, ,3099,41853,41852,41925,41924,0,0,0,0,1,7489,,3099,JAMES MONROE HWY,END,RASPBERRY, ,DR, ,LEESBURG,PLAINS OF RASPBERRY,2002-03-18T00:00:00.000Z, ,COUNTY,WE,1170
183781, ,2832,21419,21418,21455,21454,0,0,0,0, ,6338,,2832,SHELLHORN RD,END,PLYMOUTH, ,PL, ,ASHBURN,ASHBRIER,2004-09-13T00:00:00.000Z,2/3,COUNTY,NS,2371
185616,2002-0423,5928,17547,17546,17577,17576,0,0,0,0, ,14561,,5928,TEDLER CIR,MARBURY ST,TEDLER, ,CIR, ,ROUND HILL,ROUND HILL LAKE POINT,2010-03-05T00:00:00.000Z, ,COUNTY,NS,2859
184486, ,6011,0,0,0,0,0,0,0,0,1,16056,2010-06-14T00:00:00.000Z,6011,EB DULLES ACCESS RD RAMP,SB SULLY RD, ,TO,RAMP,EX, , ,2010-06-16T00:00:00.000Z, , , , 
