OBJECTID_12,BROOK,BROWN,RAINBOW,NRCS_HUC,UPSTR_QUAD,DNSTR_QUAD,REACHCODE,NAME,STREAMCODE,CLASS,TYPE,USGS_HUC
554,Y, , ,E11,Fletcher,Fletcher,08BUS-01,Bush Mountain Stream,08BUS,II, ,2080103
555,Y, , ,E14,Big Meadows,Old Rag Mtn,08CEA-01,Cedar Run,08CEA,I, ,2080103
556,Y,Y, ,E11,Fletcher,Fletcher,08CON-01,Conway River,08CON,I, ,2080103
557,Y, , ,E14,Big Meadows,Big Meadows,08DAR-01,Dark Hollow,08DAR,II, ,2080103
558,Y,Y, ,E11,Fletcher,Fletcher,08DEO-01,Devils Ditch,08DEO,I, ,2080103
559,Y, , ,E12,Fletcher,Stanardsville,08ENT-01,Entry Run,08ENT,III, ,2080103
560, , , , , , ,08ENT-01T,Entry Run,08ENT,III,tributary,2080103
561,Y, , ,E11,Fletcher,Fletcher,08GAR-01,Garth Run,08GAR,III, ,2080103
562,Y, , ,E03,Old Rag Mtn,Old Rag Mtn,08HAH-01,Hannah Run,08HAH,II, ,2080103
563,Y, , ,E04,Thornton Gap,Old Rag Mtn,08HAZ-01,Hazel River,08HAZ,II, ,2080103
564,Y, , ,E14,Big Meadows,Big Meadows,08HOG-01,Hogcamp Branch,08HOG,I, ,2080103
565,Y,Y, ,E03,Old Rag Mtn,Woodville,08HUE-01,Hughes River,08HUE,I, ,2080103
566,Y, , ,E01,Chester Gap,Chester Gap,08INA-01,Indian Run,08INA,III, ,2080103
567,Y, , ,E01,Chester Gap,Chester Gap,08JOR-01,Jordan River,08JOR,II, ,2080103
568,Y, , ,E11,Fletcher,Madison,08KIN-01,Kinsey Run,08KIN,III, ,2080103
569,Y, , ,E11,Fletcher,Fletcher,08LAU-01,Laurel Prong,08LAU,II, ,2080103
570,Y, , ,E11,Fletcher,Fletcher,08MPR-01,Mill Prong,08MPR,II, ,2080103
571,Y, , ,E14,Old Rag Mtn,Old Rag Mtn,08NIG-01,Negro Run,08NIG,II, ,2080103
572,Y, , ,E11,Fletcher,Fletcher,08POC-01,Pocosin Hollow,08POC,II, ,2080103
573,Y, , , ,Thornton Gap,Thornton Gap,08PIY-01,Piney River,08PIY,II, ,2080103
574,Y, , ,E03,Old Rag Mtn,Old Rag Mtn,08RAG-01,Ragged Run,08RAG,II, ,2080103
575,Y, , ,E11,Fletcher,Madison,08RAP-01,Rapidan River,08RAP,I, ,2080103
576,Y, , ,E14,Old Rag Mtn,Old Rag Mtn,08ROB-01,Robinson River,08ROB,I, ,2080103
577,Y,Y, ,E14,Big Meadows,Madison,08ROE-01,Rose River,08ROE,I, ,2080103
578,Y, , ,E05,Chester Gap,Washington,08RUS-01,Rush River,08RUS,IV, ,2080103
579,Y, , ,E04,Old Rag Mtn,Old Rag Mtn,08SAS-01,Sams Run,08SAS,II, ,2080103
580,Y, , ,E12,Swift Run Gap,Stanardsville,08SOT-01,South River,08SOT,II, ,2080103
581,Y, , ,E01,Chester Gap,Chester Gap,08SPP-01,Sprucepine Branch,08SPP,II, ,2080103
582,Y, , ,E14,Fletcher,Madison,08STH-01,Strother Run,08STH,II, ,2080103
583,Y, , ,E11,Fletcher,Madison,08STT-01,Staunton River,08STT,I, ,2080103
584,Y, , ,E05,Thornton Gap,Thornton Gap,08THO-01,Thorton River,08THO,II, ,2080103
585,Y, , ,E05,Thornton Gap,Thornton Gap,08THR-01,"Thorton River, NF",08THR,II, ,2080103
586,Y, , ,I29,West Augusta,West Augusta,10ALS-01,Als Run,10ALS,IV, ,2080202
587,Y, , ,I31,Nimrod Hall,Millboro,10ALU-02,Alum Creek,10ALU,II, ,2080202
588,Y,Y, ,I23,Jordan Mines,New Castle,10BAR-01,Barbours Creek,10BAR,II, ,2080201
589, , , , , , ,10BAR-01T,Barbours Creek,10BAR,II,tributary,2080201
590,Y, , ,I36,Montebello,Montebello,10BBC-01,Big Bend Creek,10BBC,IV, ,2080202
591,Y, , ,H02,Cornwall,Montebello,10BBR-01,Big Branch,10BBR,II, ,2080203
592,Y, , ,I09,Healing Springs,Healing Springs,10BEB-01,Bear Loop Branch,10BEB,II, ,2080201
593,Y, , ,I12,Deerfield,Mcdowell,10BES-01,Benson Run,10BES,IV, ,2080201
594,Y, , ,H02,Buena Vista,Buena Vista,10BFF-01,Bluff Creek,10BFF,II, ,2080203
595,Y, , ,I22,Strom,Strom,10BGN-01,Biggs Run,10BGN,III, ,2080201
596, , , , , , ,10BGN-01T,Biggs Run,10BGN,III,tributary,2080201
597,Y, , ,I14,Bath Alum,Bath Alum,10BHR-01,Bear Hole Run,10BHR,II, ,2080201
598,Y, , ,I02,Minnehaha Springs,Minnehaha Springs,10BIR-01,Big Run,10BIR,III, ,2080201
599, , , , , , ,10BIR-01T,Big Run,10BIR,III,tributary,2080201
600,Y, , ,I21,Paint Bank,Craig Springs,10BKB-01,Black Branch,10BKB,II, ,2080201
601,Y, , ,I32,Augusta Springs,Augusta Springs,10BKN-01,Black Run,10BKN,IV, ,2080202
602, , ,Y,I24,Buchanan,Buchanan,10BKR-01,Back Creek,10BKR,II, ,2080201
603,Y, , ,I28,Snowden,Snowden,10BLF-01,Belfast Creek,10BLF,II, ,2080201
604,Y, , ,I21,Waiteville,Waiteville,10BLL-01,Big Laurel Branch,10BLL,II, ,2080201
605,Y, , ,I02,Minnehaha Springs,Minnehaha Springs,10BLM-01,Big Lick Run,10BLM,II, ,2080201
606,Y, , ,I37,Glasgow,Glasgow,10BLV-01,Belle Cove Branch,10BLV,IV, ,2080202
607, , , , , , ,10BLV-01T,Belle Cove Branch,10BLV,IV,tributary,2080202
608,Y, , ,I12,Mcdowell,Deerfield,10BLX-01,"Benson Run, LP",10BLX,IV, ,2080201
609,Y, , ,I36,Montebello,Vesuvius,10BMC-01,Big Marys Creek,10BMC,II, ,2080202
610, , , , , , ,10BMC-01T,Big Marys Creek,10BMC,II,tributary,2080202
611,Y, , ,H02,Buena Vista,Buena Vista,10BMT-01,Brown Mountain Creek,10BMT,II, ,2080203
612,Y, , ,H02,Buena Vista,Buena Vista,10BNC-01,Browns Creek,10BNC,II, ,2080203
613,Y, , ,H11,Montebello,Forks of Buffalo,10BNF-01,"Buffalo Creek, NF",10BNF,II, ,2080203
614, , , , , , ,10BNF-01T,"Buffalo Creek, NF",10BNF,II,tributary,2080203
615,Y, , ,I37,Buena Vista,Glasgow,10BNK-01,"Bennetts Run, NF",10BNK,IV, ,2080202
616,Y, , ,I37,Glasgow,Glasgow,10BNR-01,Bennetts Run,10BNR,II, ,2080202
617,Y, , ,I14,Warm Springs,Warm Springs,10BNY-01,Barney Run,10BNY,II, ,2080201
618,Y, , ,I01,Burnsville,Burnsville,10BOL-01,Bolar Run,10BOL,II, ,2080201
619,Y, , ,I12,Mcdowell,Deerfield,10BRP-01,"Benson Run, RP",10BRP,IV, ,2080201
620,Y, , ,I31,Millboro,Millboro,10BRT-01,Brattons Run,10BRT,II, ,2080202
621, , , , , , ,10BRT-01T,Brattons Run,10BRT,II,tributary,2080202
622,Y, , ,I17,Longdale Furnace,Longdale Furnace,10BSB-01,Blue Suck Branch,10BSB,III, ,2080201
623, , , , , , ,10BSB-01T,Blue Suck Branch,10BSB,III,tributary,2080201
624,Y, , ,I23,Jordan Mines,New Castle,10BSC-01,"Barbours Creek, SP",10BSC,II, ,2080201
625,Y, , ,I37,Buena Vista,Glasgow,10BSK-01,"Bennetts Run, SF",10BSK,IV, ,2080202
626, , ,Y,I11,Jordan Mines,Jordan Mines,10BSP-01,Blue Spring Run,10BSP,II, ,2080201
627, , , , , , ,10BSP-01T,Blue Spring Run,10BSP,II,tributary,2080201
628,Y, , ,I02,Sunrise,Sunrise,10BVN-01,Beaver Run,10BVN,II, ,2080201
629,Y, , ,I01,Sunrise,Sunrise,10CAV-01,Cave Run,10CAV,II, ,2080201
630,Y, , ,H09,Big Levels,Massies Mill,10CBL-01,Campbell Creek,10CBL,II, ,2080203
631,Y, , ,I23,Potts Creek,New Castle,10CCE-01,Cove Branch,10CCE,II, ,2080201
632, , , , , , ,10CCE-01T,Cove Branch,10CCE,II,tributary,2080201
633,Y, , ,I28,Sugarloaf Mtn.,Natural Bridge,10CEC-01,Cedar Creek,10CEC,II, ,2080201
634,Y, , , ,Vesuvius,Vesuvius,10CEL-01,Cellar Hollow Brook,10CEL,IV, ,2080202
635,Y, ,Y,I27,Arnold Valley,Arnold Valley,10CES-01,Cornelius Creek,10CES,II, ,2080201
636,Y,Y, ,H09,Horseshoe Mtn,Massies Mill,10CHC-01,Cub Creek,10CHC,II, ,2080203
637, , , , , , ,10CHC-01T,Cub Creek,10CHC,II,tributary,2080203
638,Y, , ,I36,Big Levels,Big Levels,10CHM-01,Chimney Branch,10CHM,II, ,2080202
639,Y, , ,I32,Elliott Knob,Elliott Knob,10CHN-01,Chapin Draft,10CHN,IV, ,2080202
640,Y, , ,I13,Monterey SE,Monterey SE,10CLO-01,Clover Creek,10CLO,II, ,2080201
641,Y, , ,I21,Waiteville,Waiteville,10CNB-01,Corner Branch,10CNB,II, ,2080201
642, , , , , , ,10CNB-01T,Corner Branch,10CNB,II,tributary,2080201
643,Y, , ,I09,Strom,Covington,10CNC-01,Karnes Creek,10CNC,II, ,2080201
644, , , , , , ,10CNC-01T,Karnes Creek,10CNC,II,tributary,2080201
645,Y, , ,I07,Alleghany,Alleghany,10COW-01,Crow Run,10COW,II, ,2080201
646,Y, , ,H09,Massies Mill,Massies Mill,10COX-01,Coxs Creek,10COX,II, ,2080203
647, , , , , , ,10COX-01T,Coxs Creek,10COX,II,tributary,2080203
648,Y, , ,H09,Massies Mill,Massies Mill,10CRB-01,Crabtree Creek,10CRB,II, ,2080203
649, , ,Y,I04,Falling Spring,Falling Spring,10CRE-01,Cedar Creek,10CRE,III, ,2080201
650, , , , , , ,10CRE-01T,Cedar Creek,10CRE,III,tributary,2080201
651,Y, ,Y,I13,Monterey,Mcdowell,10CRU-01,Crab Run,10CRU,II, ,2080201
652,Y, ,Y,I05,Healing Springs,Falling Spring,10CSC-01,Cascades Creek,10CSC,II, ,2080201
653, , , , , , ,10CSC-01T,Cascades Creek,10CSC,II,tributary,2080201
654, , ,Y,I01,Sunrise,Sunrise,10CSL-01,Castle Run,10CSL,II, ,2080201
655,Y, , ,I11,Alleghany,Jordan Mines,10CSR-01,Cast Steel Run,10CSR,II, ,2080201
656,Y, , ,I11,Jordan Mines,Jordan Mines,10CSY-01,Christleys Run,10CSY,III, ,2080201
657, , , , , , ,10CSY-01T,Christleys Run,10CSY,III,tributary,2080201
658,Y, , ,I14,Bath Alum,Bath Alum,10CUN-01,Cub Run,10CUN,II, ,2080201
659,Y, , ,H11,Forks of Buffalo,Forks of Buffalo,10CVE-01,Cove Creek,10CVE,II, ,2080203
660,Y,Y,Y,I01,Warm Springs,Warm Springs,10CWD-01,Cowardin Run,10CWD,II, ,2080201
661, , , , , , ,10CWD-01T,Cowardin Run,10CWD,II,tributary,2080201
662,Y, , ,H10,Massies Mill,Massies Mill,10CWL-01,Crawleys Creek,10CWL,II, ,2080203
663, , , , , , ,10CWL-01T,Crawleys Creek,10CWL,II,tributary,2080203
664,Y, , ,I27,Arnold Valley,Arnold Valley,10CXX-01,Chestnut Run,10CXX,II, ,2080201
665,Y, , ,I29,West Augusta,West Augusta,10CXZ-01,Chestnut Lick Hollow,10CXZ,IV, ,2080202
666,Y, , ,I17,Longdale Furnace,Longdale Furnace,10CYL-01,County Line Run,10CYL,II, ,2080201
667, , , , , , ,10CYL-01T,County Line Run,10CYL,II,tributary,2080201
668,Y, , ,I30,Deerfield,Craigsville,10CYN-01,Clayton Mill Creek,10CYN,II, ,2080202
669, , ,Y,I09,Covington,Covington,10DAN-01,Dolly Ann Hollow,10DAN,II, ,2080201
670,Y, , ,I13,Monterey SE,Monterey SE,10DAR-01,Davis Run,10DAR,II, ,2080201
671,Y, , ,H09,Big Levels,Big Levels,10DHM-01,Durham Run,10DHM,II, ,2080203
672,Y, , ,I36,Montebello,Montebello,10DKH-01,Dark Hollow,10DKH,IV, ,2080202
673,Y, , ,H02,Montebello,Buena Vista,10DMC-01,Davis Mill Creek,10DMC,II, ,2080203
674,Y, , ,I37,Glasgow,Glasgow,10DON-01,Davidson Run,10DON,II, ,2080202
675,Y, , ,I17,Longdale Furnace,Longdale Furnace,10DOW-01,Downy Branch,10DOW,III, ,2080201
676,Y, , ,I14,Burnsville,Bath Alum,10DRR-01,Dry Run,10DRR,II, ,2080201
677,Y, , ,H24,Browns Cove,Browns Cove,10DYC-01,Doyles River,10DYC,II, ,2080204
678,Y, , , ,Covington,Covington,10DYU-01,Dry Run,10DYU,IV, ,2080201
679,Y, , ,H02,Buena Vista,Buena Vista,10ECH-01,Enchanted Creek,10ECH,II, ,2080203
680,Y, , ,I28,Snowden,Arnold Valley,10EKE-01,"Elk Creek, EF",10EKE,II, ,2080201
681, , , , , , ,10EKE-01T,"Elk Creek, EF",10EKE,II,tributary,2080201
682,Y, , ,I21,Waiteville,Waiteville,10ELB-01,Eliber Springs Branch,10ELB,II, ,2080201
683,Y, , ,H10,Montebello,Montebello,10EPB-01,Elk Pond Branch,10EPB,II, ,2080203
684,Y, ,Y,I10,Paint Bank,Paint Bank,10EWN-01,Ewin Run,10EWN,II, ,2080201
685, , , , , , ,10EWN-01T,Ewin Run,10EWN,II,tributary,2080201
686, , ,Y,I04,Covington,Falling Spring,10FAS-01,Falling Spring Creek,10FAS,II, ,2080201
687, , , , , , ,10FAS-01T,Falling Spring Creek,10FAS,II,tributary,2080201
688, , ,Y,I27,Peaks of Otter,Peaks of Otter,10FAW-01,Fallingwater Creek,10FAW,II, ,2080201
689,Y, , ,I02,Sunrise,Sunrise,10FDR-01,Ford Run,10FDR,II, ,2080201
690,Y, , ,I32,Augusta Springs,Augusta Springs,10FER-01,Ferrol Run,10FER,IV, ,2080202
691,Y, , ,H27,Swift Run Gap,Swift Run Gap,10FOK-01,Fork Hollow,10FOK,III, ,2080204
692,Y, , ,H01,Snowden,Snowden,10FRC-01,Falling Rock Creek,10FRC,III, ,2080203
693,Y, , ,I22,Strom,Strom,10FUR-01,Furnace Branch,10FUR,III, ,2080201
694, , , , , , ,10FUR-01T,Furnace Branch,10FUR,III,tributary,2080201
695,Y, , ,H10,Forks of Buffalo,Montebello,10GGO-01,Georges Creek,10GGO,II, ,2080203
696,Y, ,Y,L24,Sedalia,Sedalia,10GNS-01,Gunstock Creek,10GNS,II, ,3010101
697, , , , , , ,10GNS-01T,Gunstock Creek,10GNS,II,tributary,3010101
698,Y, , ,I31,Millboro,Millboro,10GOH-01,Gochenour Branch,10GOH,II, ,2080202
699,Y, , ,H10,Montebello,Montebello,10GRE-01,Greasy Spring Branch,10GRE,II, ,2080203
700,Y, , ,I21,Craig Springs,Craig Springs,10GRN-01,Grannys Creek,10GRN,II, ,2080201
701,Y, , ,I36,Big Levels,Big Levels,10GRR-01,Bear Branch,10GRR,II, ,2080202
702,Y, , ,I21,Craig Springs,Craig Springs,10GRY-01,"Grannys Creek, WB",10GRY,II, ,2080201
703, , , , , , ,10GRY-01T,"Grannys Creek, WB",10GRY,II,tributary,2080201
704,Y, , ,I30,Millboro,Goshen,10GUY-01,Guys Run,10GUY,II, ,2080202
705, , , , , , ,10GUY-01T,Guys Run,10GUY,II,tributary,2080202
706,Y, , ,H09,Massies Mill,Massies Mill,10HAP-01,Harpers Creek,10HAP,II, ,2080203
707, , , , , , ,10HAP-01T,Harpers Creek,10HAP,II,tributary,2080203
708,Y, , ,I29,Mcdowell,Elliott Knob,10HDR-01,Hodges Draft,10HDR,IV, ,2080202
709,Y, , ,I13,McDowell,McDowell,10HHH-01,Horse Hollow,10HHH,II, ,2080201
710,Y, , ,I01,Warm Springs,Warm Springs,10HID-01,Hidden Valley Spring,10HID,II, ,2080201
711,Y, , , ,Augusta Springs,Augusta Springs,10HIT-01,Hite Hollow Creek,10HIT,II, ,2080202
712,Y, , ,I36,Big Levels,Big Levels,10HOB-01,Hogback Creek,10HOB,II, ,2080202
713,Y, , ,I22,Strom,Strom,10HPE-01,Hipes Branch,10HPE,II, ,2080201
714, , , , , , ,10HPE-01T,Hipes Branch,10HPE,II,tributary,2080201
715,Y, , ,H01,Snowden,Snowden,10HUO-01,Hunting Creek,10HUO,II, ,2080203
716, , ,Y,I11,Strom,Jordan Mines,10HYY-01,Hays Creek,10HYY,III, ,2080201
717, , , , , , ,10HYY-01T,Hays Creek,10HYY,III,tributary,2080201
718,Y,Y,Y,I04,Callaghan,Covington,10IDR-01,Indian Draft,10IDR,III, ,2080201
719, , , , , , ,10IDR-01T,Indian Draft,10IDR,III,tributary,2080201
720,Y, , , ,Buena Vista,Buena Vista,10IGR-01,Indian Gap Run,10IGR,IV, ,2080202
721,Y, , ,I36,Montebello,Montebello,10ISH-01,Irish Creek,10ISH,III, ,2080202
722, , , , , , ,10ISH-01T,Irish Creek,10ISH,III,tributary,2080202
723,Y, , ,H27,Mcgaheysville,Swift Run Gap,10IVI-01,Ivy Creek,10IVI,II, ,2080204
724,Y, , ,I29,West Augusta,West Augusta,10JEA-01,Jerrys Run,10JEA,IV, ,2080202
725,Y, ,Y,I07,Jerrys Run,Jerrys Run,10JED-01,Jerrys Run,10JED,IV, ,2080201
726, , , , , , ,10JED-01T,Jerrys Run,10JED,IV,tributary,2080201
727,Y, , ,I30,Williamsville,Deerfield,10JER-01,Jerkemtight Branch,10JER,IV, ,2080202
728,Y, ,Y,I27,Peaks of Otter,Peaks of Otter,10JES-01,Jennings Creek,10JES,II, ,2080201
729, , , , , , ,10JES-01T,Jennings Creek,10JES,II,tributary,2080201
730,Y, , ,I02,Sunrise,Warm Springs,10JIR-01,Jim Dave Run,10JIR,IV, ,2080201
731,Y, , ,I01,Mustoe,Mustoe,10JKS-02,Jackson River,10JKS,II, ,2080201
732, ,Y,Y,I04,Falling Spring,Covington,10JKS-04,Jackson River,10JKS,II, ,2080201
733,Y, , ,I13,Monterey,Monterey,10JMR-01,Jack Mountain Run,10JMR,II, ,2080201
734,Y, , ,I21,Eggleston,Waiteville,10JOB-01,Johns Creek,10JOB,II, ,2080201
735, , , , , , ,10JOB-01T,Johns Creek,10JOB,II,tributary,2080201
736,Y, , ,I14,Bath Alum,Bath Alum,10JOO-01,Jordan Run,10JOO,II, ,2080201
737,Y, , ,I21,Craig Springs,Craig Springs,10KAL-01,Kale Branch,10KAL,II, ,2080201
738, , , , , , ,10KAL-01T,Kale Branch,10KAL,II,tributary,2080201
739,Y, , ,I01,Sunrise,Sunrise,10KLY-01,Kelly Run,10KLY,II, ,2080201
740,Y, , ,H10,Montebello,Montebello,10KNG-01,King Creek,10KNG,II, ,2080203
741,Y, , ,I32,Goshen,Goshen,10KSP-01,Kelso Spring Branch,10KSP,II, ,2080202
742, , , , , , ,10KSP-01T,Kelso Spring Branch,10KSP,II,tributary,2080202
743,Y, , ,I14,Burnsville,Burnsville,10LAA-01,Laurel Run,10LAA,II, ,2080201
744,Y, , ,H02,Cornwall,Buena Vista,10LAD-01,Lady Slipper Run,10LAD,II, ,2080203
745, , ,Y,I33,Goshen,Goshen,10LAR-01,Laurel Run,10LAR,I, ,2080202
746, , , , , , ,10LAR-01T,Laurel Run,10LAR,I,tributary,2080202
747,Y, , ,I09,Healing Springs,Healing Springs,10LBR-01,Lick Block Run,10LBR,II, ,2080201
748,Y, , ,I32,Elliott Knob,Augusta Springs,10LCF-01,Little Calfpasture River,10LCF,IV, ,2080202
749,Y, , ,I11,Jordan Mines,Jordan Mines,10LCK-01,Lick Run,10LCK,II, ,2080201
750, , , , , , ,10LCK-01T,Lick Run,10LCK,II,tributary,2080201
751,Y, , , ,Deerfield,Deerfield,10LFK-01,Locust Fork,10LFK,II, ,2080201
752,Y, , ,H02,Buena Vista,Buena Vista,10LIF-01,Little Irish Creek,10LIF,III, ,2080203
753,Y, , ,I36,Vesuvius,Vesuvius,10LIJ-01,Little Marys Creek,10LIJ,II, ,2080202
754,Y, , ,I15,Nimrod Hall,Nimrod Hall,10LIK-01,Lick Run,10LIK,II, ,2080201
755,Y, , ,I30,Craigsville,Green Valley,10LIL-01,Little Mill Creek,10LIL,II, ,2080202
756,Y, , ,H10,Montebello,Piney River,10LIR-01,Little Piney River,10LIR,II, ,2080203
757, , , , , , ,10LIR-01T,Little Piney River,10LIR,II,tributary,2080203
758, , , ,I23,New Castle,New Castle,10LPS-01,Lipes Branch,10LPS,II, ,2080201
759,Y, , ,H10,Montebello,Massies Mill,10LSB-01,Louisa Spring Branch,10LSB,I, ,2080203
760,Y, , ,H15,Sherando,Sherando,10LSC-01,Little Stony Creek,10LSC,II, ,2080203
761,Y, , ,I02,Sunrise,Sunrise,10LSR-01,Long Spring Run,10LSR,IV, ,2080201
762,Y, , ,L23,Peaks of Otter,Peaks of Otter,10LST-01,Little Stony Creek,10LST,II, ,3010101
763, , , , , , ,10LST-01T,Little Stony Creek,10LST,II,tributary,3010101
764,Y, , ,I02,Sunrise,Minnehaha Springs,10LTB-01,Little Back Creek,10LTB,II, ,2080201
765,Y, , ,H11,Forks of Buffalo,Forks of Buffalo,10LTU-01,Little Cove Creek,10LTU,II, ,2080203
766,Y, , ,I07,Alleghany,Alleghany,10LTW-01,Little Crow Run,10LTW,II, ,2080201
767, , , , , , ,10VLY-01,Valley Branch,10VLY,II, ,2080201
768, , , , , , ,10VLY-01T,Valley Branch,10VLY,II,tributary,2080201
769,Y, , ,I16,Healing Springs,Nimrod Hall,10LWL-01,Little Wilson Creek,10LWL,II, ,2080201
770,Y, , ,I37,Buena Vista,Buena Vista,10LWR-01,Lowry Run,10LWR,III, ,2080202
771,Y, , ,I36,Big Levels,Big Levels,10MBC-01,Mine Bank Creek,10MBC,II, ,2080202
772,Y, , ,H09,Massies Mill,Massies Mill,10MDC-01,Meadow Creek,10MDC,II, ,2080203
773,Y, , ,H09,Massies Mill,Massies Mill,10MDH-01,Maidenhead Branch,10MDH,II, ,2080203
774, , ,Y,I27,Arnold Valley,Buchanan,10MDL-01,Middle Creek,10MDL,II, ,2080201
775, , , , , , ,10MDL-01T,Middle Creek,10MDL,II,tributary,2080201
776, ,Y,Y,I19,Looney,Catawba,10MEO-01,Meadow Creek,10MEO,II, ,2080201
777, , , , , , ,10MEO-01T,Meadow Creek,10MEO,II,tributary,2080201
778,Y, , ,I10,Alleghany,Jordan Mines,10MIB-01,Mill Branch,10MIB,II, ,2080201
779, , , , , , ,10MIB-01T,Mill Branch,10MIB,II,tributary,2080201
780,Y, , ,H09,Montebello,Montebello,10MIO-01,Mill Creek,10MIO,II, ,2080203
781, , , , , , ,10MIO-01T,Mill Creek,10MIO,II,tributary,2080203
782, , ,Y,I19,Looney,Looney,10MIR-01,Mill Creek,10MIR,II, ,2080201
783, ,Y, ,I18,Sugarloaf Mtn.,Sugarloaf Mtn.,10MIV-01,Mill Creek,10MIV,III, ,2080201
784, , , , , , ,10MIV-01T,Mill Creek,10MIV,III,tributary,2080201
785,Y, , ,I16,Nimrod Hall,Nimrod Hall,10MIW-01,Mill Creek,10MIW,I, ,2080201
786, , , , , , ,10MIW-01T,Mill Creek,10MIW,I,tributary,2080201
787, , , ,I03,Mountain Grove,Falling Spring,10MIX-01,Mill Creek,10MIX,II, ,3010103
788,Y, , ,I13,Williamsville,Williamsville,10MIZ-01,Mill Run,10MIZ,II, ,2080201
789,Y, , ,H15,Sherando,Greenfield,10MLL-01,Mill Creek,10MLL,II, ,2080203
790,Y,Y,Y,H24,Browns Cove,Browns Cove,10MNF-01,"Moormans River, NF",10MNF,I, ,2080204
791, ,Y, ,H24,Waynesboro East,Browns Cove,10MNK-01,"Moormans River, SF",10MNK,III, ,2080204
792,Y, , ,I14,Warm Springs,Bath Alum,10MRE-01,Mare Run,10MRE,II, ,2080201
793,Y, , ,H27,Swift Run Gap,Swift Run Gap,10MUT-01,Mutton Hollow,10MUT,II, ,2080204
794,Y, ,Y,I01,Bath Alum,Warm Springs,10MYY-01,Muddy Run,10MYY,II, ,2080201
795,Y, , ,I17,Longdale Furnace,Longdale Furnace,10NBR-01,"Simpson Creek, NB",10NBR,II, ,2080201
796,Y, , ,H02,Cornwall,Buena Vista,10NCH-01,Nicholson Run,10NCH,II, ,2080203
797,Y, , ,I10,Potts Creek,Alleghany,10NEB-01,Nelse Branch,10NEB,II, ,2080201
798, , , , , , ,10NEB-01T,Nelse Branch,10NEB,II,tributary,2080201
799,Y, , ,I21,Waiteville,Waiteville,10NGB-01,Negro Branch,10NGB,II, ,2080201
800,Y, , ,H24,Browns Cove,Browns Cove,10NMT-01,Trib of North Fork Moormans,10NMT,I, ,2080204
801,Y, ,Y,I27,Arnold Valley,Arnold Valley,10NRT-01,North Creek,10NRT,II, ,2080201
802, , , , , , ,10NRT-01T,North Creek,10NRT,II,tributary,2080201
803,Y, , ,I36,Montebello,Montebello,10NSB-01,Nettle Spring Branch,10NSB,II, ,2080202
804,Y, , ,I36,Montebello,Montebello,10NTL-01,Nettle Creek,10NTL,II, ,2080202
805,Y, , ,H01,Buena Vista,Buena Vista,10OTC-01,Otter Creek,10OTC,III, ,2080203
806, , , , , , ,10OTC-01T,Otter Creek,10OTC,III,tributary,2080203
807, ,Y, ,I34,Brownsburg,Brownsburg,10OTS-01,Otts Creek,10OTS,III, ,2080202
808, , , , , , ,10OTS-01T,Otts Creek,10OTS,III,tributary,2080202
809,Y, , ,L24,Peaks of Otter,Sedalia,10OVS-01,Overstreet Creek,10OVS,II, ,3010101
810, , , , , , ,10OVS-01T,Overstreet Creek,10OVS,II,tributary,3010101
811,Y, , ,H15,Sherando,Greenfield,10PAU-01,Pauls Creek,10PAU,IV, ,2080203
812,Y,Y,Y,I10,Potts Creek,Paint Bank,10PBC-01,Paint Bank Branch,10PBC,II, ,2080201
813, , , , , , ,10PBC-01T,Paint Bank Branch,10PBC,II,tributary,2080201
814,Y, , ,I37,Buena Vista,Buena Vista,10PCR-01,Poplar Cove Run,10PCR,III, ,2080202
815,Y, , ,I37,Buena Vista,Buena Vista,10PGP-01,Pedlar Gap Run,10PGP,III, ,2080202
816, , ,Y,I27,Buchanan,Buchanan,10PGT-01,Purgatory Creek,10PGT,II, ,2080201
817,Y,Y, ,I19,Glenvar,Looney,10PIC-01,Pickles Branch,10PIC,II, ,2080201
818, , ,Y,I09,Covington,Covington,10PMC-01,Pounding Mill Creek,10PMC,II, ,2080201
819,Y, , ,H10,Montebello,Montebello,10PMP-01,Pompey Creek,10PMP,II, ,2080203
820,Y, , ,I09,Covington,Clifton Forge,10PNE-01,Piney Branch,10PNE,II, ,2080201
821, , , , , , ,10PNE-01T,Piney Branch,10PNE,II,tributary,2080201
822,Y, , ,I14,Warm Springs,Warm Springs,10PNR-01,Panther Run,10PNR,II, ,2080201
823,Y, , ,H10,Massies Mill,Massies Mill,10PNY-01,Piney River,10PNY,II, ,2080203
824, , , , , , ,10PNY-01T,Piney River,10PNY,II,tributary,2080203
825,Y,Y, ,H02,Montebello,Buena Vista,10POL-01,Pedlar River,10POL,III, ,2080203
826,Y, , ,I16,Healing Springs,Healing Springs,10POM-01,Porters Mill Creek,10POM,III, ,2080201
827,Y, , ,H01,Snowden,Snowden,10PRC-01,Peters Creek,10PRC,IV, ,2080203
828,Y, , ,H24,Crimora,Crimora,10PRG-01,Pond Ridge Branch,10PRG,II, ,2080204
829,Y, , ,H10,Montebello,Massies Mill,10PRN-01,"Piney River, NF",10PRN,I, ,2080203
830,Y, , ,H10,Montebello,Massies Mill,10PRS-01,"Piney River, SF",10PRS,II, ,2080203
831, , , , , , ,10PRS-01T,"Piney River, SF",10PRS,II,tributary,2080203
832, , ,Y,I14,Williamsville,Williamsville,10PTY-01,Pheasanty Run,10PTY,II, ,2080201
