OBJECTID,MAPNO,INS,DC,BLK,LOT,SUBLOT,ACCOUNT,GPIN,CONDO_NAME,NOTES,CHGDATE,ParcelType,SHAPE_Length,SHAPE_Area
53335,49,,B,,4,, 49   B      4,3660-18-4536,,,2010-06-21T00:00:00.000Z,101,1949.892595,197843.36427
57225,15,A,1,,13,, 15A  1     13,3605-59-9077,,,2014-07-18T00:00:00.000Z,101,1511.273071,129285.13307
57832,22,C,6,6,3,, 22C  6  6   3,2683-19-4384,,,2003-11-19T00:00:00.000Z,101,250.271763,2472.079989
57833,21,C,10,,12,, 21C 10     12,2663-89-3256,,,,101,603.42573,20757.465158
57226,15,A,1,,17,, 15A  1     17,3605-68-0531,,,2011-11-04T00:00:00.000Z,101,1427.310375,79263.418522
53336,49,,B,,5,, 49   B      5,3660-18-6307,,,2010-06-21T00:00:00.000Z,101,1720.347364,132143.56491
57834,21,C,10,,13,, 21C 10     13,2663-89-4266,,,,101,601.66614,20698.121423
57227,23,,A,,25,A1, 23   A     25A1,2693-18-4961,,PARCEL FOR TAXING PURPOSES ONLY,2011-06-23T00:00:00.000Z,108,236.149083,3483.720052
53337,43,,A, ,91, , 43   A     91,2681-43-4298, , ,2003-12-23T00:00:00.000Z,101,9083.015022,2618976.616953
57835,20,Q,2,,7,, 20Q  2      7,2653-69-7204,,,,101,1171.822212,72388.985872
57228,23,,A,,25,, 23   A     25,2694-00-8099,,,2003-11-21T00:00:00.000Z,101,9038.124867,2800153.519274
53338,43,A,5, ,5, , 43A  5      5,2681-32-6985, , ,2003-12-19T00:00:00.000Z,101,626.277649,20548.837491
57836,21,C,10,,10,, 21C 10     10,2663-89-1236,,,,101,673.758142,26861.32648
53339,47,,A,,31,, 47   A     31,3620-91-1255,,,2004-01-08T00:00:00.000Z,101,918.693355,52354.450826
57837,20,D,8,,24,, 20D  8     24,2663-59-4353,,,,101,652.264152,23035.40444
57229,31,,A, ,8,A, 31   A      8A,2662-55-3491, , ,2003-12-12T00:00:00.000Z,101,7968.977268,3518943.473018
53340,22,,A,,72,C, 22   A     72C,2683-82-1424,,,2010-07-09T00:00:00.000Z,101,720.649029,31037.889961
57838,20,E,12,,28,A, 20E 12     28A,2663-19-2406,,,,101,739.02605,33315.850648
53341,23,,A,,80,, 23   A     80,2683-91-0821,,,2003-11-20T00:00:00.000Z,101,3644.91232,495985.848031
57839,21,D,8,B,1,, 21D  8  B   1,2673-09-9425,,,,101,734.888592,28539.507274
53342,15,,A,,52,A, 15   A     52A,3605-65-2106,,,2003-12-09T00:00:00.000Z,101,886.702108,42261.450566
57840,20,Q,1,,4,, 20Q  1      4,2653-59-7586,,,,101,1395.060504,99354.823513
57841,22,C,6,4,19,, 22C  6  4  19,2683-19-3666,,,,101,456.148099,4580.281465
53343,15,,A,,66,, 15   A     66,3605-65-6609,,,2003-12-10T00:00:00.000Z,101,2308.104412,219095.572687
57842,20,D,8,,19,, 20D  8     19,2663-59-9537,,,,101,838.407691,37074.345423
53344,15,B,9,,1,, 15B  9      1,3605-64-3951,,,2005-05-18T00:00:00.000Z,101,2429.140108,295191.006481
57843,20,Q,2,,28,, 20Q  2     28,2653-69-1780,,,,101,1184.524847,73169.628323
57230,83,A,11,8,4,, 83A 11  8   4,2556-24-1490,,TAX EXEMPT,2004-01-21T00:00:00.000Z,202,245.19402,2323.030119
53345,43,H,1, ,2, , 43H  1      2,2670-76-4050, , ,2011-03-15T00:00:00.000Z,101,853.097865,39341.028009
57844,21,,1,,2,A, 21   1      2A,2663-79-9671,,,,101,1272.418449,97207.515169
57231,,,,,,,,3553-38-8294,,RAILROAD,2004-03-10T00:00:00.000Z,106,4583.297963,389237.673452
53346,43,H,1, ,15, , 43H  1     15,2670-86-8079, , ,2003-12-23T00:00:00.000Z,101,695.269559,24877.545841
57845,20,D,8,,16,, 20D  8     16,2663-59-7701,,,,101,627.415909,21875.807703
53348,103,C,30,,63,,103C 30     63,3553-47-6607,,TAX EXEMPT,2008-03-18T00:00:00.000Z,202,2004.554951,248390.756384
57846,20,E,10,,18,, 20E 10     18,2664-00-2123,,,,101,550.301096,15489.387448
57232,103,C,33,,5,,103C 33      5,3554-31-7183,,TAX EXEMPT,2004-02-25T00:00:00.000Z,202,318.828263,3694.103884
57847,,,,,,,,2663-89-0968,,ROW,,102,1347.581564,28158.863506
57848,22,D,3,,D,, 22D  3      D,2684-20-5068,,,2003-11-19T00:00:00.000Z,101,823.291678,38777.162946
53349,47,,A,,66,B3, 47   A     66B3,3620-98-1180,,,2004-01-07T00:00:00.000Z,101,3092.442625,277341.209155
57849,21,B,5,,21,, 21B  5     21,2664-70-3161,,,,101,1072.047912,43649.416133
57234,87,,11,,9,, 87  11      9,2596-51-0011,,,2011-07-01T00:00:00.000Z,101,2976.127786,435052.382989
57850,22,C,6,3,19,, 22C  6  3  19,2684-10-6220,,,,101,490.816629,5433.236428
53350,34,A,19,,64,A, 34A 19     64A,3612-03-5030,,,2008-09-19T00:00:00.000Z,101,1077.959671,71383.243062
57235,87,,11,,8,, 87  11      8,2596-41-9512,,,2011-07-01T00:00:00.000Z,101,3751.625621,656657.166113
57851,20,H,5,EQD,159,, 20H  5EQD 159,2654-90-8136,,,,101,603.090625,15398.442366
53352,34,,A,,35,, 34   A     35,3601-26-2203,,,2004-01-02T00:00:00.000Z,101,1111.014309,40267.961649
57852,20,E,9,2,16,, 20E  9  2  16,2664-10-5316,,,,101,503.764535,10133.086094
53354,9,B,1,,37,,  9B  1     37,3637-15-6284,,,2008-09-22T00:00:00.000Z,101,1490.641581,126650.630209
57236,87,,A,,19,, 87   A     19,2596-24-7785,,,2004-01-23T00:00:00.000Z,101,11911.223642,7334143.912529
57853,20,E,9,1,19,, 20E  9  1  19,2664-00-7364,,,,101,577.346126,10170.220229
57854,21,B,7,,5,, 21B  7      5,2664-60-5314,,,,101,714.770033,28581.416375
53355,9,B,1,,36,,  9B  1     36,3637-15-9384,,,2003-12-03T00:00:00.000Z,101,2583.425712,243438.420315
57237,87,,11,,3,, 87  11      3,2596-32-1538,,,2011-07-01T00:00:00.000Z,101,2129.152222,220605.869093
57855,21,B,5,,28,, 21B  5     28,2664-70-0381,,,,101,782.323054,24045.489415
53356,62,,4,,1,, 62   4      1,3558-89-8637,,,2004-02-12T00:00:00.000Z,101,5193.26406,1392211.524343
57238,87,,11,,5,, 87  11      5,2596-43-6468,,,2011-07-01T00:00:00.000Z,101,8172.258321,2630911.105156
57856,20,H,5,EQD,153,, 20H  5EQD 153,2654-90-9307,,,,101,787.988015,29052.044253
57239,87,,11,,1,A, 87  11      1A,2596-22-4716,,,2011-07-01T00:00:00.000Z,101,1549.459035,111764.354418
57857,21,D,2,,53,, 21D  2     53,2674-10-2435,,,,101,969.971818,39023.508425
57858,21,D,2,,26,, 21D  2     26,2674-10-8464,,,,101,869.262286,38746.152479
57240,87,D,1,,1,, 87D  1      1,2596-22-2976,,,2004-01-23T00:00:00.000Z,101,753.477023,32264.45749
53357,33,G,1, ,31,, 33G  1     31,2692-15-5051, , ,2008-09-25T00:00:00.000Z,101,954.391227,40567.947647
57859,20,H,14,,26,, 20H 14     26,2654-50-3432,,OUTSIDE OF COUNTY,,999,649.169454,24290.697605
57241,17,,A,,14,A, 17   A     14A,3625-76-4294,,,2003-12-17T00:00:00.000Z,101,644.05493,26259.973296
57860,22,C,6,1,6,, 22C  6  1   6,2684-20-4506,,,,101,388.860896,4410.835745
53358,33,G,1, ,48,, 33G  1     48,2682-95-9244, , ,2008-09-25T00:00:00.000Z,101,722.887159,27779.883889
57861,22,C,6,2,8,, 22C  6  2   8,2684-20-1429,,,,101,467.756664,5370.699797
57242,17,,A,,14,C, 17   A     14C,3625-65-6705,,,2003-12-17T00:00:00.000Z,101,2797.774026,291145.643965
53359,33,G,1, ,51,, 33G  1     51,2692-04-0951, , ,2008-09-25T00:00:00.000Z,101,735.645013,30397.788752
57862,20,H,1,EQD,124,B, 20H  1EQD 124B,2654-90-3521,,,,101,602.564851,2073.186721
57863,21,,A,,74,A, 21   A     74A,2674-12-8534,,,,101,1669.049079,49015.974821
57243,17,,A,,16,, 17   A     16,3625-96-0182,,,2003-12-17T00:00:00.000Z,101,3344.432655,660497.883208
57864,21,D,2,,61,, 21D  2     61,2674-00-6544,,,,101,559.96986,18001.880854
53360,34,A,16,A,7,, 34A 16  A   7,3602-85-7566,,,2003-12-23T00:00:00.000Z,101,475.545624,10141.595674
57865,21,D,2,,62,, 21D  2     62,2674-00-5544,,,,101,584.214436,19236.963812
57245,17,,A,,76,A, 17   A     76A,3635-16-4383,,,2003-12-17T00:00:00.000Z,101,13318.626649,5340017.965512
57866,22,C,6,2,3,, 22C  6  2   3,2684-20-0523,,,,101,480.288827,4946.549141
53361,34,,A,,33,A, 34   A     33A,3601-27-4083,,,2004-01-02T00:00:00.000Z,101,1103.755768,44089.59651
57867,22,C,6,1,1,, 22C  6  1   1,2684-20-3679,,,,101,368.475821,3352.480318
53362,47,,4,,1,B1, 47   4      1B1,3620-92-0862,,,2008-09-20T00:00:00.000Z,101,1702.484975,174313.742611
57246,17,C,2,,3,, 17C  2      3,3625-86-2139,,,2003-12-15T00:00:00.000Z,101,4007.506869,439358.360851
57868,20,E,9,3,8,, 20E  9  3   8,2664-00-7695,,,,101,521.622346,10513.869331
53363,47,,A,,15,, 47   A     15,3620-73-7674,,,2004-01-08T00:00:00.000Z,101,11358.407515,6186945.098153
57247,12,J,15,2,B,, 12J 15  2   B,2664-99-3203,,,2003-11-23T00:00:00.000Z,101,839.510722,42203.008789
57869,21,B,5,,7,, 21B  5      7,2664-70-4604,,,,101,597.811808,19809.277221
57248,12,G,1,,51,, 12G  1     51,2664-69-9369,,,2003-11-23T00:00:00.000Z,101,633.007088,21773.118303
53364,34,A,8,,26,A, 34A  8     26A,3602-63-4277,,,2003-12-29T00:00:00.000Z,101,292.534238,4647.578857
57870,21,B,5,,23,, 21B  5     23,2664-70-0606,,,,101,633.639699,22260.224146
57871,20,D,6,,21,, 20D  6     21,2664-60-0662,,,,101,777.677604,34189.683908
57249,11,A,4,10,3,, 11A  4 10   3,2664-29-9457,,,,101,622.715176,22427.489648
53365,8,A,1,,7,,  8A  1      7,3617-92-7859,,,2003-11-26T00:00:00.000Z,101,870.991944,35337.446956
57872,21,B,5,,4,, 21B  5      4,2664-70-6570,,,,101,583.068372,19041.187714
57873,20,E,9,1,24,, 20E  9  1  24,2664-00-5560,,,,101,628.358808,15255.508884
57250,12,G,1,,50,A, 12G  1     50A,2664-69-9591,,,2003-11-21T00:00:00.000Z,101,519.27917,9339.507884
53366,8,,1,,5,A,  8   1      5A,3627-55-6984,,,2003-11-26T00:00:00.000Z,101,3130.117486,508677.485707
57874,22,C,6,1,5,, 22C  6  1   5,2684-20-3599,,,,101,382.875837,4033.300503
57875,20,E,9,3,7,, 20E  9  3   7,2664-00-8632,,,,101,526.919305,10801.791325
57251,11,A,5,5,19,, 11A  5  5  19,2664-39-5838,,,,101,585.110127,18838.951144
53368,22,A,4,D,17,, 22A  4  D  17,2684-14-4150,,TAX EXEMPT,,202,527.435606,5798.982475
57876,20,E,9,,B,, 20E  9      B,2664-10-1672,,,,101,575.57714,17725.813234
53369,20,,5,,1,C, 20   5      1C,2653-62-1095,,,,101,2311.252054,205148.005494
57877,21,B,7,,3,, 21B  7      3,2664-60-4671,,,,101,645.574982,24236.080138
57252,11,A,4,10,7,, 11A  4 10   7,2664-29-7805,,,,101,1094.287445,53313.645801
57878,21,D,2,,40,, 21D  2     40,2674-10-4633,,,,101,620.86461,21325.252035
53370,21,A,7,,6,, 21A  7      6,2664-82-8388,,,,101,1738.161131,164791.086281
53371,21,,A,,58,, 21   A     58,2664-92-2690,,,2003-11-25T00:00:00.000Z,101,1137.177821,59856.666581
53372,21,,A,,44,, 21   A     44,2664-63-0535,,,,101,788.319371,38713.237925
57879,21,D,2,,51,, 21D  2     51,2674-10-1657,,,,101,736.584573,27618.669479
57253,11,A,4,11,10,, 11A  4 11  10,2664-29-1838,,,,101,615.400449,18793.984778
53373,21,A,2,,B,, 21A  2      B,2664-64-5475,,,2005-04-04T00:00:00.000Z,101,2299.878112,187456.484017
57880,20,E,9,3,9,, 20E  9  3   9,2664-00-7658,,,,101,508.189351,9287.401417
53374,21,C,10,,15,, 21C 10     15,2663-89-7248,,,2010-04-08T00:00:00.000Z,101,699.392972,30147.831555
57881,20,H,14,,1,, 20H 14      1,2654-50-1781,,OUTSIDE OF COUNTY,,999,623.714774,23272.386159
53375,21,D,1,,25,, 21D  1     25,2674-01-3154,,,2010-04-08T00:00:00.000Z,101,805.774783,31494.427476
57254,14,C,1,,9,, 14C  1      9,3604-29-7830,,,2003-11-18T00:00:00.000Z,101,1934.984296,97050.777311
57882,20,E,9,1,29,, 20E  9  1  29,2664-00-3665,,,,101,624.092648,13655.42575
53376,58,,A, ,36,E, 58   A     36E,3519-14-5458, ,,2010-12-29T00:00:00.000Z,101,10264.526513,1958454.218254
57883,23,,A,,189,, 23   A    189,2694-80-6760,,TAX EXEMPT,2003-11-21T00:00:00.000Z,202,604.899065,19832.568338
57884,20,H,1,NQD,10,, 20H  1NQD  10,2654-80-7608,,,,101,767.260762,21632.763326
53377,58,,A, ,15, , 58   A     15,3509-70-5432, ,,2004-02-03T00:00:00.000Z,101,46896.438028,40442120.471609
57255,11,A,3,,11,, 11A  3     11,2665-21-4462,,,,101,608.640959,19681.604024
57885,20,H,1,NQD,13,, 20H  1NQD  13,2654-80-5728,,,,101,595.366861,15317.368813
53378,31,C,3, ,3,F, 31C  3      3F,2672-16-2724, , ,2010-12-29T00:00:00.000Z,101,1180.241896,89559.595534
57886,20,E,5,5,26,A, 20E  5  5  26A,2664-10-5873,,,,101,497.371532,10950.466732
57256,12,H,4,,10,, 12H  4     10,2665-41-6455,,,2003-11-21T00:00:00.000Z,101,528.439039,16631.926249
53379,46,,A,,35,C, 46   A     35C,3620-24-2682,,,2004-01-16T00:00:00.000Z,101,3292.193967,189773.555538
57887,21,B,5,,10,, 21B  5     10,2664-70-1850,,,,101,662.207006,21196.719386
53380,46,,A,,46,, 46   A     46,3610-96-1013,,,2004-01-16T00:00:00.000Z,101,7428.331665,2401725.676716
57257,27,A,7,,55,, 27A  7     55,3644-23-8522,,,2003-12-04T00:00:00.000Z,101,514.115057,14791.071511
53381,46,,15,,1,, 46  15      1,3620-05-4592,,,2011-01-04T00:00:00.000Z,101,11702.506589,2921420.620115
57888,21,D,2,,6,, 21D  2      6,2674-01-6105,,,,101,602.775241,20509.927624
53382,46,,A,,20,, 46   A     20,3620-12-0802,,,2004-01-16T00:00:00.000Z,101,6005.551522,2162681.53199
57889,20,E,9,4,17,, 20E  9  4  17,2664-01-3175,,,,101,522.283575,15988.733404
57258,26,,A,,47,C, 26   A     47C,3634-63-1359,,,2003-12-12T00:00:00.000Z,101,879.181092,36678.200069
53383,46,,A,,35,A, 46   A     35A,3620-23-4573,,,2006-04-27T00:00:00.000Z,101,3693.715311,304348.659273
57890,20,E,3,,2,, 20E  3      2,2664-21-2122,,,,101,730.834922,26435.62775
53384,23,B,1,,23,, 23B  1     23,2693-01-6340,,,2011-01-05T00:00:00.000Z,101,2099.149893,50372.965511
57891,20,E,9,4,24,, 20E  9  4  24,2664-01-1200,,,,101,541.320284,12818.79777
57259,27,,A,,77,, 27   A     77,3644-33-9622,,,2003-12-04T00:00:00.000Z,101,582.555064,17027.862328
53385,32,,A, ,9,C1, 32   A      9C1,2682-49-0590, , ,,101,693.081443,28030.567835
57892,21,B,5,,12,, 21B  5     12,2664-60-8896,,,,101,491.758224,9489.321471
53386,32,,A, ,9,C2, 32   A      9C2,2682-49-0370, , ,,101,1052.241726,65348.607791
57893,20,H,15,,17,, 20H 15     17,2654-50-7818,,OUTSIDE OF COUNTY,,999,579.92577,20332.84992
57260,27,A,7,,54,, 27A  7     54,3644-23-9564,,,2003-12-04T00:00:00.000Z,101,525.823004,15524.10734
57894,21,D,2,,44,, 21D  2     44,2674-10-1829,,,,101,492.762358,14480.382817
53387,32,,A, ,20, , 32   A     20,2682-48-8566, , ,,101,5671.398379,1887532.603411
57895,20,H,1,NQD,12,, 20H  1NQD  12,2654-80-5774,,,,101,632.661117,16102.770331
53388,49,,A,,34,, 49   A     34,3660-09-8708,,,2004-01-02T00:00:00.000Z,101,850.965525,44364.281528
57261,32,P,4, ,6, , 32P  4      6,2682-91-3035, , ,2003-12-19T00:00:00.000Z,101,1560.599169,109685.08976
57896,21,D,1,,22,, 21D  1     22,2674-00-3844,,,,101,790.228922,28598.303127
53389,22,,A,,24,D, 22   A     24D,2684-41-7127,,,,101,2040.848229,240771.3932
57897,20,E,9,1,33,, 20E  9  1  33,2664-00-2708,,,,101,583.494049,11310.450455
57262,43,H,1, ,54, , 43H  1     54,2670-96-7082, , ,2003-12-23T00:00:00.000Z,101,761.233968,28464.600648
57898,20,H,1,NQD,114,, 20H  1NQD 114,2654-80-8703,,,,101,655.185969,13202.090953
53390,49,,A,,25,, 49   A     25,3660-06-3970,,,2005-10-25T00:00:00.000Z,101,12006.275291,5466296.805089
57899,21,B,4,,25,, 21B  4     25,2664-61-1047,,,,101,758.22831,27654.214236
57263,24,A,1,,2,B, 24A  1      2B,3604-64-5705,,TAX EXEMPT,2003-12-04T00:00:00.000Z,202,792.38669,29718.809836
57900,20,D,3,,9,C, 20D  3      9C,2664-31-1164,,,,101,469.944414,5868.081812
57264,24,,A,,5,A, 24   A      5A,3604-44-4757,,,2003-12-05T00:00:00.000Z,101,412.134065,8569.467974
57265,,,,,,,,3644-35-0740,,ROW,2003-11-25T00:00:00.000Z,102,122.219237,316.218333
57901,20,D,6,,35,, 20D  6     35,2664-41-9039,,,,101,739.244798,27150.084113
53391,49,,B,,6,, 49   B      6,3660-28-3694,,,2010-06-21T00:00:00.000Z,101,5012.782214,918507.731199
57902,21,D,2,,46,, 21D  2     46,2674-00-9921,,,,101,487.374829,14387.525587
57266,25,C,2,1,4,, 25C  2  1   4,3624-35-7361,,,2003-12-08T00:00:00.000Z,101,2969.174583,271670.590296
53392,49,,B,,8,, 49   B      8,3660-27-1824,,,2010-06-21T00:00:00.000Z,101,1983.547553,188501.751436
57903,20,H,15,,18,, 20H 15     18,2654-50-5897,,OUTSIDE OF COUNTY,,999,608.349244,20997.867801
53393,43,,A, ,92, , 43   A     92,2681-52-8641, , ,2003-12-23T00:00:00.000Z,101,6219.411787,1323101.906391
57904,20,D,6,,27,, 20D  6     27,2664-50-4815,,,,101,1026.515936,49386.108545
57905,20,H,1,NQD,110,, 20H  1NQD 110,2654-80-9896,,,,101,581.521138,12036.01844
53394,22,,A,,70,A, 22   A     70A,2683-72-7116,,TAX EXEMPT,2010-07-09T00:00:00.000Z,202,623.23902,19950.038686
57267,24,A,1,,7,A, 24A  1      7A,3604-75-1630,,,2003-12-04T00:00:00.000Z,101,1156.604458,81553.013336
53395,22,,A,,72,A, 22   A     72A,2683-72-9273,,,,101,624.312495,19977.804823
57906,20,H,1,NQD,15,, 20H  1NQD  15,2654-80-4818,,,,101,659.251491,20276.38953
57268,26,,A,,56,C, 26   A     56C,3634-45-6015,,,2003-12-12T00:00:00.000Z,101,5952.628997,1590574.965066
57907,22,C,9,B,11,, 22C  9  B  11,2684-20-2855,,,,101,996.741958,42176.320847
53396,22,,A,,72,D, 22   A     72D,2683-82-1269,,,2010-07-09T00:00:00.000Z,101,792.522557,28078.987469
57269,16,,A,,10,, 16   A     10,3614-48-6577,,,2003-12-02T00:00:00.000Z,101,4028.057993,945875.369064
53397,22,,A,,71,, 22   A     71,2683-81-1718,,,,101,1941.237721,194806.78804
57270,15,,A,,130,C, 15   A    130C,3604-37-3269,,,2003-12-09T00:00:00.000Z,101,1546.971422,82996.624902
57908,22,,A,,24,M, 22   A     24M,2684-40-8788,,,,101,2202.529557,245175.164504
57909,21,B,6,,23,, 21B  6     23,2664-70-5905,,,,101,625.634605,20255.304702
57271,22,,3,,2,J, 22   3      2J,2684-62-2608,,,,101,1239.929243,93997.132586
53398,22,,A,,71,A, 22   A     71A,2683-82-0035,,,,101,2076.750182,211793.742327
57910,21,B,5,,14,, 21B  5     14,2664-70-0945,,,,101,589.279184,19173.681407
53399,15,,A,,68,, 15   A     68,3605-75-1468,,,2003-12-10T00:00:00.000Z,101,3326.996667,545934.113661
57911,21,D,1,,24,, 21D  1     24,2674-01-3043,,,,101,798.84507,30224.407262
53400,43,H,1, ,11, , 43H  1     11,2670-86-3193, , ,2011-03-15T00:00:00.000Z,101,685.620805,23925.675543
57272,12,,A,,89,B, 12   A     89B,2674-16-0259,,,2005-07-14T00:00:00.000Z,101,557.651789,14024.610757
57912,20,E,5,5,38,, 20E  5  5  38,2664-10-2906,,,,101,653.438132,7030.452188
53401,43,H,1, ,10, , 43H  1     10,2670-86-2192, , ,2011-03-15T00:00:00.000Z,101,666.680778,22213.999595
57273,96,A,1,,116,, 96A  1    116,2515-81-3966,,,2011-07-13T00:00:00.000Z,101,861.118867,44936.646866
57913,20,D,3,,14,A, 20D  3     14A,2664-20-6869,,,,101,1085.93556,23276.756327
57274,96,A,1,,115,, 96A  1    115,2515-81-4742,,,2011-07-13T00:00:00.000Z,101,1449.46833,86839.49698
53402,43,H,1, ,4, , 43H  1      4,2670-76-6082, , ,2011-03-15T00:00:00.000Z,101,736.041895,27695.753669
57914,21,D,2,,21,, 21D  2     21,2674-10-5933,,,,101,795.667577,29873.208809
57275,96,A,1,,107,, 96A  1    107,2515-81-0081,,,2011-07-13T00:00:00.000Z,101,1537.683841,89603.541651
53403,43,H,1, ,33, , 43H  1     33,2670-76-4298, , ,2011-03-15T00:00:00.000Z,101,899.97352,40425.293894
57915,20,H,18,,4,, 20H 18      4,2654-71-2025,,,,101,694.213496,30041.481355
53404,21,,A,,17,B, 21   A     17B,2664-63-5813,,,,101,768.126735,29406.752628
57276,96,A,1,,119,, 96A  1    119,2515-82-6035,,,2011-07-13T00:00:00.000Z,101,1304.695834,47217.758318
57916,21,D,2,,20,, 21D  2     20,2674-11-4060,,,,101,849.016052,32146.84392
57277,96,A,1,,118,, 96A  1    118,2515-82-4196,,,2011-07-13T00:00:00.000Z,101,803.579902,31465.471502
53405,23,A,2,,76,, 23A  2     76,2694-33-1807,,,,101,492.146574,9113.008128
57917,12,J,2,,36,, 12J  2     36,2664-88-5082,,,2003-11-23T00:00:00.000Z,101,654.56335,7361.718019
53406,23,F,3,,1,, 23F  3      1,2693-05-2346,,,,101,643.328204,22579.530767
57278,96,A,1,,90,, 96A  1     90,2515-80-8387,,,2011-07-13T00:00:00.000Z,101,1712.250522,130818.718679
53407,23,F,1,,22,, 23F  1     22,2693-05-7375,,,,101,579.611822,18271.579094
57279,96,A,1,,89,, 96A  1     89,2515-80-9159,,,2011-07-13T00:00:00.000Z,101,1185.436026,63347.36345
57918,12,J,3,,4,, 12J  3      4,2664-88-8096,,,2003-11-23T00:00:00.000Z,101,602.055442,23534.840591
57280,96,A,1,,88,, 96A  1     88,2515-80-9076,,,2011-07-13T00:00:00.000Z,101,1100.051511,49492.389485
53408,20,Q,1,,5,, 20Q  1      5,2653-59-7334,,,,101,1533.409934,129236.945113
57919,12,J,2,,71,, 12J  2     71,2664-88-9114,,,2003-11-23T00:00:00.000Z,101,312.45616,3466.938665
57281,96,A,1,,87,, 96A  1     87,2515-70-5142,,,2011-07-13T00:00:00.000Z,101,1050.096626,39618.971505
53409,23,E,4,,24,, 23E  4     24,2693-59-7470,,,,101,993.03892,46711.821131
53410,22,C,6,4,12,, 22C  6  4  12,2683-19-3520,,,,101,456.277787,4658.297929
57920,11,C,1,,42,, 11C  1     42,2664-08-1110,,,,101,699.362842,28910.428216
57282,96,A,1,,73,, 96A  1     73,2514-88-3564,,,2011-07-13T00:00:00.000Z,101,1395.422082,88497.877189
53411,20,H,1,EQD,141,, 20H  1EQD 141,2663-09-6441,,,,101,671.382469,23412.761867
57921,17,A,1,,245,, 17A  1    245,3635-29-3949,,,2003-12-09T00:00:00.000Z,101,520.266933,16113.567531
57283,96,A,1,,70,, 96A  1     70,2514-88-2206,,,2011-07-13T00:00:00.000Z,101,1020.375758,41129.606074
53412,11,A,5,4,19,C, 11A  5  4  19C,2664-39-9063,,,,101,262.421929,2539.328764
57922,17,A,1,,305,, 17A  1    305,3636-20-6474,,,2003-12-09T00:00:00.000Z,101,508.071464,5828.852355
57923,17,A,1,,303,, 17A  1    303,3636-20-7339,,,2003-12-09T00:00:00.000Z,101,536.843528,6383.415215
57284,96,A,1,,69,, 96A  1     69,2514-88-1138,,,2011-07-13T00:00:00.000Z,101,861.500655,35288.69892
53413,11,A,6,2,20,, 11A  6  2  20,2664-48-9998,,,,101,614.88154,21564.499375
57924,17,A,1,,299,, 17A  1    299,3636-20-8441,,,2003-12-09T00:00:00.000Z,101,530.759619,6386.735312
57285,96,A,1,,68,, 96A  1     68,2514-88-0112,,,2011-07-13T00:00:00.000Z,101,732.87,28066.864266
53414,43,H,2, ,12, , 43H  2     12,2670-85-9854, , ,2003-12-23T00:00:00.000Z,101,1545.919071,98547.317474
57925,17,A,1,,297,, 17A  1    297,3636-20-8491,,,2003-12-09T00:00:00.000Z,101,519.089309,5252.434061
57286,83,A,45,,37,, 83A 45     37,2556-65-9466,,TAX EXEMPT,2004-01-23T00:00:00.000Z,202,2014.913837,204707.391141
53415,22,,A,,17,, 22   A     17,2684-31-1728,,,,101,1037.49911,66218.54921
57926,9,,A,,10,,  9   A     10,3627-80-2197,,,2003-12-03T00:00:00.000Z,101,3348.309646,692377.831089
57287,83,A,47,,13,, 83A 47     13,2556-33-3643,,,2004-01-22T00:00:00.000Z,101,1395.895913,94262.82366
53416,25,C,4,1,2,, 25C  4  1   2,3624-10-1189,,,2003-12-08T00:00:00.000Z,101,2206.516503,318193.249299
57288,11,A,4,11,3,, 11A  4 11   3,2664-19-8562,,,,101,610.262237,21395.496912
57927,8,,1,,14,C,  8   1     14C,3626-19-6770,,,2003-12-01T00:00:00.000Z,101,4923.3297,1124797.702489
57289,11,A,4,11,2,, 11A  4 11   2,2664-19-9572,,,,101,585.909953,18834.933549
57290,11,A,6,5,1,, 11A  6  5   1,2664-39-7794,,,,101,652.660913,24965.310069
53417,70,,A, ,14,A, 70   A     14A,2578-34-5199, ,,2004-01-20T00:00:00.000Z,101,1106.312426,60764.916463
57928,83,C,1,,16,, 83C  1     16,2546-48-6591,,,2004-02-02T00:00:00.000Z,101,1938.926614,156344.646212
53418,70,,A, ,14, , 70   A     14,2578-34-3284, ,,2004-01-20T00:00:00.000Z,101,990.377057,50939.372918
57291,12,,A,,45,A, 12   A     45A,2664-69-1507,,,2003-11-22T00:00:00.000Z,101,2980.350895,155791.540661
57929,83,B,11,,10,, 83B 11     10,2546-78-6868,,,2004-02-02T00:00:00.000Z,101,553.849609,15138.921906
