OBJECTID,MAPNO,INS,DC,BLK,LOT,SUBLOT,ACCOUNT,GPIN,CONDO_NAME,NOTES,CHGDATE,ParcelType,SHAPE_Length,SHAPE_Area
57142,20,,A,,109,, 20   A    109,2664-46-0055,,,2011-07-18T00:00:00.000Z,101,1146.583395,73848.727896
57719,12,J,11,,8,, 12J 11      8,2664-77-8824,,,2003-11-23T00:00:00.000Z,101,634.489185,23707.298724
57720,12,J,11,,4,, 12J 11      4,2664-78-4066,,,2003-11-23T00:00:00.000Z,101,535.875576,16688.387475
57143,20,,A,,104,A, 20   A    104A,2664-45-2847,,,,101,2170.910927,205819.663363
57721,13,C,6,,11,, 13C  6     11,2674-88-9056,,,2003-11-19T00:00:00.000Z,101,827.988069,39471.511487
53276,27,,A,,20,C, 27   A     20C,3633-90-6627,,,2010-04-01T00:00:00.000Z,101,1284.519835,87454.280974
57144,27,A,7,,21,, 27A  7     21,3644-23-4042,,,2003-12-04T00:00:00.000Z,101,727.497929,32303.77557
57722,13,C,6,,10,, 13C  6     10,2674-98-1056,,,2003-11-19T00:00:00.000Z,101,681.82832,24325.434195
53277,37,,A,,4,, 37   A      4,3632-77-7733,,,2004-01-05T00:00:00.000Z,101,16724.200646,5704861.199585
57145,26,,A,,47,F1, 26   A     47F1,3634-52-2509,,,2014-09-24T00:00:00.000Z,101,2757.601264,279873.82249
57723,12,J,10,,7,, 12J 10      7,2664-78-1027,,,2003-11-23T00:00:00.000Z,101,584.10985,20758.56485
57724,12,I,4,B,2,, 12I  4  B   2,2664-68-6039,,,2003-11-21T00:00:00.000Z,101,605.011087,20173.311417
57146,26,,A,,48,B, 26   A     48B,3634-52-8844,,,2003-12-15T00:00:00.000Z,101,1994.65934,181207.011492
57725,11,D,1,,84,, 11D  1     84,2665-21-1867,,,,101,631.455927,21929.190271
53278,23,,A,,93,B, 23   A     93B,2693-43-9276,,,2003-11-20T00:00:00.000Z,101,823.546613,41867.264282
57726,11,A,2,,12,, 11A  2     12,2665-21-7924,,,,101,483.391468,13821.969657
57727,12,H,2,1,7,, 12H  2  1   7,2665-41-6957,,,2003-11-21T00:00:00.000Z,101,486.733858,14734.028247
57147,26,,8,,4,, 26   8      4,3634-33-2110,,,2003-12-12T00:00:00.000Z,101,887.158215,42472.262172
57148,27,A,7,,11,, 27A  7     11,3644-33-2210,,,2003-12-04T00:00:00.000Z,101,542.026016,16264.507466
57728,12,H,2,1,11,, 12H  2  1  11,2665-41-2937,,,2003-11-21T00:00:00.000Z,101,528.28406,16038.514527
53279,9,B,3,,5,,  9B  3      5,3627-84-8321,,,2003-12-02T00:00:00.000Z,101,4096.673571,1047693.774746
57149,27,A,7,,10,, 27A  7     10,3644-33-3213,,,2003-12-04T00:00:00.000Z,101,562.136799,17664.866136
57729,12,H,2,1,13,, 12H  2  1  13,2665-41-0937,,,2003-11-21T00:00:00.000Z,101,558.956928,16951.839624
57150,25,C,9,2,9,, 25C  9  2   9,3614-73-5022,,,2003-12-09T00:00:00.000Z,101,2185.152878,237086.13655
57730,14,C,2,,5,, 14C  2      5,3604-29-3516,,,2003-11-18T00:00:00.000Z,101,890.936009,38680.850033
57151,27,A,7,,46,, 27A  7     46,3644-33-1848,,,2003-12-04T00:00:00.000Z,101,1012.111289,41451.71524
57731,11,A,4,8,18,, 11A  4  8  18,2664-29-3667,,,,101,825.002356,29866.989183
57152,24,B,1,,1,B, 24B  1      1B,3604-63-0986,,,2003-12-04T00:00:00.000Z,101,723.194223,26440.994753
53280,9,,A,,2,,  9   A      2,3627-92-5673,,,2003-12-03T00:00:00.000Z,101,3799.61301,755456.565415
57153,27,A,6,,3,, 27A  6      3,3644-43-3909,,,2003-12-04T00:00:00.000Z,101,652.995121,23888.849883
57732,11,C,1,,18,, 11C  1     18,2654-97-7981,,,,101,611.416645,20185.502717
57154,27,A,7,,53,, 27A  7     53,3644-33-0565,,,2003-12-04T00:00:00.000Z,101,494.630052,14663.009278
53281,35,D,2,,6,, 35D  2      6,3622-63-0186,,,2004-01-05T00:00:00.000Z,101,2935.768486,167517.503756
57733,12,J,1,,26,, 12J  1     26,2664-97-0969,,,2003-11-23T00:00:00.000Z,101,649.072037,26970.445038
57155,18,C,2,,35,, 18C  2     35,3644-09-6202,,,2003-12-01T00:00:00.000Z,101,624.705474,21400.592454
53282,21,,7,,3,E, 21   7      3E,2673-03-6256,,,2010-03-26T00:00:00.000Z,101,1907.053524,84398.526802
57734,12,I,7,,28,, 12I  7     28,2664-58-5001,,,2003-11-21T00:00:00.000Z,101,636.850801,25472.348601
57156,12,I,6,,9,, 12I  6      9,2664-69-3065,,,2003-11-21T00:00:00.000Z,101,610.32569,20626.312332
57735,15,A,6,,2,A, 15A  6      2A,3605-58-6029,,,2003-12-09T00:00:00.000Z,101,1542.280629,71713.84663
53283,21,K,3,,B,, 21K  3      B,2673-04-2061,,,2010-03-26T00:00:00.000Z,101,1214.09468,39942.984113
57157,11,C,2,,36,, 11C  2     36,2664-09-6036,,,,101,633.013925,22444.698702
57736,15,A,1,,9,B, 15A  1      9B,3605-69-7284,,,2003-12-09T00:00:00.000Z,101,593.437886,17991.884068
57737,15,,A,,180,, 15   A    180,3605-88-7914,,,2003-12-09T00:00:00.000Z,101,1765.216018,138994.216541
53284,21,K,3,,A,, 21K  3      A,2673-04-1069,,,2010-03-26T00:00:00.000Z,101,931.555385,27550.541802
57738,25,G,3,,1,, 25G  3      1,3623-37-9044,,,2003-12-09T00:00:00.000Z,101,2575.170646,268770.812554
57158,12,,A,,50,A, 12   A     50A,2664-69-2343,,,2003-11-22T00:00:00.000Z,101,603.553458,19785.342958
53285,21,,7,,3,D, 21   7      3D,2673-03-7353,,,2010-03-26T00:00:00.000Z,101,2073.293142,76335.331865
57159,11,A,4,11,4,, 11A  4 11   4,2664-19-7562,,,,101,596.12682,20208.880853
57739,27,,A,,34,, 27   A     34,3643-47-6979,,,2003-12-08T00:00:00.000Z,101,1096.317021,75061.704498
53286,24,,6,,7,B, 24   6      7B,3603-61-9321,,,2003-12-08T00:00:00.000Z,101,1516.624098,66561.591789
57740,25,,A,,10,A, 25   A     10A,3623-48-3219,,,2003-12-09T00:00:00.000Z,101,748.476086,31334.705701
57160,41,,A, ,63, , 41   A     63,2650-35-8014, , ,2003-12-29T00:00:00.000Z,101,7134.876782,1932401.335529
57741,25,C,7,1,8,, 25C  7  1   8,3613-78-4007,,,2003-12-08T00:00:00.000Z,101,2066.333773,224117.437887
53288,21,,A,,80,A, 21   A     80A,2664-81-8753,,,2007-08-06T00:00:00.000Z,101,4277.865129,373537.148712
57742,27,,A,,34,B, 27   A     34B,3643-48-7576,,,2003-12-08T00:00:00.000Z,101,866.05142,44214.180876
57161,42,A,4, ,4, , 42A  4      4,2660-51-8668, , ,2003-12-30T00:00:00.000Z,101,1133.088275,48289.961746
57743,27,,A,,34,A1, 27   A     34A1,3643-37-5733,,,2003-12-08T00:00:00.000Z,101,6772.689083,2039797.771284
57744,21,B,5,,19,, 21B  5     19,2664-70-4326,,,,101,714.244561,30537.652621
57163,27,,6,,E,, 27   6      E,3643-64-6093,,,2012-06-28T00:00:00.000Z,101,4380.926286,373031.675245
57745,20,H,5,EQD,155,, 20H  5EQD 155,2654-90-6398,,,,101,522.075105,13423.991547
57746,21,B,5,,1,, 21B  5      1,2664-70-9334,,,,101,699.757318,24818.799509
57164,20,H,1,NQD,153,A, 20H  1NQD 153A,2654-71-4927,,,,101,1258.912664,92465.229615
53289,21,,A,,80,, 21   A     80,2664-91-4836,,,2007-08-06T00:00:00.000Z,101,3866.066746,748078.300758
57747,20,E,9,1,20,, 20E  9  1  20,2664-00-7327,,,,101,612.467007,14393.126732
57165,20,H,1,NQD,153,, 20H  1NQD 153,2654-72-6055,,,,101,1282.796925,80135.5735
53290,21,A,7,,3,, 21A  7      3,2664-82-9776,,,,101,896.290078,34354.922116
57748,21,B,5,,27,, 21B  5     27,2664-70-1337,,,,101,760.997983,22676.049453
53291,21,,A,,57,, 21   A     57,2664-92-3413,,,2003-11-25T00:00:00.000Z,101,1227.057362,54111.540227
57166,20,H,1,NQD,131,, 20H  1NQD 131,2654-71-5688,,,,101,643.347718,22927.196535
57749,20,E,9,1,21,, 20E  9  1  21,2664-00-6480,,,,101,579.665526,10102.405079
53292,58,,A, ,27, , 58   A     27,3509-84-9979, ,,2004-02-04T00:00:00.000Z,101,8654.793932,3505904.637599
57750,22,C,6,1,9,, 22C  6  1   9,2684-20-4429,,,,101,383.542419,3797.781204
57751,22,C,6,2,10,, 22C  6  2  10,2684-20-1478,,,,101,467.92306,5714.675155
57167,20,H,1,NQD,132,, 20H  1NQD 132,2654-71-4750,,,,101,591.391278,20067.001899
53293,46,,A,,42,B, 46   A     42B,3620-17-1131,,,2006-04-09T00:00:00.000Z,101,2995.777538,519506.207327
57752,22,C,6,2,9,, 22C  6  2   9,2684-20-1449,,,,101,462.364025,4966.607554
57168,25,C,13,,5,, 25C 13      5,3624-65-5631,,,2003-12-08T00:00:00.000Z,101,2210.853211,242112.161105
57753,20,E,9,3,3,, 20E  9  3   3,2664-00-9590,,,,101,534.987198,11157.195648
57754,21,D,2,,58,, 21D  2     58,2674-00-9554,,,,101,562.025283,18282.027835
57169,25,C,1,,15,, 25C  1     15,3624-75-0719,,,2003-12-08T00:00:00.000Z,101,2134.646973,272796.995508
53294,46,,A,,42,C, 46   A     42C,3620-06-6659,,,2009-01-21T00:00:00.000Z,101,3710.482658,577847.783643
57755,21,D,2,,60,, 21D  2     60,2674-00-7544,,,,101,560.335124,17974.862472
57170,25,C,1,,14,, 25C  1     14,3624-76-4241,,,2003-12-08T00:00:00.000Z,101,2053.242302,239416.099122
57756,21,D,2,,63,, 21D  2     63,2674-00-4544,,,,101,585.797888,19169.760031
53295,46,,A,,44,, 46   A     44,3620-07-4377,,,2004-01-16T00:00:00.000Z,101,1310.21592,41501.405239
57757,21,B,5,,6,, 21B  5      6,2664-70-4690,,,,101,595.335179,19633.767947
57171,25,C,1,,11,, 25C  1     11,3624-76-5838,,,2003-12-08T00:00:00.000Z,101,3496.3791,520540.317052
53296,46,,A,,37,, 46   A     37,3620-05-6088,,,2011-01-04T00:00:00.000Z,101,1501.772907,121604.229373
57758,24,C,3,,2,, 24C  3      2,3603-36-8167,,,2003-12-04T00:00:00.000Z,101,764.513852,37273.637125
53297,32,,A, ,9,B, 32   A      9B,2682-39-6563, , ,,101,1139.894012,48590.777418
57759,24,C,2,,17,, 24C  2     17,3603-36-4261,,,2003-12-04T00:00:00.000Z,101,652.016664,23679.240045
57172,25,C,2,2,10,, 25C  2  2  10,3624-63-0912,,,2003-12-08T00:00:00.000Z,101,2422.06748,306696.656339
53298,32,,A, ,8, , 32   A      8,2682-39-4466, , ,,101,1507.013998,130771.120279
57760,24,C,3,,1,, 24C  3      1,3603-36-7236,,,2003-12-04T00:00:00.000Z,101,675.909859,26870.034698
57173,25,C,2,2,14,, 25C  2  2  14,3624-44-7293,,,2003-12-08T00:00:00.000Z,101,1981.158666,229018.28973
53299,49,,A,,35,A, 49   A     35A,3660-09-8908,,,2004-01-02T00:00:00.000Z,101,844.921099,38582.175237
57174,25,C,5,,9,, 25C  5      9,3624-43-1192,,,2003-12-08T00:00:00.000Z,101,2294.031268,276020.231255
57761,25,G,3,,3,A, 25G  3      3A,3623-46-5288,,,2003-12-09T00:00:00.000Z,101,1558.74734,148200.773119
57175,25,C,5,,10,, 25C  5     10,3624-43-4288,,,2003-12-08T00:00:00.000Z,101,2145.732442,231252.013503
57762,24,E,2,,10,, 24E  2     10,3613-26-1294,,,2003-12-05T00:00:00.000Z,101,1612.942476,131742.680779
53300,50,,A,,2,, 50   A      2,3660-48-1299,,,2003-12-31T00:00:00.000Z,101,21571.067579,12603490.550638
57763,26,,A,,16,B, 26   A     16B,3633-25-8867,,,2014-05-05T00:00:00.000Z,101,3548.457682,444793.755775
57176,25,,A,,11,B, 25   A     11B,3624-40-6050,,,2003-12-09T00:00:00.000Z,101,3972.352808,634967.09749
57764,24,C,2,,5,, 24C  2      5,3603-46-3437,,,2003-12-04T00:00:00.000Z,101,628.588017,21683.620024
57765,15,,A,,159,, 15   A    159,3615-05-1284,,,2003-12-09T00:00:00.000Z,101,2497.078339,342220.672991
57177,17,,A,,39,A, 17   A     39A,3634-34-2963,,,2003-12-12T00:00:00.000Z,101,1990.385728,149122.688401
57766,15,A,11,,39,, 15A 11     39,3605-68-7297,,,2003-12-09T00:00:00.000Z,101,702.710052,21137.838128
53301,,,,,,,,3603-69-3432,,NO REAL MATCH,,106,1257.51284,75250.471335
57178,18,D,2,,3,, 18D  2      3,3644-09-8323,,,2003-12-01T00:00:00.000Z,101,282.201357,2684.478109
57767,15,A,11,,7,, 15A 11      7,3605-58-9249,,,2003-12-09T00:00:00.000Z,101,332.802421,3289.709558
53303,24,,A,,62,, 24   A     62,3603-67-9797,,,2010-03-31T00:00:00.000Z,101,4151.480979,902298.436203
57179,32,P,1, ,17, , 32P  1     17,2682-82-5131, , ,2003-12-19T00:00:00.000Z,101,667.042384,26535.013741
57768,22,D,2,,1,, 22D  2      1,2683-38-2432,,,2003-11-19T00:00:00.000Z,101,927.893509,24653.097228
57180,17,A,1,,87,, 17A  1     87,3636-31-1145,,,2003-12-09T00:00:00.000Z,101,438.572785,6371.186096
57769,21,C,1,,10,, 21C  1     10,2663-88-8448,,,,101,661.478867,23512.269831
53304,24,,A,,63,, 24   A     63,3603-58-5614,,,2003-12-05T00:00:00.000Z,101,8354.836504,1598971.53318
57181,26,C,4,,3,, 26C  4      3,3634-34-3770,,,2003-12-12T00:00:00.000Z,101,1056.23416,45262.651468
57770,21,C,9,,15,, 21C  9     15,2663-98-6530,,,,101,591.161103,19069.669558
57771,22,D,2,,3,, 22D  2      3,2683-38-2419,,,2003-11-19T00:00:00.000Z,101,858.198657,10160.67477
57182,27,,A,,69,B, 27   A     69B,3644-24-2731,,,2003-12-05T00:00:00.000Z,101,925.927907,51610.739709
57772,21,B,6,,31,, 21B  6     31,2664-80-0581,,,,101,592.499369,19423.975
57773,22,D,2,,18,, 22D  2     18,2683-38-0801,,,2003-11-19T00:00:00.000Z,101,850.38382,9756.692078
53305,,,,,,,,3604-50-6517,,RAILROAD,2003-12-05T00:00:00.000Z,106,19328.977412,1085767.258515
57183,24,A,1,,8,A, 24A  1      8A,3604-65-9759,,,2003-12-04T00:00:00.000Z,101,228.278881,3135.868285
57774,20,H,10,WQD,B,, 20H 10WQD   B,2653-78-3869,,,,101,617.841674,21233.195225
57775,22,D,2,,19,, 22D  2     19,2683-28-9873,,,2003-11-19T00:00:00.000Z,101,854.551625,10785.384075
57184,26,,3,,2,, 26   3      2,3634-55-8060,,,2003-12-12T00:00:00.000Z,101,7170.862178,1134491.81656
57776,20,,2,,2,, 20   2      2,2653-58-1991,,,,101,802.091323,33983.683539
53306,24,,A,,37,, 24   A     37,3603-71-3808,,,2003-12-08T00:00:00.000Z,101,5638.717329,1383656.913795
57185,12,H,4,,21,, 12H  4     21,2665-41-4145,,,2003-11-21T00:00:00.000Z,101,513.647335,15795.901574
57777,20,H,7,SQD,C,, 20H  7SQD   C,2653-98-3816,,,,101,779.252124,22382.850638
57186,11,A,5,10,21,, 11A  5 10  21,2665-21-9261,,,,101,674.592482,22885.156767
57778,22,D,2,,23,, 22D  2     23,2683-28-9932,,,2003-11-19T00:00:00.000Z,101,853.510351,9607.195353
57779,20,H,1,WQD,118,, 20H  1WQD 118,2653-78-0984,,,,101,867.961153,42338.530913
53307,27,,A,,20,B, 27   A     20B,3632-79-1957,,,2004-01-09T00:00:00.000Z,101,10345.966573,4065643.276759
57187,11,D,1,,62,, 11D  1     62,2665-21-2189,,,,101,624.28946,22747.220776
57780,20,E,9,1,27,, 20E  9  1  27,2664-00-4549,,,,101,615.682443,12918.891421
53308,27,,A,,20,, 27   A     20,3633-90-0380,,,2010-04-01T00:00:00.000Z,101,2474.321782,324565.826959
57188,12,H,3,,31,, 12H  3     31,2665-51-4280,,,2003-11-21T00:00:00.000Z,101,676.91235,28510.681614
57781,20,H,17,,10,, 20H 17     10,2654-70-0667,,,,101,1203.488662,58704.079667
53309,37,,A,,2,, 37   A      2,3632-89-9450,,,2010-04-01T00:00:00.000Z,101,3029.839517,507852.553093
57189,12,H,3,,52,, 12H  3     52,2665-51-3213,,,2003-11-21T00:00:00.000Z,101,588.558133,21419.327063
57782,20,D,6,,24,, 20D  6     24,2664-50-7624,,,,101,665.891905,24688.920384
53310,27,,A,,20,D, 27   A     20D,3633-90-5523,,,2010-04-01T00:00:00.000Z,101,1359.382181,87590.78376
57190,11,D,1,,67,, 11D  1     67,2665-21-0311,,,,101,576.873774,18372.377522
57783,20,E,5,5,20,, 20E  5  5  20,2664-10-5646,,,,101,545.551155,6177.421308
57784,22,C,1,,10,A, 22C  1     10A,2684-20-9612,,,,101,1646.474032,117971.223589
57191,12,H,3,,18,, 12H  3     18,2665-50-3014,,,2003-11-21T00:00:00.000Z,101,531.972212,16447.449716
57785,20,H,14,,3,, 20H 14      3,2654-50-3657,,OUTSIDE OF COUNTY,,999,686.754612,25515.455033
53312,37,,A,,1,, 37   A      1,3632-78-0665,,,2004-01-09T00:00:00.000Z,101,9145.469129,2502873.885763
57193,12,H,5,,32,, 12H  5     32,2665-50-8290,,,2003-11-21T00:00:00.000Z,101,627.351081,22253.078947
57786,20,H,17,,9,, 20H 17      9,2654-70-1820,,,,101,1277.822119,60394.11162
53313,69,,A,,94,, 69   A     94,2557-97-8941,,,2004-01-16T00:00:00.000Z,101,2747.365745,200114.484722
57194,12,H,3,,20,, 12H  3     20,2665-50-3272,,,2003-11-21T00:00:00.000Z,101,519.562759,15704.381464
57787,20,H,1,NQD,115,, 20H  1NQD 115,2654-80-7751,,,,101,701.231592,13764.742614
57788,20,E,9,4,1,, 20E  9  4   1,2664-00-6708,,,,101,633.825529,21565.558807
53314,32,,A, ,132, , 32   A    132,2682-59-9280, , ,,101,5976.440324,1811364.337041
57195,11,D,1,,48,, 11D  1     48,2665-10-2200,,,,101,591.168051,19346.221761
57196,12,H,8,,9,, 12H  8      9,2665-60-1243,,,2003-11-21T00:00:00.000Z,101,598.16991,17453.689493
57789,20,E,9,3,18,, 20E  9  3  18,2664-00-9759,,,,101,531.159186,12515.087965
53315,32,,A, ,134, , 32   A    134,2682-69-9084, , ,2010-04-07T00:00:00.000Z,101,3555.855665,537362.797962
57197,11,D,1,,49,, 11D  1     49,2665-10-3203,,,,101,616.53822,21752.650698
57790,20,H,17,,15,, 20H 17     15,2654-60-7863,,,,101,655.76447,25156.742821
53316,21,B,6,,8,, 21B  6      8,2664-81-3940,,,,101,1483.955759,92754.022521
57791,21,B,4,,18,, 21B  4     18,2664-61-7018,,,,101,871.570568,32905.718973
53317,21,,A,,48,E, 21   A     48E,2664-72-2654,,,2010-04-07T00:00:00.000Z,101,3378.421068,440862.837789
57792,21,B,6,,16,, 21B  6     16,2664-81-5175,,,,101,515.006908,15552.758022
57198,12,H,3,,40,, 12H  3     40,2665-50-1391,,,2003-11-21T00:00:00.000Z,101,501.587917,15013.169319
57793,20,H,1,NQD,111,, 20H  1NQD 111,2654-80-9864,,,,101,508.95985,2796.463874
53318,21,,A,,48,D, 21   A     48D,2664-63-2399,,TAX EXEMPT,,202,706.712024,30233.307127
57199,12,H,8,,8,, 12H  8      8,2665-60-1390,,,2003-11-21T00:00:00.000Z,101,656.74277,20978.83676
57794,20,E,9,4,4,, 20E  9  4   4,2664-00-4858,,,,101,475.248493,10753.254006
57200,11,A,5,10,16,, 11A  5 10  16,2665-30-0637,,,,101,576.335498,17741.461874
53319,35,,A,,60,, 35   A     60,3612-56-9625,,,2004-01-06T00:00:00.000Z,101,6488.27126,1830126.285296
57795,20,H,15,,14,, 20H 15     14,2654-60-0899,,,,101,636.215194,25093.865359
57796,20,H,15,,13,, 20H 15     13,2654-60-2950,,,,101,551.688039,18165.020317
57203,36,,A,,15,N, 36   A     15N,3621-85-6567,,,2004-01-10T00:00:00.000Z,101,5745.91447,1131141.745526
57797,20,H,1,NQD,110,A, 20H  1NQD 110A,2654-90-0827,,,,101,504.193673,3310.333754
53320,35,,A,,2,, 35   A      2,3612-67-1961,,,2004-01-06T00:00:00.000Z,101,726.926656,19304.778427
57204,36,,A,,15,M, 36   A     15M,3621-86-8165,,,2004-01-10T00:00:00.000Z,101,5349.009302,408536.016784
57798,21,B,4,,22,, 21B  4     22,2664-60-3885,,,,101,772.573092,29677.30813
53321,35,,A,,60,B1, 35   A     60B1,3612-67-4666,,,2010-04-07T00:00:00.000Z,101,2102.069706,237277.877796
57799,20,E,A,,4,, 20E  A      4,2664-10-8789,,,,101,1294.790914,99182.955734
57205,36,,A,,15,F, 36   A     15F,3621-86-4764,,,2013-05-10T00:00:00.000Z,101,5323.802897,440968.555058
53322,35,,A,,61,, 35   A     61,3612-67-5758,,,2004-01-06T00:00:00.000Z,101,1780.242489,124846.48279
57206,43,,7, ,7, , 43   7      7,2681-11-8054, , ,2003-12-23T00:00:00.000Z,101,6949.906252,1935951.649516
53323,46,,A,,45,, 46   A     45,3620-07-1024,,,2004-01-16T00:00:00.000Z,101,2969.957469,523968.596887
57800,20,E,9,4,7,, 20E  9  4   7,2664-01-3000,,,,101,681.190884,28592.346921
57207,43,,A, ,81,E, 43   A     81E,2681-60-8393, ,TAX EXEMPT - PUMP STATION,2013-05-29T00:00:00.000Z,202,568.000545,16039.003562
53324,46,,A,,37,A, 46   A     37A,3620-14-2315,,,2004-01-16T00:00:00.000Z,101,5783.112474,190469.088528
57801,20,D,2,,2,, 20D  2      2,2664-30-8960,,,,101,1124.577043,47618.196956
53325,46,,A,,35,, 46   A     35,3620-23-1019,,,2006-04-27T00:00:00.000Z,101,6165.163228,1138285.892491
57208,26,A,5,,12,, 26A  5     12,3624-51-7091,,,2003-12-11T00:00:00.000Z,101,1622.002817,137727.325485
57802,20,E,9,4,12,, 20E  9  4  12,2664-01-5090,,,,101,453.742214,9030.714693
57803,25,,2,,1,A, 25   2      1A,3613-71-8765,,,2003-12-09T00:00:00.000Z,101,2516.360608,128691.335499
57209,26,,A,,3,, 26   A      3,3624-62-7026,,,2003-12-12T00:00:00.000Z,101,3093.479679,408884.244665
57804,27,,7,,2,, 27   7      2,3643-11-0810,,,2003-12-08T00:00:00.000Z,101,4528.54501,532487.17646
53326,46,,15,,3,, 46  15      3,3620-04-2235,,,2011-01-04T00:00:00.000Z,101,10608.142779,2402707.178912
57806,25,G,2,,G,, 25G  2      G,3623-66-0717,,,2003-12-09T00:00:00.000Z,101,4365.112833,856363.245504
57807,25,G,2,,H,, 25G  2      H,3623-57-5009,,,2003-12-09T00:00:00.000Z,101,4159.968236,787163.103628
53327,46,,A,,22,, 46   A     22,3620-32-1517,,,2004-01-16T00:00:00.000Z,101,1053.781807,64760.940829
57210,26,,A,,5,A, 26   A      5A,3624-61-2373,,,2003-12-12T00:00:00.000Z,101,1478.927866,107801.767428
57810,25,G,3,,4,, 25G  3      4,3623-56-4180,,,2003-12-09T00:00:00.000Z,101,2372.421919,295371.587718
57211,26,,A,,5,D, 26   A      5D,3624-51-6786,,,2005-11-17T00:00:00.000Z,101,3892.254789,586747.353663
57811,24,E,1,,7,A, 24E  1      7A,3613-26-5189,,,2003-12-05T00:00:00.000Z,101,1572.469078,49046.291162
57812,24,C,1,,1,, 24C  1      1,3603-36-2350,,,2003-12-04T00:00:00.000Z,101,634.940637,17224.019481
57212,32,D,5, ,5,A, 32D  5      5A,2681-68-6063, , ,2003-12-17T00:00:00.000Z,101,644.154369,19685.208929
53328,46,,A,,23,A, 46   A     23A,3620-20-8739,,,2004-01-16T00:00:00.000Z,101,13791.28628,7379157.043121
57813,24,C,2,,16,, 24C  2     16,3603-36-5363,,,2003-12-04T00:00:00.000Z,101,594.372522,20241.257862
57213,32,D,5, ,6, , 32D  5      6,2681-68-5063, , ,2013-06-06T00:00:00.000Z,101,771.02199,27892.926948
57814,24,C,2,,13,, 24C  2     13,3603-36-7585,,,2003-12-04T00:00:00.000Z,101,580.212172,19517.175331
57214,32,D,5, ,7, , 32D  5      7,2681-68-4064, , ,2003-12-17T00:00:00.000Z,101,887.308726,36586.507831
57215,68,,B,,2,, 68   B      2,2558-00-8862,,,2013-06-06T00:00:00.000Z,101,2014.786191,161332.537845
57815,25,G,3,,9,, 25G  3      9,3623-46-1245,,,2003-12-09T00:00:00.000Z,101,2244.289362,226802.966539
57816,21,D,2,,37,, 21D  2     37,2674-10-5440,,,,101,602.247956,20023.910168
57216,68,,B,,1,, 68   B      1,2558-01-8082,,,2013-06-06T00:00:00.000Z,101,2002.722065,159321.187404
57817,20,E,9,2,14,, 20E  9  2  14,2664-10-1358,,,,101,591.245187,16799.259202
57217,83,A,11,35,32,, 83A 11 35  32,2556-36-9651,,TAX EXEMPT,2004-01-22T00:00:00.000Z,202,390.773659,5365.97142
57818,20,E,9,2,17,, 20E  9  2  17,2664-10-4470,,,,101,480.975517,9630.770588
57218,83,A,11,35,30,, 83A 11 35  30,2556-36-9507,,TAX EXEMPT,2004-01-22T00:00:00.000Z,202,396.01003,5624.587599
57819,21,B,5,,2,, 21B  5      2,2664-70-8440,,,,101,629.410581,21058.24861
57820,22,C,6,2,16,, 22C  6  2  16,2684-20-3430,,,,101,489.587827,8886.746879
57219,20,A,6,,2,B, 20A  6      2B,2654-83-6840,,,,101,842.067703,43003.316369
57821,20,H,14,,18,, 20H 14     18,2654-60-2428,,,,101,605.672761,20805.654556
53329,27,,A,,17,, 27   A     17,3633-74-8910,,,2009-09-16T00:00:00.000Z,101,9718.03322,3128815.942834
57822,20,H,14,,17,, 20H 14     17,2654-60-3439,,,,101,617.28078,21986.641485
57220,43,C,1, ,1, , 43C  1      1,2680-26-5328, , ,2008-03-05T00:00:00.000Z,101,962.576012,51295.455038
57823,20,H,17,,11,, 20H 17     11,2654-70-0402,,,,101,920.862818,43562.434212
57221,43,,A, ,71, , 43   A     71,2680-26-9586, , ,2013-05-24T00:00:00.000Z,101,2688.767213,330774.592792
57824,20,E,9,2,21,, 20E  9  2  21,2664-10-3512,,,,101,489.330115,9698.080743
53330,32,,A, ,10, , 32   A     10,2682-49-0873, , ,,101,843.730487,41688.204566
57825,20,H,7,SQD,B,, 20H  7SQD   B,2653-98-3983,,,,101,721.277728,24771.462564
53331,32,,A, ,9,C, 32   A      9C,2682-49-0694, , ,,101,904.931704,50698.937663
57222,43,,A, ,86, , 43   A     86,2681-30-5995, , ,2003-12-29T00:00:00.000Z,101,1804.186575,151833.614198
57826,21,,A,,210,, 21   A    210,2673-29-0063,,,,101,1059.621203,59618.630882
53332,32,,A, ,9,D, 32   A      9D,2682-39-8489, , ,,101,890.2863,46417.698746
57827,21,D,6,C,2,, 21D  6  C   2,2673-09-6005,,,,101,898.399554,41213.311662
53333,32,,A, ,9,G, 32   A      9G,2682-39-8686, , ,,101,305.350526,5778.737365
57829,22,C,6,7,9,A, 22C  6  7   9A,2683-19-4293,,,2003-11-19T00:00:00.000Z,101,237.865258,1151.936415
57223,43,,10, ,F, , 43  10      F,2681-71-3116, ,TAX EXEMPT,2003-12-23T00:00:00.000Z,202,4499.043988,895182.739366
53334,32,,A, ,9,F, 32   A      9F,2682-39-8791, , ,,101,1586.163965,40905.843552
57830,22,D,2,,33,, 22D  2     33,2683-29-7174,,,2003-11-19T00:00:00.000Z,101,854.283496,11979.448328
57224,43,,A, ,89, , 43   A     89,2681-51-9717, , ,2003-12-23T00:00:00.000Z,101,5351.811385,1063374.810733
57831,22,D,2,,36,, 22D  2     36,2683-29-7241,,,2003-11-19T00:00:00.000Z,101,838.514924,10054.383424
