OBJECTID,FTR_CODE,ELEV,DEMO
48812,Residential Building,24.4,No
48813,Residential Building,38.5,No
48815,Residential Building,19.6,No
48816,Residential Building,38.5,No
48817,Other Building,27.909,No
48818,Garage,20.4,No
48819,Other Building,20.1,No
48821,Residential Building,32.5,No
48822,Residential Building,24.3,No
49001,Other Building,21.233,No
48823,Residential Building,20.4,No
49002,Residential Building,26.3,No
48824,Residential Building,23.4,No
49003,Other Building,20.947,No
48825,Residential Building,23.5,No
49004,Residential Building,26.1,No
48826,Other Building,21,No
49005,Residential Building,23.3,No
48827,Other Building,21.082,No
49006,Residential Building,24.9,No
48828,Residential Building,30.8,No
48829,Garage,22.4,No
49007,Residential Building,22.6,No
48831,Other Building,20.737,No
49008,Residential Building,24.7,No
48832,Residential Building,22.8,No
49009,Residential Building,24.2,No
48833,Other Building,19.2,No
49010,Residential Building,24.7,No
48834,Garage,22.6,No
49011,Residential Building,23.5,No
48835,Residential Building,22,No
48836,Residential Building,22.3,No
49012,Residential Building,23.3,No
49013,Residential Building,26.029,No
48837,Residential Building,24.6,No
49014,Other Building,20.257,No
48838,Residential Building,25.3,No
49015,Other Building,22,No
48839,Residential Building,21.5,No
49017,Residential Building,22,No
48840,Garage,21.8,No
49018,Residential Building,24.9,No
48841,Residential Building,22.2,No
49019,Residential Building,23,No
48842,Residential Building,23.7,No
49020,Residential Building,26.1,No
48843,Residential Building,32,No
49021,Residential Building,22.8,No
48845,Other Building,20.7,No
49022,Residential Building,24.7,No
48846,Residential Building,24,No
49023,Residential Building,24.6,No
48847,Residential Building,31.5,No
49024,Residential Building,44.922,No
48849,Residential Building,22.2,No
49025,Residential Building,33.3,No
48850,Residential Building,23.8,No
49026,Residential Building,24.1,No
48851,Residential Building,32.6,No
49027,Residential Building,24.5,No
48852,Residential Building,22.8,No
49029,Other Building,18.4,No
48853,Residential Building,24.4,No
49031,Other Building,20.542,No
48854,Residential Building,24.6,No
49032,Other Building,21.037,No
48855,Residential Building,13.427,No
49033,Residential Building,22.2,No
48856,Residential Building,21.4,No
49034,Residential Building,30,No
49036,Residential Building,21.3,No
48857,Other Building,24.76,No
48858,Residential Building,21.6,No
49037,Residential Building,21.7,No
48859,Residential Building,22.1,No
49039,Residential Building,22.4,No
48860,Residential Building,24.3,No
49040,Residential Building,22.4,No
48861,Residential Building,21.1,No
49041,Other Building,19.3,No
48862,Commercial / Industrial Building,31.2,No
49042,Other Building,23.89,No
48863,Residential Building,22.4,No
49043,Garage,22.4,No
48864,Other Building,19.2,No
49044,Other Building,21,No
48865,Institutional Building,0,No
49046,Other Building,20.3,No
49047,Residential Building,24,No
49048,Other Building,21.563,No
49049,Residential Building,22.1,No
49050,Garage,18.485,No
48866,Residential Building,23.1,No
49051,Residential Building,22.5,No
48867,Residential Building,24.9,No
49052,Residential Building,34.5,No
48868,Residential Building,21.7,No
49053,Other Building,18.262,No
48869,Residential Building,24.6,No
49054,Garage,22,No
48871,Residential Building,24.7,No
49055,Residential Building,22.6,No
48872,Other Building,19.9,No
49057,Residential Building,24.2,No
48873,Residential Building,24.1,No
48874,Residential Building,29.5,No
49058,Residential Building,24.8,No
48875,Garage,20.9,No
49059,Garage,27.7,No
48876,Residential Building,35.479,No
49060,Residential Building,39,No
48877,Residential Building,23.5,No
49061,Residential Building,25.1,No
48878,Residential Building,24,No
49062,Residential Building,24.1,No
48879,Residential Building,23.4,No
49064,Residential Building,22.9,No
48880,Residential Building,21.3,No
48881,Residential Building,23.8,No
49065,Residential Building,22.6,No
48882,Other Building,21.1,No
49066,Residential Building,21.7,No
48883,Garage,21.1,No
49067,Residential Building,38.1,No
48884,Residential Building,21.8,No
48885,Garage,21.1,No
49068,Other Building,21.8,No
48886,Residential Building,23.3,No
49069,Residential Building,23,No
48887,Residential Building,21.2,No
49071,Residential Building,22.7,No
48888,Other Building,18.5,No
49072,Residential Building,23.5,No
48890,Residential Building,24.4,No
49073,Garage,29.2,No
48891,Residential Building,21.9,No
49074,Garage,19.3,No
48892,Residential Building,24.9,No
49075,Residential Building,22.1,No
48893,Residential Building,24.4,No
49076,Other Building,16.7,No
48895,Garage,20,No
49077,Other Building,19.792,No
48896,Garage,21.9,No
49078,Residential Building,25.8,No
48897,Garage,20.4,No
49079,Residential Building,22.5,No
48898,Other Building,21.5,No
49081,Other Building,19.2,No
48899,Residential Building,24.7,No
49082,Residential Building,22.9,No
48900,Residential Building,20.4,No
49083,Residential Building,23.4,No
48901,Residential Building,24.6,No
49084,Garage,22.193,No
48902,Residential Building,22,No
49085,Residential Building,25.4,No
49086,Residential Building,23,No
48903,Residential Building,21.5,No
49087,Residential Building,23.9,No
48904,Garage,20.4,No
48905,Residential Building,21.2,No
49088,Residential Building,21.1,No
48906,Residential Building,24.3,No
48907,Garage,20.9,No
49089,Garage,22.8,No
48908,Residential Building,34.1,No
49090,Residential Building,21.6,No
48909,Residential Building,22.4,No
49091,Other Building,18.4,No
48910,Residential Building,23.8,No
49093,Residential Building,21.9,No
48911,Other Building,19.7,No
49094,Other Building,19.771,No
48912,Residential Building,24.3,No
49096,Garage,21.3,No
48913,Residential Building,25.5,No
49099,Commercial / Industrial Building,22.539,No
48914,Other Building,20.1,No
49100,Garage,24.154,No
48915,Residential Building,21.1,No
49101,Other Building,17.421,No
48916,Residential Building,21.2,No
49102,Residential Building,21.9,No
48917,Residential Building,21.7,No
49106,Residential Building,22.2,No
48918,Residential Building,20.2,No
49107,Residential Building,23.2,No
48920,Residential Building,32.7,No
49108,Other Building,22.449,No
48921,Residential Building,38.2,No
49109,Garage,23.886,No
49110,Residential Building,22.1,No
48923,Residential Building,17.4,No
49112,Commercial / Industrial Building,27,No
48925,Residential Building,21.8,No
49113,Residential Building,24.1,No
48926,Residential Building,29.154,No
49114,Residential Building,20.8,No
48927,Residential Building,22.1,No
49115,Other Building,19,No
48928,Garage,20.5,No
49116,Garage,20.4,No
48929,Residential Building,21.4,No
49117,Garage,21,No
49118,Residential Building,24.4,No
48930,Residential Building,22.3,No
48931,Residential Building,29.9,No
49120,Garage,21.9,No
49122,Residential Building,27.8,No
49123,Other Building,20.347,No
48932,Other Building,22.9,No
49124,Residential Building,23,No
48933,Residential Building,24,No
49125,Other Building,20.752,No
48935,Residential Building,29.7,No
49126,Garage,20.3,No
48936,Other Building,23.249,No
49127,Residential Building,23,No
48937,Other Building,18.1,No
49128,Residential Building,28,No
48939,Residential Building,22.4,No
49129,Residential Building,24.4,No
48940,Residential Building,23.1,No
49130,Residential Building,13.342,No
48941,Other Building,20.28,No
49131,Residential Building,24.2,No
48943,Garage,20,No
48944,Residential Building,23.2,No
49132,Residential Building,23.5,No
49133,Garage,23.609,No
48945,Residential Building,38.6,No
49134,Other Building,18,No
48946,Other Building,21,No
49135,Residential Building,39,No
48947,Residential Building,22.6,No
49136,Residential Building,21.014,No
48948,Residential Building,22.8,No
49137,Other Building,15.8,No
48949,Garage,20.2,No
49139,Other Building,20.888,No
48951,Other Building,19,No
49140,Garage,18.8,No
48952,Residential Building,33.7,No
49141,Residential Building,43.683,No
48953,Residential Building,21.8,No
49142,Residential Building,24.8,No
48954,Other Building,22.5,No
49143,Other Building,21.121,No
48955,Other Building,21.683,No
49144,Garage,19.2,No
48956,Residential Building,33.9,No
49145,Residential Building,19.6,No
48957,Residential Building,22.2,No
49146,Garage,20.6,No
48958,Garage,20.2,No
49147,Other Building,18.4,No
48959,Residential Building,25,No
49149,Residential Building,26.7,No
48960,Other Building,17.2,No
49150,Other Building,21.4,No
48961,Residential Building,22.6,No
49151,Residential Building,22.6,No
48962,Residential Building,25.3,No
49152,Residential Building,23.9,No
48963,Residential Building,22.2,No
49153,Residential Building,24,No
48964,Residential Building,21.6,No
49154,Residential Building,24.8,No
48965,Other Building,19.972,No
49156,Other Building,20.5,No
48966,Garage,19.8,No
49157,Other Building,25.106,No
48967,Residential Building,40.491,No
49158,Residential Building,23.7,No
48968,Residential Building,22.3,No
49159,Residential Building,24.1,No
48969,Residential Building,24.2,No
49160,Other Building,20.797,No
48970,Residential Building,21.5,No
49162,Residential Building,22.9,No
48971,Residential Building,32.9,No
49163,Residential Building,24.1,No
48972,Residential Building,22.8,No
49164,Garage,20.4,No
48973,Garage,19.3,No
48974,Residential Building,22.1,No
49165,Other Building,20.1,No
48975,Residential Building,24.9,No
49166,Other Building,15.8,No
48977,Other Building,23,No
49168,Other Building,19,No
48978,Residential Building,25.6,No
49169,Residential Building,24,No
48979,Residential Building,22.9,No
49171,Residential Building,24.2,No
48980,Residential Building,25.9,No
49173,Residential Building,24.229,No
48981,Residential Building,33.4,No
49175,Residential Building,21.8,No
48982,Residential Building,22.9,No
49176,Residential Building,22,No
48983,Garage,21.8,No
49177,Residential Building,24.4,No
48984,Residential Building,23.8,No
49178,Other Building,21.353,No
48985,Residential Building,23.3,No
49180,Residential Building,35.2,No
48986,Garage,21.6,No
49181,Residential Building,26.1,No
48987,Residential Building,24.8,No
49182,Residential Building,33.8,No
48988,Residential Building,35.1,No
49183,Other Building,22.4,No
48989,Residential Building,24.9,No
49184,Other Building,22,No
48990,Other Building,25.6,No
49185,Residential Building,22.1,No
48991,Residential Building,21.7,No
49187,Residential Building,35.1,No
48992,Residential Building,21.1,No
49188,Residential Building,38.7,No
48993,Commercial / Industrial Building,23.6,No
49189,Residential Building,22.4,No
48994,Other Building,24.325,No
48995,Residential Building,32.1,No
49191,Other Building,19.987,No
49192,Other Building,20.602,No
48996,Residential Building,23.8,No
49193,Garage,18.4,No
48997,Residential Building,36.049,No
49194,Residential Building,26.8,No
48998,Other Building,20.8,No
49195,Residential Building,23.5,No
48999,Garage,19.2,No
49196,Commercial / Industrial Building,27,No
49000,Garage,19.9,No
49197,Residential Building,22.2,No
48387,Residential Building,25.7,No
49198,Residential Building,26.5,No
48417,Residential Building,27.642,No
49200,Garage,21.1,No
48448,Residential Building,24.5,No
49201,Residential Building,24.3,No
48510,Residential Building,25.1,No
49202,Residential Building,23.7,No
48583,Residential Building,22.9,No
49203,Other Building,20.4,No
48651,Residential Building,23.9,No
49204,Other Building,24.884,No
48632,Residential Building,23.3,No
49205,Garage,23.1,No
48848,Residential Building,24.5,No
49206,Residential Building,24.3,No
48064,Residential Building,12.315,No
49208,Other Building,23.4,No
49209,Residential Building,24.4,No
48303,Residential Building,21.7,No
49210,Residential Building,30.3,No
48386,Residential Building,23.5,No
49211,Residential Building,24.3,No
48546,Residential Building,12.744,No
48679,Residential Building,27.704,No
49212,Residential Building,23.1,No
48708,Other Building,23.653,No
49213,Residential Building,21.1,No
48745,Garage,20,No
49217,Residential Building,21,No
48798,Residential Building,22.9,No
49218,Other Building,25.551,No
48773,Residential Building,22.2,No
49219,Residential Building,33.043,No
48762,Residential Building,21.9,No
49220,Residential Building,23.8,No
48774,Residential Building,23.5,No
49221,Residential Building,23,No
48713,Other Building,20.1,No
49222,Residential Building,21.2,No
48705,Residential Building,20.6,No
48672,Garage,20.9,No
49223,Garage,21.2,No
48635,Residential Building,20.5,No
49224,Residential Building,22.8,No
48532,Residential Building,20.8,No
49225,Residential Building,24,No
48535,Residential Building,25.6,No
49226,Garage,22.2,No
48436,Residential Building,20.1,No
49227,Residential Building,22.6,No
48424,Residential Building,21.1,No
49228,Garage,18.7,No
48385,Residential Building,20.5,No
49230,Residential Building,41.35,No
49231,Other Building,23,No
48404,Residential Building,20.9,No
49232,Garage,19.5,No
48315,Residential Building,20.6,No
49234,Residential Building,23,No
48237,Residential Building,20.5,No
49235,Other Building,20.452,No
48207,Residential Building,19.6,No
49236,Residential Building,23.2,No
48165,Residential Building,20.7,No
49237,Residential Building,23.5,No
48171,Residential Building,22,No
49238,Residential Building,28.4,No
48177,Residential Building,21.4,No
49240,Other Building,21.143,No
48183,Residential Building,20.6,No
49241,Residential Building,22.7,No
48205,Residential Building,21.4,No
49242,Residential Building,20.1,No
48206,Residential Building,21.1,No
49243,Residential Building,21.2,No
48238,Residential Building,23.4,No
49244,Other Building,21.052,No
