OBJECTID,STFID,GROUP_NO,TRACT,BLOCK,BLOCK_GROUP,FULLSTFID,SHAPEarea,SHAPElen
326,0444021002,1,044402,1002,0444021,518100444021002,4481.5026,273.042917
3024,0406002015,2,040600,2015,0406002,518100406002015,40292.194592,889.458756
327,0444022002,2,044402,2002,0444022,518100444022002,151141.946726,2450.989464
328,0462152007,2,046215,2007,0462152,518100462152007,31797.564016,1094.259125
3025,0422022009,2,042202,2009,0422022,518100422022009,299343.113369,3277.602443
329,0426001006,1,042600,1006,0426001,518100426001006,144864.864382,2035.981724
3026,0430012021,2,043001,2021,0430012,518100430012021,23661.973888,642.389128
330,0430013010,3,043001,3010,0430013,518100430013010,80148.632302,2637.459405
3027,0460021004,1,046002,1004,0460021,518100460021004,81664.860139,1151.930792
331,0462053003,3,046205,3003,0462053,518100462053003,8158.196271,460.196734
332,0420003012,3,042000,3012,0420003,518100420003012,74914.327039,1258.62202
3028,0430013018,3,043001,3018,0430013,518100430013018,6766.658531,398.643547
333,0462051012,1,046205,1012,0462051,518100462051012,37864.878222,899.220737
3029,0404021004,1,040402,1004,0404021,518100404021004,5094.054363,296.245134
334,0422012012,2,042201,2012,0422012,518100422012012,61022.56232,1016.657149
3030,0462151008,1,046215,1008,0462151,518100462151008,194276.537829,1826.45586
335,0462162008,2,046216,2008,0462162,518100462162008,13062.342043,463.682731
336,0460094007,4,046009,4007,0460094,518100460094007,56050.516717,1094.0891
3031,0460111007,1,046011,1007,0460111,518100460111007,80518.938604,2398.889374
337,0440012010,2,044001,2010,0440012,518100440012010,11475.430609,905.019754
3032,0410044008,4,041004,4008,0410044,518100410044008,29593.171192,701.78671
338,0448051007,1,044805,1007,0448051,518100448051007,1858.873931,177.904692
3033,0410034001,4,041003,4001,0410034,518100410034001,38905.236382,928.253908
339,0424003007,3,042400,3007,0424003,518100424003007,44601.331008,1029.634148
3034,0408024000,4,040802,4000,0408024,518100408024000,1485783.683705,7364.95289
340,0462041018,1,046204,1018,0462041,518100462041018,26512.30527,665.797368
341,0446003003,3,044600,3003,0446003,518100446003003,31737.445485,778.122419
3035,0456023006,3,045602,3006,0456023,518100456023006,104898.393565,1401.719764
342,0448073002,3,044807,3002,0448073,518100448073002,19278.075496,564.512857
343,0410043016,3,041004,3016,0410043,518100410043016,27450.301472,709.375051
3036,0436001003,1,043600,1003,0436001,518100436001003,16394.199172,515.442152
344,0416004010,4,041600,4010,0416004,518100416004010,170524.197208,1845.858734
3037,0426001004,1,042600,1004,0426001,518100426001004,44262.575294,1111.53162
345,0440011009,1,044001,1009,0440011,518100440011009,71479.086076,1292.207604
3038,0428015007,5,042801,5007,0428015,518100428015007,12483.101887,451.180893
346,0454053001,3,045405,3001,0454053,518100454053001,190904.736725,1553.298989
3039,0426001011,1,042600,1011,0426001,518100426001011,9126.268571,442.48169
3040,0400001998,1,040000,1998,0400001,518100400001998,15438.471284,715.123006
347,0404031999,1,040403,1999,0404031,518100404031999,133194.525517,3768.895322
3041,0412002011,2,041200,2011,0412002,518100412002011,44157.587609,990.239628
233,0440025998,5,044002,5998,0440025,518100440025998,15176.402917,939.295179
3042,0460084004,4,046008,4004,0460084,518100460084004,28206.440398,643.70131
234,0440021035,1,044002,1035,0440021,518100440021035,5797.471047,315.331419
3043,0464002008,2,046400,2008,0464002,518100464002008,2216220.630313,6595.847334
235,0448061003,1,044806,1003,0448061,518100448061003,13003.881139,443.912845
236,0440026996,6,044002,6996,0440026,518100440026996,60751.426365,2093.388884
3044,0456012011,2,045601,2011,0456012,518100456012011,18384.409286,607.704635
237,0440022020,2,044002,2020,0440022,518100440022020,26933.499157,680.282093
3045,0428011019,1,042801,1019,0428011,518100428011019,17422.199911,559.600706
238,0436001033,1,043600,1033,0436001,518100436001033,7560.379054,370.438294
3046,0454151000,1,045415,1000,0454151,518100454151000,272847.363301,3308.974557
239,0454102008,2,045410,2008,0454102,518100454102008,15948.18336,500.041499
3047,0456022027,2,045602,2027,0456022,518100456022027,25370.184366,675.01786
240,0420003006,3,042000,3006,0420003,518100420003006,123906.278264,2105.429842
3048,0460092011,2,046009,2011,0460092,518100460092011,38490.578524,1020.822455
241,0460093006,3,046009,3006,0460093,518100460093006,24816.088054,870.391658
3049,0446004010,4,044600,4010,0446004,518100446004010,64033.549388,1238.681759
389,0458061006,1,045806,1006,0458061,518100458061006,93238.587204,1219.02106
3050,0448072009,2,044807,2009,0448072,518100448072009,15249.584572,496.390072
3051,0454082001,2,045408,2001,0454082,518100454082001,6913207.145834,13047.416489
390,0454121035,1,045412,1035,0454121,518100454121035,71431.464512,1376.055486
391,0458032013,2,045803,2013,0458032,518100458032013,65972.067984,1110.494856
392,0460101005,1,046010,1005,0460101,518100460101005,26421.497666,694.985522
3052,0456011999,1,045601,1999,0456011,518100456011999,727179.843489,19570.581355
393,0464001023,1,046400,1023,0464001,518100464001023,6126.692484,350.90578
394,0408014002,4,040801,4002,0408014,518100408014002,52008.667257,1275.600587
395,0460094019,4,046009,4019,0460094,518100460094019,25696.135565,705.488562
396,0462052000,2,046205,2000,0462052,518100462052000,622725.698389,5641.515037
3053,0436001002,1,043600,1002,0436001,518100436001002,16293.288291,512.091156
3054,0454121026,1,045412,1026,0454121,518100454121026,39711.030647,927.38537
397,0460021014,1,046002,1014,0460021,518100460021014,16615.564225,540.983465
3055,0462181003,1,046218,1003,0462181,518100462181003,280347.185243,2244.565946
398,0440023030,3,044002,3030,0440023,518100440023030,29403.892462,702.936059
3056,0464002000,2,046400,2000,0464002,518100464002000,400369.388342,4128.44877
399,0428021006,1,042802,1006,0428021,518100428021006,65999.57317,1066.826223
3057,0444011019,1,044401,1019,0444011,518100444011019,149517.403889,1918.624643
400,0418013999,3,041801,3999,0418013,518100418013999,12299.430049,477.594597
401,0440027002,7,044002,7002,0440027,518100440027002,4526.775334,278.052891
3058,0444022010,2,044402,2010,0444022,518100444022010,23839.013448,668.966672
457,0404042014,2,040404,2014,0404042,518100404042014,33958.077105,750.342565
3059,0438002008,2,043800,2008,0438002,518100438002008,183644.104898,3181.33414
458,0450001008,1,045000,1008,0450001,518100450001008,85007.945284,1356.080195
3060,0422012015,2,042201,2015,0422012,518100422012015,56145.581228,951.947496
459,0440011010,1,044001,1010,0440011,518100440011010,125899.441001,1623.986005
3061,0404032016,2,040403,2016,0404032,518100404032016,30965.428699,1586.797631
460,0460051000,1,046005,1000,0460051,518100460051000,786782.469082,7427.949381
3062,0410022013,2,041002,2013,0410022,518100410022013,8783.187282,445.29032
3063,0454071015,1,045407,1015,0454071,518100454071015,60594.126993,1093.932749
461,0446004011,4,044600,4011,0446004,518100446004011,138840.44519,1996.235056
3064,0454103001,3,045410,3001,0454103,518100454103001,5745980.553791,14084.939328
462,0460054000,4,046005,4000,0460054,518100460054000,701877.494854,4956.213961
463,0454103004,3,045410,3004,0454103,518100454103004,108618.560587,1280.731892
464,0442004012,4,044200,4012,0442004,518100442004012,4665.870007,282.533852
3065,0426001005,1,042600,1005,0426001,518100426001005,59211.680933,1363.687602
465,0440026024,6,044002,6024,0440026,518100440026024,23579.572841,650.526274
3066,0454142002,2,045414,2002,0454142,518100454142002,69277.928566,1227.667276
466,0448051000,1,044805,1000,0448051,518100448051000,10507.537111,730.883854
3067,0458012001,2,045801,2001,0458012,518100458012001,187035.820727,2893.839356
467,0416004000,4,041600,4000,0416004,518100416004000,147474.054996,2069.394644
468,0442004003,4,044200,4003,0442004,518100442004003,19287.768595,600.990584
3068,0444012012,2,044401,2012,0444012,518100444012012,55160.84963,1072.225248
469,0430014006,4,043001,4006,0430014,518100430014006,99246.780147,1315.897763
3069,0430012011,2,043001,2011,0430012,518100430012011,16420.739132,798.090074
470,0460087001,7,046008,7001,0460087,518100460087001,22128.412213,731.72928
3070,0448074002,4,044807,4002,0448074,518100448074002,28097.940823,733.520446
471,0446003022,3,044600,3022,0446003,518100446003022,95027.584699,1228.550138
3071,0460081002,1,046008,1002,0460081,518100460081002,31483.988424,1086.771563
472,0428015001,5,042801,5001,0428015,518100428015001,41807.114985,1071.068009
3072,0410043018,3,041004,3018,0410043,518100410043018,27949.488074,714.271531
473,0454143006,3,045414,3006,0454143,518100454143006,26174.581771,667.478768
3073,0410021009,1,041002,1009,0410021,518100410021009,22697.894148,724.846314
474,0434002025,2,043400,2025,0434002,518100434002025,39931.94082,834.654382
3074,0448053007,3,044805,3007,0448053,518100448053007,127356.480279,1501.359662
3075,0428011007,1,042801,1007,0428011,518100428011007,49654.869019,1179.615673
475,0402003006,3,040200,3006,0402003,518100402003006,230521.883482,2546.339907
3076,0454121010,1,045412,1010,0454121,518100454121010,95580.406357,1868.054621
476,0410031004,1,041003,1004,0410031,518100410031004,32504.614188,872.530774
3077,0444011002,1,044401,1002,0444011,518100444011002,95295.974939,1252.04292
477,0424001010,1,042400,1010,0424001,518100424001010,48154.091525,1105.426999
3497,0454181002,1,045418,1002,0454181,518100454181002,34528.268742,765.847289
478,0418021031,1,041802,1031,0418021,518100418021031,13373.708695,494.983814
3498,0458071000,1,045807,1000,0458071,518100458071000,48105.244222,926.270947
479,0462155002,5,046215,5002,0462155,518100462155002,16633.147806,686.567929
3499,0454144002,4,045414,4002,0454144,518100454144002,420378.118615,2967.403248
480,0416001008,1,041600,1008,0416001,518100416001008,11165.182261,625.263282
3500,0454171000,1,045417,1000,0454171,518100454171000,877131.753497,5973.037019
481,0404033010,3,040403,3010,0404033,518100404033010,45174.521407,1127.669807
482,0462042039,2,046204,2039,0462042,518100462042039,941.310405,176.130505
3501,0404032007,2,040403,2007,0404032,518100404032007,26730.502942,711.645247
483,0454101999,1,045410,1999,0454101,518100454101999,53519.095255,3385.759625
3502,0428013005,3,042801,3005,0428013,518100428013005,32154.983526,874.961334
484,0436002012,2,043600,2012,0436002,518100436002012,26566.483329,754.237739
3503,0464001018,1,046400,1018,0464001,518100464001018,3597080.017581,8175.931832
485,0462061002,1,046206,1002,0462061,518100462061002,51886.174257,1159.693311
486,0458011001,1,045801,1001,0458011,518100458011001,47713.208841,1144.812798
3504,0424004001,4,042400,4001,0424004,518100424004001,30317.885999,805.828602
487,0442001019,1,044200,1019,0442001,518100442001019,58751.271208,1438.807851
3505,0426002022,2,042600,2022,0426002,518100426002022,17036.503526,523.800904
488,0460062012,2,046006,2012,0460062,518100460062012,34768.94745,821.2352
3506,0424001016,1,042400,1016,0424001,518100424001016,15581.870039,706.830637
489,0458011008,1,045801,1008,0458011,518100458011008,170947.55766,1665.209468
3078,0462132000,2,046213,2000,0462132,518100462132000,1039749.386232,12346.577507
490,0454191012,1,045419,1012,0454191,518100454191012,21074.68356,583.252324
491,0456012014,2,045601,2014,0456012,518100456012014,28490.43799,781.670477
492,0418022001,2,041802,2001,0418022,518100418022001,22724.304808,631.023396
493,0460052004,2,046005,2004,0460052,518100460052004,631350.028849,3964.583789
3079,0430013019,3,043001,3019,0430013,518100430013019,6596.313624,394.565916
494,0438004025,4,043800,4025,0438004,518100438004025,8517.67591,384.256842
3080,0412002043,2,041200,2043,0412002,518100412002043,66869.847688,1260.132243
495,0410022010,2,041002,2010,0410022,518100410022010,26069.557305,744.773724
3081,0444012013,2,044401,2013,0444012,518100444012013,61050.054527,1129.312107
496,0462041030,1,046204,1030,0462041,518100462041030,18760.20488,842.174303
3082,0446004013,4,044600,4013,0446004,518100446004013,33616.34262,835.292051
497,0436001028,1,043600,1028,0436001,518100436001028,12724.52217,465.434607
498,0460062013,2,046006,2013,0460062,518100460062013,55303.580111,992.339914
3083,0406001008,1,040600,1008,0406001,518100406001008,145307.139139,1983.281513
499,0454143003,3,045414,3003,0454143,518100454143003,20978.679163,568.237066
3084,0410044011,4,041004,4011,0410044,518100410044011,14798.876513,503.609962
500,0418022007,2,041802,2007,0418022,518100418022007,32120.282628,859.868108
3085,0462186002,6,046218,6002,0462186,518100462186002,73758.099963,1139.988262
501,0434002004,2,043400,2004,0434002,518100434002004,41749.439325,861.022367
3086,0454174007,4,045417,4007,0454174,518100454174007,82510.17839,1381.315969
502,0454192001,2,045419,2001,0454192,518100454192001,6590.995708,330.472675
3087,0404033002,3,040403,3002,0404033,518100404033002,22444.398391,1050.187799
503,0434001001,1,043400,1001,0434001,518100434001001,21020.114156,580.328269
3088,0454202004,2,045420,2004,0454202,518100454202004,128526.561224,1466.075985
504,0462192000,2,046219,2000,0462192,518100462192000,285737.800197,3015.937425
505,0462112004,2,046211,2004,0462112,518100462112004,95446.428526,1557.013163
3089,0438004000,4,043800,4000,0438004,518100438004000,56996.740765,1359.054845
506,0454121007,1,045412,1007,0454121,518100454121007,38469.474618,821.610766
3090,0418023004,3,041802,3004,0418023,518100418023004,26027.318336,715.699943
507,0422021004,1,042202,1004,0422021,518100422021004,40717.450765,1003.735321
3091,0454192008,2,045419,2008,0454192,518100454192008,42065.498342,815.791166
508,0462186004,6,046218,6004,0462186,518100462186004,18618.288909,548.04197
3092,0416001013,1,041600,1013,0416001,518100416001013,31082.774248,855.279218
509,0460063000,3,046006,3000,0460063,518100460063000,37417.710733,806.067984
3093,0460061008,1,046006,1008,0460061,518100460061008,28819.730052,760.472767
414,0446003015,3,044600,3015,0446003,518100446003015,9984.682761,465.755938
3094,0420001012,1,042000,1012,0420001,518100420001012,102117.750822,1595.959334
415,0462187006,7,046218,7006,0462187,518100462187006,33728.094937,737.822117
3095,0464002009,2,046400,2009,0464002,518100464002009,4590989.542052,14649.02023
416,0438004012,4,043800,4012,0438004,518100438004012,68045.880973,1163.433554
417,0430011019,1,043001,1019,0430011,518100430011019,15663.228812,503.608212
418,0424004008,4,042400,4008,0424004,518100424004008,32363.548746,825.658212
3096,0462144002,4,046214,4002,0462144,518100462144002,64468.589271,1330.061663
419,0440027001,7,044002,7001,0440027,518100440027001,11127.623607,530.924626
3097,0448071001,1,044807,1001,0448071,518100448071001,24663.673686,703.287663
420,0440026014,6,044002,6014,0440026,518100440026014,62955.603792,2184.1856
3098,0462143000,3,046214,3000,0462143,518100462143000,402012.468664,3323.621502
421,0462073003,3,046207,3003,0462073,518100462073003,32209.238545,806.31519
3507,0454202007,2,045420,2007,0454202,518100454202007,19171.688097,586.830909
422,0454172012,2,045417,2012,0454172,518100454172012,11461.730236,486.004966
3508,0454103009,3,045410,3009,0454103,518100454103009,179305.657897,1834.050613
423,0412002054,2,041200,2054,0412002,518100412002054,37287.61987,879.994377
424,0440024028,4,044002,4028,0440024,518100440024028,40772.195986,1207.241897
3509,0418023005,3,041802,3005,0418023,518100418023005,32883.799647,819.110936
425,0454102029,2,045410,2029,0454102,518100454102029,49157.538597,865.358838
3510,0410041007,1,041004,1007,0410041,518100410041007,37478.091394,832.900889
3511,0462041014,1,046204,1014,0462041,518100462041014,64419.198766,1165.333145
426,0418021010,1,041802,1010,0418021,518100418021010,49051.553943,1377.892062
3512,0462041013,1,046204,1013,0462041,518100462041013,104337.217277,2080.448939
427,0446002001,2,044600,2001,0446002,518100446002001,153040.746128,1934.599711
428,0422013007,3,042201,3007,0422013,518100422013007,20854.708502,641.890934
3513,0444024002,4,044402,4002,0444024,518100444024002,100405.254019,1378.725449
429,0412002023,2,041200,2023,0412002,518100412002023,119278.994485,2406.214464
3514,0412003007,3,041200,3007,0412003,518100412003007,94850.994054,1415.734925
375,0440026000,6,044002,6000,0440026,518100440026000,78234.172367,1475.484656
3515,0402003003,3,040200,3003,0402003,518100402003003,191874.600941,2701.821069
376,0438002004,2,043800,2004,0438002,518100438002004,32075.648417,737.647839
3516,0412002056,2,041200,2056,0412002,518100412002056,35827.116236,862.606182
377,0450001001,1,045000,1001,0450001,518100450001001,1809645.674659,6947.555155
3517,0000000998,0,000000,0998,0000000,518100000000998,133513826.839572,46823.320443
3518,0414001027,1,041400,1027,0414001,518100414001027,105878.296648,2661.322919
378,0432001003,1,043200,1003,0432001,518100432001003,620205.407561,4669.811933
3519,0460101011,1,046010,1011,0460101,518100460101011,48725.203795,1177.12035
379,0414002006,2,041400,2006,0414002,518100414002006,69913.487933,1301.788575
380,0462184009,4,046218,4009,0462184,518100462184009,65340.154797,1017.057755
3520,0462051013,1,046205,1013,0462051,518100462051013,12539.733069,458.562231
381,0418024024,4,041802,4024,0418024,518100418024024,103294.856219,2184.641293
3521,0442003003,3,044200,3003,0442003,518100442003003,23417.712307,683.562797
382,0430012040,2,043001,2040,0430012,518100430012040,17731.623969,636.997891
3522,0430012996,2,043001,2996,0430012,518100430012996,12542.37807,533.397524
383,0418011015,1,041801,1015,0418011,518100418011015,133539.863887,2901.083689
3848,0418024021,4,041802,4021,0418024,518100418024021,37856.74608,825.013711
3849,0412002037,2,041200,2037,0412002,518100412002037,392521.032418,5118.696531
384,0462192006,2,046219,2006,0462192,518100462192006,122881.118556,1765.00222
3850,0446001004,1,044600,1004,0446001,518100446001004,76838.589042,1149.739679
385,0416003007,3,041600,3007,0416003,518100416003007,38206.704255,913.650091
3851,0440025011,5,044002,5011,0440025,518100440025011,12520.539611,461.426868
386,0462163003,3,046216,3003,0462163,518100462163003,134182.084143,1531.868667
3852,0420001000,1,042000,1000,0420001,518100420001000,829215.610475,8358.448136
387,0440022029,2,044002,2029,0440022,518100440022029,22973.097254,693.45124
388,0404042018,2,040404,2018,0404042,518100404042018,72268.749544,1313.100635
3853,0462162007,2,046216,2007,0462162,518100462162007,25440.561712,718.250731
450,0426002007,2,042600,2007,0426002,518100426002007,20449.421584,614.888889
3854,0448062008,2,044806,2008,0448062,518100448062008,46158.465286,859.392005
451,0458061003,1,045806,1003,0458061,518100458061003,24322.673101,605.451799
3855,0412003016,3,041200,3016,0412003,518100412003016,22568.875542,645.711064
452,0440026997,6,044002,6997,0440026,518100440026997,141859.409681,3781.597793
3856,0440024998,4,044002,4998,0440024,518100440024998,3297.432693,257.345939
453,0444012007,2,044401,2007,0444012,518100444012007,74219.995844,1414.482578
3857,0430021008,1,043002,1008,0430021,518100430021008,16110.915158,575.95013
3858,0438001011,1,043800,1011,0438001,518100438001011,100727.800965,2159.664301
454,0422012022,2,042201,2022,0422012,518100422012022,30381.357076,719.26959
455,0458012006,2,045801,2006,0458012,518100458012006,90370.936996,1396.690746
3859,0460125002,5,046012,5002,0460125,518100460125002,1730.096965,164.313749
456,0462162003,2,046216,2003,0462162,518100462162003,348580.559426,2513.355224
3860,0462051015,1,046205,1015,0462051,518100462051015,4712.677043,316.682312
571,0430013026,3,043001,3026,0430013,518100430013026,69755.889909,3361.384656
3861,0460102009,2,046010,2009,0460102,518100460102009,26685.973087,638.802885
3099,0454062001,2,045406,2001,0454062,518100454062001,44391.544726,1063.805526
572,0416003003,3,041600,3003,0416003,518100416003003,486248.683564,3100.968666
3100,0460101000,1,046010,1000,0460101,518100460101000,4231.729759,329.127881
573,0430022015,2,043002,2015,0430022,518100430022015,68560.935323,1041.485756
3101,0454121002,1,045412,1002,0454121,518100454121002,23321.667337,620.188876
574,0416004005,4,041600,4005,0416004,518100416004005,311466.368416,2163.303766
3102,0426002014,2,042600,2014,0426002,518100426002014,30814.618308,761.317909
3103,0440025027,5,044002,5027,0440025,518100440025027,34946.755908,806.524753
575,0448081999,1,044808,1999,0448081,518100448081999,324457.840043,7919.696906
3104,0462041009,1,046204,1009,0462041,518100462041009,58847.626641,1276.856474
3105,0454102040,2,045410,2040,0454102,518100454102040,13034.829552,441.223847
576,0438001013,1,043800,1013,0438001,518100438001013,34808.881149,739.054886
3106,0418021029,1,041802,1029,0418021,518100418021029,11507.449703,439.922575
577,0462055002,5,046205,5002,0462055,518100462055002,38609.393862,811.785557
3107,0410033007,3,041003,3007,0410033,518100410033007,28674.639404,778.655806
578,0444012001,2,044401,2001,0444012,518100444012001,68067.091943,1193.676828
3108,0454081010,1,045408,1010,0454081,518100454081010,23240.795934,638.900795
579,0458091002,1,045809,1002,0458091,518100458091002,18255.374099,577.470705
3109,0424001017,1,042400,1017,0424001,518100424001017,23667.230388,679.730631
580,0424003002,3,042400,3002,0424003,518100424003002,33903.976898,774.887584
3110,0424004011,4,042400,4011,0424004,518100424004011,32267.423298,776.686969
581,0440027000,7,044002,7000,0440027,518100440027000,58426.362457,2646.866938
3111,0458032014,2,045803,2014,0458032,518100458032014,862466.585741,4886.561048
582,0462052001,2,046205,2001,0462052,518100462052001,49264.6662,1083.756285
3112,0456022020,2,045602,2020,0456022,518100456022020,66119.85608,1082.286571
583,0430012039,2,043001,2039,0430012,518100430012039,19203.768312,671.353471
3113,0422022019,2,042202,2019,0422022,518100422022019,26452.867307,722.198872
584,0460064001,4,046006,4001,0460064,518100460064001,47482.559464,1007.052295
3114,0454151006,1,045415,1006,0454151,518100454151006,30804.342036,830.485294
585,0462064002,4,046206,4002,0462064,518100462064002,39648.804642,832.959166
3115,0464003997,3,046400,3997,0464003,518100464003997,1081339.662304,13807.962936
586,0444024001,4,044402,4001,0444024,518100444024001,59464.748777,995.74653
587,0430022027,2,043002,2027,0430022,518100430022027,42119.700574,880.177266
588,0404044004,4,040404,4004,0404044,518100404044004,20679.964294,619.06483
3116,0454102025,2,045410,2025,0454102,518100454102025,24176.171807,683.806135
589,0428015020,5,042801,5020,0428015,518100428015020,32285.741812,838.062991
3117,0446002015,2,044600,2015,0446002,518100446002015,82585.55146,1600.364977
590,0454193009,3,045419,3009,0454193,518100454193009,39009.163837,800.233383
3118,0444013002,3,044401,3002,0444013,518100444013002,380904.150916,4292.951524
591,0402004004,4,040200,4004,0402004,518100402004004,487736.215767,5573.625274
3119,0456023001,3,045602,3001,0456023,518100456023001,65300.515698,1160.786878
592,0454071008,1,045407,1008,0454071,518100454071008,2019696.233175,12477.558118
3120,0454121040,1,045412,1040,0454121,518100454121040,61484.234293,1224.238335
3121,0454191010,1,045419,1010,0454191,518100454191010,122725.785099,1976.030489
3122,0412001001,1,041200,1001,0412001,518100412001001,253629.005941,2969.519287
593,0402003004,3,040200,3004,0402003,518100402003004,39582.25412,961.573207
594,0454121037,1,045412,1037,0454121,518100454121037,12898.354966,458.822727
3123,0420002014,2,042000,2014,0420002,518100420002014,21365.577632,606.198061
595,0454182013,2,045418,2013,0454182,518100454182013,5984.695461,411.544459
3124,0462042041,2,046204,2041,0462042,518100462042041,13750.596867,680.447818
596,0440021009,1,044002,1009,0440021,518100440021009,17604.573495,531.410069
3125,0402003012,3,040200,3012,0402003,518100402003012,295924.896585,3110.360941
597,0404033000,3,040403,3000,0404033,518100404033000,163898.989009,2851.879467
3126,0454101004,1,045410,1004,0454101,518100454101004,7558.060718,353.490495
598,0410044013,4,041004,4013,0410044,518100410044013,46534.709456,1145.044809
3127,0404031002,1,040403,1002,0404031,518100404031002,30564.20979,785.00484
599,0440025029,5,044002,5029,0440025,518100440025029,19934.105411,565.100325
3128,0430014003,4,043001,4003,0430014,518100430014003,23325.324085,612.29504
600,0414002003,2,041400,2003,0414002,518100414002003,42293.894488,960.893497
3862,0454121998,1,045412,1998,0454121,518100454121998,8498605.812885,29078.763825
601,0430012998,2,043001,2998,0430012,518100430012998,5822.069171,395.072956
602,0438004005,4,043800,4005,0438004,518100438004005,951.514574,122.973886
603,0454063002,3,045406,3002,0454063,518100454063002,28680.698005,748.804005
604,0458093000,3,045809,3000,0458093,518100458093000,177472.955674,2325.077901
3863,0448053001,3,044805,3001,0448053,518100448053001,308478.272965,2646.925117
605,0454174005,4,045417,4005,0454174,518100454174005,37187.003725,736.238115
3864,0460023001,3,046002,3001,0460023,518100460023001,63681.088136,1540.585909
606,0448062000,2,044806,2000,0448062,518100448062000,411772.929684,2636.020479
3865,0444021009,1,044402,1009,0444021,518100444021009,89048.563037,1136.805105
607,0454121033,1,045412,1033,0454121,518100454121033,1066499.39366,8970.478631
3866,0460022003,2,046002,2003,0460022,518100460022003,44963.516839,973.026322
3867,0462061001,1,046206,1001,0462061,518100462061001,18273.514616,793.238985
608,0424001013,1,042400,1013,0424001,518100424001013,34083.389806,917.543436
3868,0430012049,2,043001,2049,0430012,518100430012049,18114.274171,530.002637
609,0464001996,1,046400,1996,0464001,518100464001996,193156.445456,11119.971335
3129,0454054001,4,045405,4001,0454054,518100454054001,20270.257327,659.564205
3130,0450001003,1,045000,1003,0450001,518100450001003,20900.281135,712.681334
3131,0462181004,1,046218,1004,0462181,518100462181004,130564.560771,1466.259607
610,0412002053,2,041200,2053,0412002,518100412002053,29107.867229,740.240881
3132,0410034005,4,041003,4005,0410034,518100410034005,16600.019694,687.739973
611,0400001008,1,040000,1008,0400001,518100400001008,410666.933038,5089.302154
3133,0430012024,2,043001,2024,0430012,518100430012024,68782.623732,1518.268816
612,0438004023,4,043800,4023,0438004,518100438004023,15812.760176,506.246929
3134,0454152009,2,045415,2009,0454152,518100454152009,34626.663533,754.178803
613,0448083999,3,044808,3999,0448083,518100448083999,87323.648496,2697.033414
3135,0408012006,2,040801,2006,0408012,518100408012006,27456.164918,758.465723
3136,0410021014,1,041002,1014,0410021,518100410021014,58471.092605,1170.642038
510,0430022020,2,043002,2020,0430022,518100430022020,92515.609022,1567.061553
3137,0428011009,1,042801,1009,0428011,518100428011009,36920.958639,969.940368
511,0000000990,0,000000,0990,0000000,518100000000990,15449901.699832,17506.072668
3138,0420003002,3,042000,3002,0420003,518100420003002,143920.186057,2161.184783
512,0454102024,2,045410,2024,0454102,518100454102024,58559.150904,1246.574181
3139,0440021006,1,044002,1006,0440021,518100440021006,17491.07521,529.360402
513,0436002007,2,043600,2007,0436002,518100436002007,12560.756944,450.117369
3140,0454063020,3,045406,3020,0454063,518100454063020,1126006.742049,4896.633103
514,0438001999,1,043800,1999,0438001,518100438001999,179198.98386,4039.699175
3141,0400001999,1,040000,1999,0400001,518100400001999,8731315.490084,28060.072253
515,0440025036,5,044002,5036,0440025,518100440025036,17905.021086,535.442073
516,0464004007,4,046400,4007,0464004,518100464004007,1433991.980126,6054.227834
3142,0430013030,3,043001,3030,0430013,518100430013030,22580.166876,1631.717628
517,0456024004,4,045602,4004,0456024,518100456024004,95477.918994,1412.670175
3143,0430012018,2,043001,2018,0430012,518100430012018,20202.863655,581.39493
3144,0438004008,4,043800,4008,0438004,518100438004008,1871.341653,187.039816
518,0464001024,1,046400,1024,0464001,518100464001024,2943896.122681,20155.798671
3145,0458101002,1,045810,1002,0458101,518100458101002,4286.795583,266.037506
3146,0454171001,1,045417,1001,0454171,518100454171001,155590.553582,2020.118993
3147,0418021019,1,041802,1019,0418021,518100418021019,18708.159898,592.266095
3148,0460061002,1,046006,1002,0460061,518100460061002,36274.218282,896.397239
519,0406002016,2,040600,2016,0406002,518100406002016,17148.711044,524.784459
3149,0430022009,2,043002,2009,0430022,518100430022009,102423.738358,1261.047628
520,0448071005,1,044807,1005,0448071,518100448071005,25467.997237,699.103684
3150,0428013002,3,042801,3002,0428013,518100428013002,17160.750518,548.226287
521,0410044018,4,041004,4018,0410044,518100410044018,23133.197753,678.685605
3151,0448073008,3,044807,3008,0448073,518100448073008,6118.829485,326.155402
522,0454192012,2,045419,2012,0454192,518100454192012,1216195.917119,6453.199337
3152,0420003003,3,042000,3003,0420003,518100420003003,213955.901039,2242.533154
3153,0440023026,3,044002,3026,0440023,518100440023026,29790.095002,706.211112
523,0460121004,1,046012,1004,0460121,518100460121004,26738.706491,688.54415
3154,0402004007,4,040200,4007,0402004,518100402004007,143127.222149,1549.910319
524,0456011023,1,045601,1023,0456011,518100456011023,58104.353056,1140.291684
3155,0460094015,4,046009,4015,0460094,518100460094015,33585.028589,720.81456
525,0454055000,5,045405,5000,0454055,518100454055000,87719.501834,1322.797767
3156,0456021003,1,045602,1003,0456021,518100456021003,13082.052593,448.33458
526,0424001014,1,042400,1014,0424001,518100424001014,18243.852648,635.192221
3157,0402004010,4,040200,4010,0402004,518100402004010,825156.043985,3715.709081
527,0412003006,3,041200,3006,0412003,518100412003006,20521.606935,763.286054
