OBJECTID_1,BROOK,BROWN,RAINBOW,REACHCODE,NAME,CLASS,TYPE,USGS_HUC
730,Y,Y, ,10BAR-01,Barbours Creek,II, ,2080201
731, , , ,10BAR-01T,Barbours Creek,II,tributary,2080201
732, , , ,10BAT-01,Battery Creek,VI, ,2080203
733,Y, , ,10BBC-01,Big Bend Creek,IV, ,2080202
734,Y, , ,10BBR-01,Big Branch,II, ,2080203
735, ,Y,Y,10BCC-01,Back Creek,V, ,2080201
736,Y, , ,10BEB-01,Bear Loop Branch,II, ,2080201
737, , , ,10BEN-01,Borden Creek,VI, ,2080201
738,Y, , ,10BES-01,Benson Run,IV, ,2080201
739,Y, , ,10BFF-01,Bluff Creek,II, ,2080203
740,Y, , ,10BGN-01,Biggs Run,III, ,2080201
741, , , ,10BGN-01T,Biggs Run,III,tributary,2080201
742,Y, , ,10BHR-01,Bear Hole Run,II, ,2080201
743,Y, , ,10BIR-01,Big Run,III, ,2080201
744, , , ,10BIR-01T,Big Run,III,tributary,2080201
745,Y, , ,10BKB-01,Black Branch,II, ,2080201
746,Y, , ,10BKN-01,Black Run,IV, ,2080202
747, , ,Y,10BKR-01,Back Creek,II, ,2080201
748, , , ,10BLD-01,Buffalo Creek,V, ,2080202
749,Y, , ,10BLF-01,Belfast Creek,II, ,2080201
750,Y, , ,10BLL-01,Big Laurel Branch,II, ,2080201
751,Y, , ,10BLM-01,Big Lick Run,II, ,2080201
752, , , ,10BLP-01,Bullpasture River,V, ,2080201
753,Y, , ,10BLV-01,Belle Cove Branch,IV, ,2080202
754, , , ,10BLV-01T,Belle Cove Branch,IV,tributary,2080202
755,Y, , ,10BLX-01,"Benson Run, LP",IV, ,2080201
756,Y, , ,10BMC-01,Big Marys Creek,II, ,2080202
757, , , ,10BMC-01T,Big Marys Creek,II,tributary,2080202
758,Y, , ,10BMT-01,Brown Mountain Creek,II, ,2080203
759,Y, , ,10BNC-01,Browns Creek,II, ,2080203
760,Y, , ,10BNF-01,"Buffalo Creek, NF",II, ,2080203
761, , , ,10BNF-01T,"Buffalo Creek, NF",II,tributary,2080203
762,Y, , ,10BNK-01,"Bennetts Run, NF",IV, ,2080202
763,Y, , ,10BNR-01,Bennetts Run,II, ,2080202
764,Y, , ,10BNY-01,Barney Run,II, ,2080201
765, , , ,10BOG-01,Bogen Run,VIII, ,2080201
766,Y, , ,10BOL-01,Bolar Run,II, ,2080201
767,Y, , ,10BRP-01,"Benson Run, RP",IV, ,2080201
768,Y, , ,10BRT-01,Brattons Run,II, ,2080202
769, , , ,10BRT-01T,Brattons Run,II,tributary,2080202
770,Y, , ,10BSB-01,Blue Suck Branch,III, ,2080201
771, , , ,10BSB-01T,Blue Suck Branch,III,tributary,2080201
772,Y, , ,10BSC-01,"Barbours Creek, SP",II, ,2080201
773,Y, , ,10BSK-01,"Bennetts Run, SF",IV, ,2080202
774, , ,Y,10BSP-01,Blue Spring Run,II, ,2080201
775, , , ,10BSP-01T,Blue Spring Run,II,tributary,2080201
776,Y, , ,10BVN-01,Beaver Run,II, ,2080201
777, , , ,10CAT-01,Catawba Creek,V, ,2080201
778,Y, , ,10CAV-01,Cave Run,II, ,2080201
779,Y, , ,10CBL-01,Campbell Creek,II, ,2080203
780,Y, , ,10CCE-01,Cove Branch,II, ,2080201
781, , , ,10CCE-01T,Cove Branch,II,tributary,2080201
782,Y, , ,10CEC-01,Cedar Creek,II, ,2080201
783,Y, , ,10CEL-01,Cellar Hollow Brook,IV, ,2080202
784,Y, ,Y,10CES-01,Cornelius Creek,II, ,2080201
785,Y,Y, ,10CHC-01,Cub Creek,II, ,2080203
786, , , ,10CHC-01T,Cub Creek,II,tributary,2080203
787,Y, , ,10CHM-01,Chimney Branch,II, ,2080202
788,Y, , ,10CHN-01,Chapin Draft,IV, ,2080202
789,Y, , ,10CLO-01,Clover Creek,II, ,2080201
790,Y, , ,10CNB-01,Corner Branch,II, ,2080201
791, , , ,10CNB-01T,Corner Branch,II,tributary,2080201
792,Y, , ,10CNC-01,Karnes Creek,II, ,2080201
793, , , ,10CNC-01T,Karnes Creek,II,tributary,2080201
794,Y, , ,10COW-01,Crow Run,II, ,2080201
795,Y, , ,10COX-01,Coxs Creek,II, ,2080203
796, , , ,10COX-01T,Coxs Creek,II,tributary,2080203
797, , , ,10CPD-01,Copeland Creek,VII, ,2080201
798,Y, , ,10CRB-01,Crabtree Creek,II, ,2080203
799, , ,Y,10CRE-01,Cedar Creek,III, ,2080201
800, , , ,10CRE-01T,Cedar Creek,III,tributary,2080201
801,Y, ,Y,10CRU-01,Crab Run,II, ,2080201
802,Y, ,Y,10CSC-01,Cascades Creek,II, ,2080201
803, , , ,10CSC-01T,Cascades Creek,II,tributary,2080201
804, , , ,10CSH-01,Crush Run,VI, ,2080201
805, , ,Y,10CSL-01,Castle Run,II, ,2080201
806,Y, , ,10CSR-01,Cast Steel Run,II, ,2080201
807, , , ,10CSW-01,Cashaw Creek,VI, ,2080203
808,Y, , ,10CSY-01,Christleys Run,III, ,2080201
809, , , ,10CSY-01T,Christleys Run,III,tributary,2080201
810,Y, , ,10CUN-01,Cub Run,II, ,2080201
811,Y, , ,10CVE-01,Cove Creek,II, ,2080203
812,Y,Y,Y,10CWD-01,Cowardin Run,II, ,2080201
813, , , ,10CWD-01T,Cowardin Run,II,tributary,2080201
814,Y, , ,10CWL-01,Crawleys Creek,II, ,2080203
815, , , ,10CWL-01T,Crawleys Creek,II,tributary,2080203
816, , , ,10CWP-01,Cowpasture River,VI, ,2080201
817,Y, , ,10CXX-01,Chestnut Run,II, ,2080201
818,Y, , ,10CXZ-01,Chestnut Lick Hollow,IV, ,2080202
819,Y, , ,10CYL-01,County Line Run,II, ,2080201
820, , , ,10CYL-01T,County Line Run,II,tributary,2080201
821,Y, , ,10CYN-01,Clayton Mill Creek,II, ,2080202
822, , ,Y,10DAN-01,Dolly Ann Hollow,II, ,2080201
823,Y, , ,10DAR-01,Davis Run,II, ,2080201
824, , , ,10DAY-01,Day Creek,VI, ,3010101
825,Y, , ,10DHM-01,Durham Run,II, ,2080203
826,Y, , ,10DKH-01,Dark Hollow,IV, ,2080202
827,Y, , ,10DMC-01,Davis Mill Creek,II, ,2080203
828, , , ,10DNC-01,Dancing Creek,VI, ,2080203
829, , ,Y,10DNP-01,Dunlap Creek,V, ,2080201
830,Y, , ,10DON-01,Davidson Run,II, ,2080202
831,Y, , ,10DOW-01,Downy Branch,III, ,2080201
832,Y, , ,10DRR-01,Dry Run,II, ,2080201
833,Y, , ,10DYC-01,Doyles River,II, ,2080204
834,Y, , ,10DYU-01,Dry Run,IV, ,2080201
835,Y, , ,10ECH-01,Enchanted Creek,II, ,2080203
836,Y, , ,10EKE-01,"Elk Creek, EF",II, ,2080201
837, , , ,10EKE-01T,"Elk Creek, EF",II,tributary,2080201
838,Y, , ,10ELB-01,Eliber Springs Branch,II, ,2080201
839, , , ,10ELK-01,Elk Creek,VI, ,2080201
840, , , ,10ELK-02,Elk Creek,VI, ,2080201
841,Y, , ,10EPB-01,Elk Pond Branch,II, ,2080203
842, , , ,10ESR-01,Ellis Creek,VI, ,2080201
843,Y, ,Y,10EWN-01,Ewin Run,II, ,2080201
844, , , ,10EWN-01T,Ewin Run,II,tributary,2080201
845, , ,Y,10FAS-01,Falling Spring Creek,II, ,2080201
846, , , ,10FAS-01T,Falling Spring Creek,II,tributary,2080201
847, , ,Y,10FAW-01,Fallingwater Creek,II, ,2080201
848,Y, , ,10FDR-01,Ford Run,II, ,2080201
849,Y, , ,10FER-01,Ferrol Run,IV, ,2080202
850,Y, , ,10FOK-01,Fork Hollow,III, ,2080204
851,Y, , ,10FRC-01,Falling Rock Creek,III, ,2080203
852,Y, , ,10FUR-01,Furnace Branch,III, ,2080201
853, , , ,10FUR-01T,Furnace Branch,III,tributary,2080201
854,Y, , ,10GGO-01,Georges Creek,II, ,2080203
855,Y, ,Y,10GNS-01,Gunstock Creek,II, ,3010101
856, , , ,10GNS-01T,Gunstock Creek,II,tributary,3010101
857,Y, , ,10GOH-01,Gochenour Branch,II, ,2080202
858,Y, , ,10GRE-01,Greasy Spring Branch,II, ,2080203
859,Y, , ,10GRN-01,Grannys Creek,II, ,2080201
860,Y, , ,10GRR-01,Bear Branch,II, ,2080202
861,Y, , ,10GRY-01,"Grannys Creek, WB",II, ,2080201
862, , , ,10GRY-01T,"Grannys Creek, WB",II,tributary,2080201
863,Y, , ,10GUY-01,Guys Run,II, ,2080202
864, , , ,10GUY-01T,Guys Run,II,tributary,2080202
865,Y, , ,10HAP-01,Harpers Creek,II, ,2080203
866, , , ,10HAP-01T,Harpers Creek,II,tributary,2080203
867,Y, , ,10HDR-01,Hodges Draft,IV, ,2080202
868,Y, , ,10HHH-01,Horse Hollow,II, ,2080201
869,Y, , ,10HID-01,Hidden Valley Spring,II, ,2080201
870,Y, , ,10HIT-01,Hite Hollow Creek,II, ,2080202
871,Y, , ,10HOB-01,Hogback Creek,II, ,2080202
872,Y, , ,10HPE-01,Hipes Branch,II, ,2080201
873, , , ,10HPE-01T,Hipes Branch,II,tributary,2080201
874,Y, , ,10HUO-01,Hunting Creek,II, ,2080203
875, , ,Y,10HYY-01,Hays Creek,III, ,2080201
876, , , ,10HYY-01T,Hays Creek,III,tributary,2080201
877,Y,Y,Y,10IDR-01,Indian Draft,III, ,2080201
878, , , ,10IDR-01T,Indian Draft,III,tributary,2080201
879,Y, , ,10IGR-01,Indian Gap Run,IV, ,2080202
880,Y, , ,10ISH-01,Irish Creek,III, ,2080202
881, , , ,10ISH-01T,Irish Creek,III,tributary,2080202
882,Y, , ,10IVI-01,Ivy Creek,II, ,2080204
883,Y, , ,10JEA-01,Jerrys Run,IV, ,2080202
884,Y, ,Y,10JED-01,Jerrys Run,IV, ,2080201
885, , , ,10JED-01T,Jerrys Run,IV,tributary,2080201
886, , , ,10JED-02,Jerrys Run,VIII, ,2080201
887,Y, , ,10JER-01,Jerkemtight Branch,IV, ,2080202
888,Y, ,Y,10JES-01,Jennings Creek,II, ,2080201
889, , , ,10JES-01T,Jennings Creek,II,tributary,2080201
890, , , ,10JES-02,Jennings Creek,VI, ,2080201
891,Y, , ,10JIR-01,Jim Dave Run,IV, ,2080201
892, , , ,10JKS-01,Jackson River,VI, ,2080201
893,Y, , ,10JKS-02,Jackson River,II, ,2080201
894, , , ,10JKS-03,Jackson River,V, ,2080201
895, ,Y,Y,10JKS-04,Jackson River,II, ,2080201
896,Y, , ,10JMR-01,Jack Mountain Run,II, ,2080201
897,Y, , ,10JOB-01,Johns Creek,II, ,2080201
898, , , ,10JOB-01T,Johns Creek,II,tributary,2080201
899,Y, , ,10JOO-01,Jordan Run,II, ,2080201
900,Y, , ,10KAL-01,Kale Branch,II, ,2080201
901, , , ,10KAL-01T,Kale Branch,II,tributary,2080201
902,Y, , ,10KLY-01,Kelly Run,II, ,2080201
903,Y, , ,10KNG-01,King Creek,II, ,2080203
904,Y, , ,10KSP-01,Kelso Spring Branch,II, ,2080202
905, , , ,10KSP-01T,Kelso Spring Branch,II,tributary,2080202
906,Y, , ,10LAA-01,Laurel Run,II, ,2080201
907,Y, , ,10LAD-01,Lady Slipper Run,II, ,2080203
908, , ,Y,10LAR-01,Laurel Run,I, ,2080202
909, , , ,10LAR-01T,Laurel Run,I,tributary,2080202
910,Y, , ,10LBR-01,Lick Block Run,II, ,2080201
911,Y, , ,10LCF-01,Little Calfpasture River,IV, ,2080202
912,Y, , ,10LCK-01,Lick Run,II, ,2080201
913, , , ,10LCK-01T,Lick Run,II,tributary,2080201
914, , , ,10LEE-01,Lees Creek,VI, ,2080201
915,Y, , ,10LFK-01,Locust Fork,II, ,2080201
916,Y, , ,10LIF-01,Little Irish Creek,III, ,2080203
917,Y, , ,10LIJ-01,Little Marys Creek,II, ,2080202
918,Y, , ,10LIK-01,Lick Run,II, ,2080201
919,Y, , ,10LIL-01,Little Mill Creek,II, ,2080202
920,Y, , ,10LIR-01,Little Piney River,II, ,2080203
921, , , ,10LIR-01T,Little Piney River,II,tributary,2080203
922, , , ,10LPS-01,Lipes Branch,II, ,2080201
923,Y, , ,10LSB-01,Louisa Spring Branch,I, ,2080203
924,Y, , ,10LSC-01,Little Stony Creek,II, ,2080203
925,Y, , ,10LSR-01,Long Spring Run,IV, ,2080201
926,Y, , ,10LST-01,Little Stony Creek,II, ,3010101
927, , , ,10LST-01T,Little Stony Creek,II,tributary,3010101
928,Y, , ,10LTB-01,Little Back Creek,II, ,2080201
929,Y, , ,10LTU-01,Little Cove Creek,II, ,2080203
930,Y, , ,10LTW-01,Little Crow Run,II, ,2080201
931, , , ,10VLY-01,Valley Branch,II, ,2080201
932, , , ,10VLY-01T,Valley Branch,II,tributary,2080201
933,Y, , ,10LWL-01,Little Wilson Creek,II, ,2080201
934,Y, , ,10LWR-01,Lowry Run,III, ,2080202
935,Y, , ,10MBC-01,Mine Bank Creek,II, ,2080202
936, , , ,10MBK-01,Marlbrook Creek,V, ,2080202
937,Y, , ,10MDC-01,Meadow Creek,II, ,2080203
938,Y, , ,10MDH-01,Maidenhead Branch,II, ,2080203
939, , ,Y,10MDL-01,Middle Creek,II, ,2080201
940, , , ,10MDL-01T,Middle Creek,II,tributary,2080201
941, ,Y,Y,10MEO-01,Meadow Creek,II, ,2080201
942, , , ,10MEO-01T,Meadow Creek,II,tributary,2080201
943, , , ,10MFL-01,McFalls Creek,VI, ,2080201
944,Y, , ,10MIB-01,Mill Branch,II, ,2080201
945, , , ,10MIB-01T,Mill Branch,II,tributary,2080201
946,Y, , ,10MIO-01,Mill Creek,II, ,2080203
947, , , ,10MIO-01T,Mill Creek,II,tributary,2080203
948, , ,Y,10MIR-01,Mill Creek,II, ,2080201
949, , , ,10MIT-01,Mill Creek,VI, ,2080202
950, ,Y, ,10MIV-01,Mill Creek,III, ,2080201
951, , , ,10MIV-01T,Mill Creek,III,tributary,2080201
952,Y, , ,10MIW-01,Mill Creek,I, ,2080201
953, , , ,10MIW-01T,Mill Creek,I,tributary,2080201
954, , , ,10MIX-01,Mill Creek,II, ,3010103
955,Y, , ,10MIZ-01,Mill Run,II, ,2080201
956, , , ,10MLE-01,Miller Branch,VI, ,2080201
957,Y, , ,10MLL-01,Mill Creek,II, ,2080203
958,Y,Y,Y,10MNF-01,"Moormans River, NF",I, ,2080204
959, ,Y, ,10MNK-01,"Moormans River, SF",III, ,2080204
960,Y, , ,10MRE-01,Mare Run,II, ,2080201
961,Y, , ,10MUT-01,Mutton Hollow,II, ,2080204
962,Y, ,Y,10MYY-01,Muddy Run,II, ,2080201
963,Y, , ,10NBR-01,"Simpson Creek, NB",II, ,2080201
964,Y, , ,10NCH-01,Nicholson Run,II, ,2080203
965,Y, , ,10NEB-01,Nelse Branch,II, ,2080201
966, , , ,10NEB-01T,Nelse Branch,II,tributary,2080201
967, , , ,10NFB-01,North Buffalo Creek,VI, ,2080202
968,Y, , ,10NGB-01,Negro Branch,II, ,2080201
969,Y, , ,10NMT-01,Trib of North Fork Moormans,I, ,2080204
970,Y, ,Y,10NRT-01,North Creek,II, ,2080201
971, , , ,10NRT-01T,North Creek,II,tributary,2080201
972,Y, , ,10NSB-01,Nettle Spring Branch,II, ,2080202
973,Y, , ,10NTL-01,Nettle Creek,II, ,2080202
974,Y, , ,10OTC-01,Otter Creek,III, ,2080203
975, , , ,10OTC-01T,Otter Creek,III,tributary,2080203
976, , , ,10OTR-01,Otter Creek,VI, ,2080203
977, ,Y, ,10OTS-01,Otts Creek,III, ,2080202
978, , , ,10OTS-01T,Otts Creek,III,tributary,2080202
979,Y, , ,10OVS-01,Overstreet Creek,II, ,3010101
980, , , ,10OVS-01T,Overstreet Creek,II,tributary,3010101
981, , , ,10PAD-01,Pads Creek,VIII, ,2080201
982,Y, , ,10PAU-01,Pauls Creek,IV, ,2080203
983,Y,Y,Y,10PBC-01,Paint Bank Branch,II, ,2080201
984, , , ,10PBC-01T,Paint Bank Branch,II,tributary,2080201
985,Y, , ,10PCR-01,Poplar Cove Run,III, ,2080202
986, , , ,10PDS-01,"Pads Creek, SF",VI, ,2080201
987, , , ,10PGE-01,Portage Run,VII, ,2080201
988,Y, , ,10PGP-01,Pedlar Gap Run,III, ,2080202
989, , ,Y,10PGT-01,Purgatory Creek,II, ,2080201
990,Y,Y, ,10PIC-01,Pickles Branch,II, ,2080201
991, , , ,10PMB-01,Piney Mountain Branch,VI, ,2080201
992, , ,Y,10PMC-01,Pounding Mill Creek,II, ,2080201
993,Y, , ,10PMP-01,Pompey Creek,II, ,2080203
994,Y, , ,10PNE-01,Piney Branch,II, ,2080201
995, , , ,10PNE-01T,Piney Branch,II,tributary,2080201
996,Y, , ,10PNR-01,Panther Run,II, ,2080201
997,Y, , ,10PNY-01,Piney River,II, ,2080203
998, , , ,10PNY-01T,Piney River,II,tributary,2080203
999,Y,Y, ,10POL-01,Pedlar River,III, ,2080203
1000, , , ,10POL-02,Pedlar River,VI, ,2080203
